OG_RIV_TEXT,OG_OXFORD_TEXT,RIVERSIDE_FILENAME,OXFORD_FILENAME,OUTPUT_FILENAME,LINE_NUMBER,MATCH,RIVERSIDE_SYLLABLES,OXFORD_SYLLABLES,RIVERSIDE_TEXT,OXFORD_TEXT,RIVERSIDE_SCANSION,OXFORD_SCANSION,RIVERSIDE_TAGGING,OXFORD_TAGGING,FLAG_COLOR
Drynketh a draughte. Taak kep eek what I telle:,"¶“Thou bel ami,° thou Pardoner,” he seide",data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 360,DIFF,10,10,Drynketh a draughte Taak kep eek what I telle,Thou bel ami thou Pardoner he seide,uS u Sx u S u S u Sx,u S uS u SuS u Sx,drinken@v%pr_3 a@indef_art draught@n taken@v%imp kep@n ek@adv what@pron ich@pron%nom tellen@v%pr_1,thou@pron%nom   thou@pron%nom pardoner@n he@pron1%nom ,
If that the good-man that the beestes oweth,“Tel us som mirthe° or japes° right anon.”,data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 361,DIFF,10,10,If that the goodman that the beestes oweth,Tel us som mirthe or japes right anon,u S u Su S u Su Sx,u S u Sx u Su S uS,if@conj that@conj the@def_art god_man@n that@pron the@def_art beste@n%pl ouen@v%pr_3, us@pron%pl_obj  mirthe@n  jape@n%pl  an-on@adv,
"Wol every wyke, er that the cok hym croweth","“It shall be doon,” quod he, “by Seint Ronion!",data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 362,DIFF,10,0,Wol every wyke er that the cok hym croweth,It shall be doon quod he by Seint Ronion,u Sxu Sx u S u S u Sx,        ,willen@v%pr_3 everi@pron_gram_adj weke@n er@conj1 that@conj the@def_art cok@n1 him@pron%obj crouen@v%pr_3,hit@pron     he@pron1%nom that@conj  ,
"Fastynge, drynken of this welle a draughte","But first,” quod he, “heer at this ale stake°",data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 363,DIFF,10,10,Fastynge drynken of this welle a draughte,But first quod he heer at this ale stake,uSu Su S u Sx u Sx,u S u S u S u Su Sx,fasten@v2%prp_abs drinken@v%inf of@prep this@gram_adj welle@n a@indef_art draught@n,but@conj   he@pron1%nom  at@prep this@gram_adj ale@n stake@n,
As thilke hooly Jew oure eldres taughte,"I wol both drinke, and eten° of a cake.”°",data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 364,DIFF,10,10,As thilke hooly Jew oure eldres taughte,I wol both drinke and eten of a cake,u Sx uS u Su Su Sx,u S u Sx u Su S u Sx,as@conj thilke@gram_adj holi@adj2 jeu@n oure@pron%pl_gen eldre@n%pl techen@v%pt_3,ich@pron%nom    and@conj  of@prep  cake@n,
His beestes and his stoor shal multiplie.,And right anon the gentils° gonne crie,data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 365,DIFF,10,10,His beestes and his stoor shal multiplie,And right anon the gentils gonne crie,u Su S u S u SuS,u S uS u Su Su S,his@pron1%gen beste@n%pl and@conj his@pron1%gen store@n1 shulen@v1%pr_3 multiplien@v%inf,and@conj  an-on@adv  gentil@n%pl  ,
"`And, sires, also it heeleth jalousie;",“Nay! lat him telle us of no ribaudie;°,data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 366,DIFF,10,10,And sires also it heeleth jalousie,Nay lat him telle us of no ribaudie,u Su Su S ux SuS,u S u Sx u S u SuS,and@conj sire@n%pl also@adv hit@pron helen@v1%pr_3 jelousie@n,  him@pron%obj  us@pron%pl_obj of@prep and@conj ,
For though a man be falle in jalous rage,"Tel us som moral thing, that we may lere°",data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 367,DIFF,10,10,For though a man be falle in jalous rage,Tel us som moral thing that we may lere,u S u S u Sx u Su Sx,u S u Su S u S u Sx,for@conj though@conj a@indef_art man@n ben@v%pr_3 fallen@v%ppl in@prep jelous@adj rage@n, us@pron%pl_obj  moral@adj thing@n ben@v%pr_3 we@pron%pl_nom  ,
Lat maken with this water his potage,"Som wit,° and thanne wol we gladly here.”",data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 368,DIFF,10,10,Lat maken with this water his potage,Som wit and thanne wol we gladly here,u Su S u Su S uSx,u S u Su S u Su Sx,leten@v%imp maken@v1%inf with@prep this@gram_adj water@n his@pron1%gen potage@n,  and@conj thanne@adv  we@pron%pl_nom gladli@adv ,
And nevere shal he moore his wyf mystriste,"“I graunte, ywis,” quod he, “but I mot thinke",data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 369,DIFF,10,10,And nevere shal he moore his wyf mystriste,I graunte ywis quod he but I mot thinke,u Sux S u Sx u S uSx,u Sx uS u S u S u Sx,and@conj never@adv shulen@v1%pr_3 he@pron1%nom more@adv%comp his@pron1%gen wif@n mistristen@v%inf,ich@pron%nom    he@pron1%nom but@conj ich@pron%nom  ,
Though he the soothe of hir defaute wiste,"Upon som honest° thing, whil that I drinke.”",data/riverside_cats/PardPro_riv.cat,data/oxford_txts/PardPro_oxford.txt,data/csvs/PardPro,The Pardoner's Prologue 370,DIFF,10,10,Though he the soothe of hir defaute wiste,Upon som honest thing whil that I drinke,u S u Sx u S uSu Sx,uS u Su S u S u Sx,though@conj he@pron1%nom the@def_art soth@n of@prep hire@pron1%fem_gen defaute@n witen@v1%pt_3,upon@prep  honeste@adj thing@n   ich@pron%nom ,
