OG_RIV_TEXT,OG_OXFORD_TEXT,RIVERSIDE_FILENAME,OXFORD_FILENAME,OUTPUT_FILENAME,LINE_NUMBER,MATCH,RIVERSIDE_SYLLABLES,OXFORD_SYLLABLES,RIVERSIDE_TEXT,OXFORD_TEXT,RIVERSIDE_SCANSION,OXFORD_SCANSION,RIVERSIDE_TAGGING,OXFORD_TAGGING,FLAG_COLOR
"Why this a fantome, why these oracles","Why this a fantom,° these oracles,°",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 11,DIFF,10,10,Why this a fantome why these oracles,Why this a fantom these oracles,u S u Sux S ux SuS,u S u Su Su SuS,whi@adv this@pron a@indef_art fantom@n whi@adv these@pron%pl oracle@n%pl,whi@adv this@pron a@indef_art fantom@n these@pron%pl oracle@n%pl,green
I not; but whoso of these miracles,I noot;° but whoso of these miracles°,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 12,,10,10,I not but whoso of these miracles,I noot but whoso of these miracles,u S u Su S ux SuS,u S u Su S ux SuS,ich@pron%nom witen@v1%pr_1_neg but@conj who-so@pron%nom of@prep these@gram_adj%pl miracle@n%pl,ich@pron%nom witen@v1%pr_1_neg but@conj who-so@pron%nom of@prep these@gram_adj%pl miracle@n%pl,
The causes knoweth bet then I,The causes knoweth bet than I,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 13,,0,0,The causes knoweth bet then I,The causes knoweth bet than I,     ,     ,the@def_art cause@n%pl knouen@v%pr_3 bet@adv%comp than@conj ich@pron%nom,the@def_art cause@n%pl knouen@v%pr_3 bet@adv%comp than@conj ich@pron%nom,
"Devyne he, for I certeinly",Devine he;° for I certeinly,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 14,,0,0,Devyne he for I certeinly,Devine he for I certeinly,    ,    ,divinen@v%pr_3 he@pron1%nom for@conj ich@pron%nom certainli@adv,divinen@v%pr_3 he@pron1%nom for@conj ich@pron%nom certainli@adv,
"Ne kan hem noght, ne never thinke","Ne can hem noght, ne never thinke",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 15,,0,0,Ne kan hem noght ne never thinke,Ne can hem noght ne never thinke,      ,      ,ne@conj1 connen@v%pr_1 hem@pron%pl_obj nought@adv ne@conj1 never@adv thinken@v2%pr_1,ne@conj1 connen@v%pr_1 hem@pron%pl_obj nought@adv ne@conj1 never@adv thinken@v2%pr_1,
To besily my wyt to swinke,"To besily my wit to swinke,°",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 16,,0,0,To besily my wyt to swinke,To besily my wit to swinke,     ,     ,to@adv2 bisili@adv min@pron%gen wit@n to@part swinken@v%inf,to@adv2 bisili@adv min@pron%gen wit@n to@part swinken@v%inf,
To knowe of hir signifiaunce,To knowe of hir signifiaunce,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 17,,0,0,To knowe of hir signifiaunce,To knowe of hir signifiaunce,    ,    ,to@part knouen@v%inf of@prep here@pron%pl_gen signifiaunce@n,to@part knouen@v%inf of@prep here@pron%pl_gen signifiaunce@n,
"The gendres, neyther the distaunce","The gendres,° neither the distaunce°",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 18,,0,0,The gendres neyther the distaunce,The gendres neither the distaunce,    ,    ,the@def_art gendre@n%pl neither@conj the@def_art distaunce@n,the@def_art gendre@n%pl neither@conj the@def_art distaunce@n,
"Of tymes of hem, ne the causes","Of times of hem, ne the causes",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 19,,9,9,Of tymes of hem ne the causes,Of times of hem ne the causes,S uS u S u S uS,S uS u S u S uS,of@prep time@n%pl of@prep hem@pron%pl_obj ne@conj1 the@def_art cause@n%pl,of@prep time@n%pl of@prep hem@pron%pl_obj ne@conj1 the@def_art cause@n%pl,
Or why this more then that cause is --,Forwhy this more than that cause is;,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 20,DIFF,10,10,Or why this more then that cause is,Forwhy this more than that cause is,u S u Su S u Su S,uS u Su S u Su S,or@conj whi@adv this@pron more@adv%comp than@conj that@pron cause@n ben@v%pr_3 --@dash,for-whi@conj this@pron more@adv%comp than@conj that@pron cause@n ben@v%pr_3,green
As yf folkys complexions,As if folkes complexiouns°,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 21,,0,0,As yf folkys complexions,As if folkes complexiouns,   ,   ,as@conj if@conj folk@n%gen complexioun@n%pl,as@conj if@conj folk@n%gen complexioun@n%pl,
Make hem dreme of reflexions,Make hem dreme of reflexiouns;°,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 22,,9,9,Make hem dreme of reflexions,Make hem dreme of reflexiouns,Sx u Su S uSuS,Sx u Su S uSuS,maken@v1%pr_pl hem@pron%pl_obj dremen@v2%inf of@prep refleccioun@n%pl,maken@v1%pr_pl hem@pron%pl_obj dremen@v2%inf of@prep refleccioun@n%pl,
"Or ellys thus, as other sayn","Or ellis thus, as other sayne,°",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 23,,0,0,Or ellys thus as other sayn,Or ellis thus as other sayne,     ,     ,or@conj elles@adv thus@adv as@conj other@pron seien@v1%pr_pl,or@conj elles@adv thus@adv as@conj other@pron seien@v1%pr_pl,
For to gret feblenesse of her brayn,For° to greet feblenesse of braine,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 24,DIFF,10,0,For to gret feblenesse of her brayn,For to greet feblenesse of braine,u S u SuSu S u S,     ,for@prep to@adv2 gret@adj feblenesse@n of@prep here@pron%pl_gen brain@n,for@prep to@adv2 gret@adj feblenesse@n of@prep brain@n,green
By abstinence or by seknesse,"By abstinence,° or by seknesse",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 25,,0,0,By abstinence or by seknesse,By abstinence or by seknesse,    ,    ,bi@prep abstinence@n or@conj bi@prep siknesse@n,bi@prep abstinence@n or@conj bi@prep siknesse@n,
Prison-stewe or gret distresse,"Prison, stewe,° or greet distresse;",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 26,DIFF,0,0,Prisonstewe or gret distresse,Prison stewe or greet distresse,   ,    ,prisoun-steue@n or@conj gret@adj distresse@n,prisoun@n steue@n2 or@conj gret@adj distresse@n,green
Or ellys by dysordynaunce,Or elles by disordinaunce°,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 27,,0,0,Or ellys by dysordynaunce,Or elles by disordinaunce,   ,   ,or@conj elles@adv bi@prep disordinaunce@n,or@conj elles@adv bi@prep disordinaunce@n,
Of naturel acustumaunce,"Of naturel acustumaunce,°",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 28,,0,0,Of naturel acustumaunce,Of naturel acustumaunce,  ,  ,of@prep natural@adj accustomaunce@n,of@prep natural@adj accustomaunce@n,
That som man is to curious,That som man is to curious°,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 29,,0,0,That som man is to curious,That som man is to curious,     ,     ,that@conj som@gram_adj man@n ben@v%pr_3 to@adv2 curious@adj,that@conj som@gram_adj man@n ben@v%pr_3 to@adv2 curious@adj,
"In studye, or melancolyous","In studie, or melancolious",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 30,,0,9,In studye or melancolyous,In studie or melancolious,   ,S uS u SuSuS,in@prep studie@n or@conj malencolious@adj,in@prep studie@n or@conj malencolious@adj,
Or thus so inly ful of drede,"Or thus so inly ful of drede,°",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 31,,0,0,Or thus so inly ful of drede,Or thus so inly ful of drede,      ,      ,or@conj thus@adv so@adv inli@adv ful@adj of@prep drede@n,or@conj thus@adv so@adv inli@adv ful@adj of@prep drede@n,
That no man may hym bote bede;,That no man may him bote bede;°,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 32,,0,0,That no man may hym bote bede,That no man may him bote bede,      ,      ,that@conj no@gram_adj man@n mouen@v3%pr_3 him@pron%obj bote@n1 beden@v%inf,that@conj no@gram_adj man@n mouen@v3%pr_3 him@pron%obj bote@n1 beden@v%inf,
Or elles that devocion,"Or elles, that devocioun°",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 33,,0,0,Or elles that devocion,Or elles that devocioun,   ,   ,or@conj elles@adv that@conj devocioun@n,or@conj elles@adv that@conj devocioun@n,
"Of somme, and contemplacion","Of somme, and contemplacioun",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 34,,0,0,Of somme and contemplacion,Of somme and contemplacioun,   ,   ,of@prep som@pron and@conj contemplacioun@n,of@prep som@pron and@conj contemplacioun@n,
Causeth suche dremes ofte;,Causeth swiche dremes ofte;,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 35,DIFF,0,0,Causeth suche dremes ofte,Causeth swiche dremes ofte,   ,   ,causen@v1%pr_3 swich@gram_adj drem@n2%pl ofte@adv,causen@v1%pr_3 swich@gram_adj drem@n2%pl ofte@adv,green
Or that the cruel lyf unsofte,Or that the cruel lif unsofte,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 36,,0,0,Or that the cruel lyf unsofte,Or that the cruel lif unsofte,     ,     ,or@conj that@part the@def_art cruel@adj lif@n unsoft@adj,or@conj that@part the@def_art cruel@adj lif@n unsoft@adj,
Which these ilke lovers leden,Which these ilke lovers leden°,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 37,,0,0,Which these ilke lovers leden,Which these ilke lovers leden,    ,    ,which@pron these@gram_adj%pl ilke@pron_gram_adj lovere@n2%pl leden@v1%pr_pl,which@pron these@gram_adj%pl ilke@pron_gram_adj lovere@n2%pl leden@v1%pr_pl,
That hopen over-muche or dreden,That hopen over muche or dreden,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 38,DIFF,10,10,That hopen overmuche or dreden,That hopen over muche or dreden,u Su SuSu S uS,u Su Su Su S uS,that@pron hopen@v1%pr_pl overmuche@adv or@conj dreden@v%pr_pl,that@pron hopen@v1%pr_pl or@conj   dreden@v%pr_pl,
That purely her impressions,That purely hir impressiouns°,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 39,,9,9,That purely her impressions,That purely hir impressiouns,S uSu S uSuS,S uSu S uSuS,that@conj pureli@adv here@pron%pl_gen impressioun@n%pl,that@conj pureli@adv here@pron%pl_gen impressioun@n%pl,
Causeth hem avisions;,Causeth hem avisiouns;°,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 40,,0,0,Causeth hem avisions,Causeth hem avisiouns,  ,  ,causen@v1%pr_3 hem@pron%pl_obj avisioun@n%pl,causen@v1%pr_3 hem@pron%pl_obj avisioun@n%pl,
Or yf that spirites have the myght,Or if that spirites° have the might,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 41,,9,9,Or yf that spirites have the myght,Or if that spirites have the might,S u S uSu Sx u S,S u S uSu Sx u S,or@conj if@conj that@part spirit@n%pl haven@v%pr_pl the@def_art might@n,or@conj if@conj that@part spirit@n%pl haven@v%pr_pl the@def_art might@n,
To make folk to dreme a-nyght;,To make folk to dreme anight,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 42,,0,0,To make folk to dreme anyght,To make folk to dreme anight,     ,     ,to@part maken@v1%inf folk@n to@part dremen@v2%inf anightes@adv,to@part maken@v1%inf folk@n to@part dremen@v2%inf anightes@adv,
Or yf the soule of propre kynde,"Or if the soule, of propre kinde°",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 43,,0,0,Or yf the soule of propre kynde,Or if the soule of propre kinde,      ,      ,or@conj if@conj the@def_art soule@n of@prep propre@adj kinde@n,or@conj if@conj the@def_art soule@n of@prep propre@adj kinde@n,
"Be so parfit, as men fynde","Be so parfit,° as men finde",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 44,,0,0,Be so parfit as men fynde,Be so parfit as men finde,     ,     ,ben@v%pr_3 so@adv parfit@adj as@conj man@n%pl finden@v%pr_pl,ben@v%pr_3 so@adv parfit@adj as@conj man@n%pl finden@v%pr_pl,
That yt forwot that ys to come,That it forwot° that is to come,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 45,,0,0,That yt forwot that ys to come,That it forwot that is to come,      ,      ,that@conj hit@pron fore-witen@v%pt_3 that@pron ben@v%pr_3 to@part comen@v%inf,that@conj hit@pron fore-witen@v%pt_3 that@pron ben@v%pr_3 to@part comen@v%inf,
And that hyt warneth alle and some,And that hit warneth alle and somme,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 46,,0,0,And that hyt warneth alle and some,And that hit warneth alle and somme,      ,      ,and@conj that@conj hit@pron warnen@v1%pr_3 al@gram_adjas_n and@conj som@pron,and@conj that@conj hit@pron warnen@v1%pr_3 al@gram_adjas_n and@conj som@pron,
Of everych of her aventures,Of everiche of hir aventures°,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 47,,10,10,Of everych of her aventures,Of everiche of hir aventures,u SuS u S uSuS,u SuSx u S uSuS,of@prep everi@pron of@prep here@pron%pl_gen aventure@n%pl,of@prep everi@pron of@prep here@pron%pl_gen aventure@n%pl,
Be avisions or be figures,"Be avisiouns,° or by figures,°",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 48,,10,10,Be avisions or be figures,Be avisiouns or by figures,u SuSu S u SuS,u SuSu S u SuS,bi@prep avisioun@n%pl or@conj bi@prep figure@n%pl,bi@prep avisioun@n%pl or@conj bi@prep figure@n%pl,
But that oure flessh ne hath no myght,But that our flesh ne hath no might,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 49,,9,0,But that oure flessh ne hath no myght,But that our flesh ne hath no might,S u Su S u S u S,       ,but@conj that@part oure@pron%pl_gen flesh@n ne@adv haven@v%pr_3 no@gram_adj might@n,but@conj that@part oure@pron%pl_gen flesh@n ne@adv haven@v%pr_3 no@gram_adj might@n,
To understonde hyt aryght,To understonden it aright,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 50,DIFF,0,0,To understonde hyt aryght,To understonden it aright,   ,   ,to@part understonden@v%inf hit@pron a-right@adv,to@part  hit@pron a-right@adv,
For hyt is warned to derkly --,For it is warned to° derkly;°—,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 51,,0,0,For hyt is warned to derkly,For it is warned to derkly,     ,     ,for@conj hit@pron ben@v%pr_3 warnen@v1%ppl to@adv2 derkliche@adv --@dash,for@conj hit@pron ben@v%pr_3 warnen@v1%ppl to@adv2 derkliche@adv --@dash,
"But why the cause is, noght wot I.","But why the cause is, noght wot° I.",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 52,,0,0,But why the cause is noght wot I,But why the cause is noght wot I,       ,       ,but@conj whi@adv the@def_art cause@n ben@v%pr_3 nought@adv witen@v1%pr_1 ich@pron%nom,but@conj whi@adv the@def_art cause@n ben@v%pr_3 nought@adv witen@v1%pr_1 ich@pron%nom,
Wel worth of this thyng grete clerkys,"¶Wel worthe,° of this thing, grete clerkes",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 53,,0,0,Wel worth of this thyng grete clerkys,Wel worthe of this thing grete clerkes,      ,      ,wel@adj worthen@v%pr_3 of@prep this@gram_adj thing@n gret@adj clerk@n%pl,wel@adj worthen@v%pr_3 of@prep this@gram_adj thing@n gret@adj clerk@n%pl,
That trete of this and other werkes,That trete of° this and other werkes;,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 54,,10,10,That trete of this and other werkes,That trete of this and other werkes,u Su S u S uS uS,u Su S u S uS uS,that@pron treten@v%pr_pl of@prep this@pron and@conj other@gram_adj werk@n%pl,that@pron treten@v%pr_pl of@prep this@pron and@conj other@gram_adj werk@n%pl,
For I of noon opinion,For I of noon opinioun,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 55,,0,0,For I of noon opinion,For I of noon opinioun,    ,    ,for@conj ich@pron%nom of@prep non@gram_adj opinioun@n,for@conj ich@pron%nom of@prep non@gram_adj opinioun@n,
Nyl as now make mensyon,Nil° as now make mensioun,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 56,,0,0,Nyl as now make mensyon,Nil as now make mensioun,    ,    ,willen@v%pr_1_neg as@conj nou@adv maken@v1%inf mencioun@n,willen@v%pr_1_neg as@conj nou@adv maken@v1%inf mencioun@n,
But oonly that the holy roode,But only that the holy rode°,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 57,,0,0,But oonly that the holy roode,But only that the holy rode,     ,     ,but@conj onli@adv that@part the@def_art holi@adj2 rode@n5,but@conj onli@adv that@part the@def_art holi@adj2 rode@n5,
Turne us every drem to goode!,Turne° us every dreem to gode!,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 58,,9,9,Turne us every drem to goode,Turne us every dreem to gode,Su S uSu S u Sx,Su S uSu S u Sx,turnen@v%pr_3 us@pron%pl_obj everi@pron_gram_adj drem@n2 to@prep god@n2,turnen@v%pr_3 us@pron%pl_obj everi@pron_gram_adj drem@n2 to@prep god@n2,
For never sith that I was born,"¶For never, sith° that I was born",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 59,,0,0,For never sith that I was born,For never sith that I was born,      ,      ,for@conj never@adv sitthe@conj that@part ich@pron%nom ben@v%pt_1 beren@v1%ppl,for@conj never@adv sitthe@conj that@part ich@pron%nom ben@v%pt_1 beren@v1%ppl,
Ne no man elles me beforn,"Ne no man elles, me biforn",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 60,,0,0,Ne no man elles me beforn,Ne no man elles me biforn,     ,     ,ne@conj1 no@gram_adj man@n elles@adv me@pron2%obj biforen@prep,ne@conj1 no@gram_adj man@n elles@adv me@pron2%obj biforen@prep,
"Mette, I trowe stedfastly","Mette,° I trowe° stedfastly",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 61,,0,0,Mette I trowe stedfastly,Mette I trowe stedfastly,   ,   ,meten@v3%pt_3 ich@pron%nom trouen@v%pr_1 sted-fastli@adv,meten@v3%pt_3 ich@pron%nom trouen@v%pr_1 sted-fastli@adv,
So wonderful a drem as I,So wonderful a dreem as I,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 62,,0,0,So wonderful a drem as I,So wonderful a dreem as I,     ,     ,so@adv wonderful@adj a@indef_art drem@n2 as@conj ich@pron%nom,so@adv wonderful@adj a@indef_art drem@n2 as@conj ich@pron%nom,
The tenthe day now of Decembre,The tenthe day now of Decembre,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 63,,0,0,The tenthe day now of Decembre,The tenthe day now of Decembre,     ,     ,the@def_art tenthe@num_adj dai@n nou@adv of@prep decembre@n,the@def_art tenthe@num_adj dai@n nou@adv of@prep decembre@n,
"The which, as I kan now remembre","The which, as I can now remembre",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 64,,0,0,The which as I kan now remembre,The which as I can now remembre,      ,      ,the@def_art which@pron as@conj ich@pron%nom connen@v%pr_1 nou@adv remembren@v%inf,the@def_art which@pron as@conj ich@pron%nom connen@v%pr_1 nou@adv remembren@v%inf,
I wol yow tellen everydel.,I wol yow tellen every del.°,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 65,DIFF,9,9,I wol yow tellen everydel,I wol yow tellen every del,S u S uS uSuS,S u S uS uSu S,ich@pron%nom willen@v%pr_1 you@pron%pl_obj tellen@v%inf everi-del@n,ich@pron%nom willen@v%pr_1 you@pron%pl_obj tellen@v%inf everi@pron_gram_adj del@n2,green
"But at my gynnynge, trusteth wel","¶But at my ginning, trusteth wel",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 66,,9,0,But at my gynnynge trusteth wel,But at my ginning trusteth wel,S u S uSu Su S,     ,but@conj at@prep min@pron%gen ginninge@ger trusten@v%imp wel@adv,but@conj at@prep min@pron%gen ginninge@ger trusten@v%imp wel@adv,
I wol make invocacion,I wol make invocacioun,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 67,,9,9,I wol make invocacion,I wol make invocacioun,S u Su SuSuS,S u Su SuSuS,ich@pron%nom willen@v%pr_1 maken@v1%inf invocacioun@n,ich@pron%nom willen@v%pr_1 maken@v1%inf invocacioun@n,
With special devocion,With special devocioun,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 68,,0,0,With special devocion,With special devocioun,  ,  ,with@prep speciale@adj devocioun@n,with@prep speciale@adj devocioun@n,
Unto the god of slep anoon,Unto the god of slepe anoon,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 69,,0,0,Unto the god of slep anoon,Unto the god of slepe anoon,     ,     ,unto@prep the@def_art god@n1 of@prep slep@n an-on@adv,unto@prep the@def_art god@n1 of@prep slep@n an-on@adv,
