OG_RIV_TEXT,OG_OXFORD_TEXT,RIVERSIDE_FILENAME,OXFORD_FILENAME,OUTPUT_FILENAME,LINE_NUMBER,MATCH,RIVERSIDE_SYLLABLES,OXFORD_SYLLABLES,RIVERSIDE_TEXT,OXFORD_TEXT,RIVERSIDE_SCANSION,OXFORD_SCANSION,RIVERSIDE_TAGGING,OXFORD_TAGGING,FLAG_COLOR
Or if men asked hym what sholde bifalle,Or if men axed him what shold bifalle,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3197,DIFF,10,10,Or if men asked hym what sholde bifalle,Or if men axed him what shold bifalle,u S u Su S u Sx uSx,u S u Su S u S uSx,or@conj if@conj man@n%pl  him@pron%obj what@pron shulen@v1%pt_3 bifallen@v%inf,or@conj if@conj man@n%pl  him@pron%obj what@pron shulen@v1%pt_3 bifallen@v%inf,
Of every thyng; I may nat rekene hem alle.,"Of every thing, I may nat rekene hem alle.",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3198,,10,10,Of every thyng I may nat rekene hem alle,Of every thing I may nat rekene hem alle,u Sxu S u S u Sxx u Sx,u Sxu S u S u Sxx u Sx,of@prep everi@pron_gram_adj thing@n ich@pron%nom mouen@v3%pr_1 not@adv rekenen@v%inf hem@pron%pl_obj al@gram_adj,of@prep everi@pron_gram_adj thing@n ich@pron%nom mouen@v3%pr_1 not@adv rekenen@v%inf hem@pron%pl_obj al@gram_adj,green
This clerk was cleped hende Nicholas.,¶This clerk was cleped° hende° Nicholas;,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3199,,10,10,This clerk was cleped hende Nicholas,This clerk was cleped hende Nicholas,u S u Su Su SuS,u S u Su Su SuS,this@gram_adj clerk@n ben@v%pt_3 clepen@v%ppl hende@adj nicholas@n1#propn,this@gram_adj clerk@n ben@v%pt_3 clepen@v%ppl hende@adj nicholas@n1#propn,green
Of deerne love he koude and of solas;,Of derne° love he coude and of° solas;°,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3200,,10,10,Of deerne love he koude and of solas,Of derne love he coude and of solas,u Su Sx u Sx u S uS,u Su Sx u Sx u S uS,of@prep derne@adj love@n1 he@pron1%nom connen@v%pt_3 and@conj of@prep solas@n,of@prep derne@adj love@n1 he@pron1%nom connen@v%pt_3 and@conj of@prep solas@n,green
And therto he was sleigh and ful privee,"And therto he was sleigh° and ful privee,°",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3201,,10,10,And therto he was sleigh and ful privee,And therto he was sleigh and ful privee,u Su S u S u S uS,u Su S u S u S uS,and@conj ther-to@adv he@pron1%nom ben@v%pt_3 sleigh@adj and@conj ful@adv prive@adj1,and@conj ther-to@adv he@pron1%nom ben@v%pt_3 sleigh@adj and@conj ful@adv prive@adj1,green
And lyk a mayden meke for to see.,And lik a maiden meke for to see.,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3202,,10,10,And lyk a mayden meke for to see,And lik a maiden meke for to see,u S u Su Su S u S,u S u Su Su S u S,and@conj like@prep a@indef_art maiden@n mek@adj for@prep#adv to@part sen@v1%inf,and@conj like@prep a@indef_art maiden@n mek@adj for@prep#adv to@part sen@v1%inf,green
A chambre hadde he in that hostelrye,A chambre hadde he in that hostelrie°,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3203,,0,10,A chambre hadde he in that hostelrye,A chambre hadde he in that hostelrie,      ,u Su Sx u S u SuS,a@indef_art chaumbre@n haven@v%pt_3 he@pron1%nom in@prep that@art&gram_adj hostelrie@n,a@indef_art chaumbre@n haven@v%pt_3 he@pron1%nom in@prep that@art&gram_adj hostelrie@n,green
"Allone, withouten any compaignye","Allone, withouten any compaignie",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3204,,0,10,Allone withouten any compaignye,Allone withouten any compaignie,   ,uSx uSu Su SuS,al-one@adj withouten@prep ani@gram_adj compaignie@n,al-one@adj withouten@prep ani@gram_adj compaignie@n,green
Ful fetisly ydight with herbes swoote;,Ful fetisly ydight° with herbes swote;°,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3205,,10,10,Ful fetisly ydight with herbes swoote,Ful fetisly ydight with herbes swote,u SuS uS u Su Sx,u SuS uS u Su Sx,ful@adv fetisli@adv dighten@v%ppl with@prep herbe@n%pl sote@adj,ful@adv fetisli@adv dighten@v%ppl with@prep herbe@n%pl sote@adj,green
And he hymself as sweete as is the roote,And he himself as swete as is the rote°,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3206,,10,10,And he hymself as sweete as is the roote,And he himself as swete as is the rote,u S uS u Sx u S u Sx,u S uS u Sx u S u Sx,and@conj he@pron1%nom him-self@pron as@conj swete@adj as@conj ben@v%pr_3 the@def_art rote@n4,and@conj he@pron1%nom him-self@pron as@conj swete@adj as@conj ben@v%pr_3 the@def_art rote@n4,green
Of lycorys or any cetewale.,"Of licoris,° or any cetewale.°",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3207,,10,10,Of lycorys or any cetewale,Of licoris or any cetewale,u SuS u Su SuSx,u SuS u Su SuSx,of@prep licoris@n or@conj ani@gram_adj setewale@n,of@prep licoris@n or@conj ani@gram_adj setewale@n,green
"His Almageste, and bookes grete and smale",His Almageste° and bookes grete and smale,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3208,,10,10,His Almageste and bookes grete and smale,His Almageste and bookes grete and smale,u SuSx u Su Sx u Sx,u SuSx u Su Sx u Sx,his@pron1%gen almageste@n#propn and@conj bok@n1%pl gret@adj and@conj smal@adj,his@pron1%gen almageste@n#propn and@conj bok@n1%pl gret@adj and@conj smal@adj,green
"His astrelabie, longynge for his art","His astrelabie,° longinge for° his art",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3209,,10,10,His astrelabie longynge for his art,His astrelabie longinge for his art,u SuSu Sux S u S,u SuSu Sux S u S,his@pron1%gen astrelabie@n longen@v3%prp_abs for@prep his@pron1%gen art@n1,his@pron1%gen astrelabie@n longen@v3%prp_abs for@prep his@pron1%gen art@n1,green
His augrym stones layen faire apart,His augrimstones° layen faire apart,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3210,DIFF,10,10,His augrym stones layen faire apart,His augrimstones layen faire apart,u Su Su Su Sx uS,u SuSu Su Sx uS,his@pron1%gen  lien@v1%pt_pl faire@adv apart@adv,his@pron1%gen  lien@v1%pt_pl faire@adv apart@adv,
On shelves couched at his beddes heed;,On shelves couched° at his beddes heed:,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3211,,10,10,On shelves couched at his beddes heed,On shelves couched at his beddes heed,u Su Su S u Su S,u Su Su S u Su S,on@prep shelfe@n%pl couchen@v%ppl_abs at@prep his@pron1%gen bed@n1%gen hed@n1,on@prep shelfe@n%pl couchen@v%ppl_abs at@prep his@pron1%gen bed@n1%gen hed@n1,green
His presse ycovered with a faldyng reed;,His presse° ycovered with a falding° reed.,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3212,,10,10,His presse ycovered with a faldyng reed,His presse ycovered with a falding reed,u Sx uSux S u Su S,u Sx uSux S u Su S,his@pron1%gen presse@n coveren@v1%ppl_abs with@prep a@indef_art falding@n red@adj,his@pron1%gen presse@n coveren@v1%ppl_abs with@prep a@indef_art falding@n red@adj,green
And al above ther lay a gay sautrie,"And al above° ther lay a gay sautrie,°",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3213,,10,10,And al above ther lay a gay sautrie,And al above ther lay a gay sautrie,u S uSx u S u S uS,u S uSx u S u S uS,and@conj al@adv aboven@adv ther@adv lien@v1%pt_3 a@indef_art gai@adj sautrie@n,and@conj al@adv aboven@adv ther@adv lien@v1%pt_3 a@indef_art gai@adj sautrie@n,green
On which he made a-nyghtes melodie,On which he made a nightes° melodie,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3214,DIFF,10,10,On which he made anyghtes melodie,On which he made a nightes melodie,u S u Sx uSu SuS,u S u Sx u Su SuS,on@prep which@pron he@pron1%nom maken@v1%pt_3  anightes@adv melodie@n,on@prep which@pron he@pron1%nom maken@v1%pt_3  anightes@adv melodie@n,
So swetely that all the chambre rong;,"So swetely, that al the chambre rong;",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3215,,10,10,So swetely that all the chambre rong,So swetely that al the chambre rong,u SuS u S u Su S,u SuS u S u Su S,so@adv sweteli@adv that@conj al@gram_adj the@def_art chaumbre@n ringen@v2%pt_3,so@adv sweteli@adv that@conj al@gram_adj the@def_art chaumbre@n ringen@v2%pt_3,green
And Angelus ad virginem he song;,And Angelus ad virginem° he song;,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3216,,10,10,And Angelus ad virginem he song,And Angelus ad virginem he song,u SuS u SuS u S,u SuS u SuS u S,and@conj angelus@lat_n ad@lat_prep virginem@lat_n he@pron1%nom singen@v%pt_3,and@conj angelus@lat_n ad@lat_prep virginem@lat_n he@pron1%nom singen@v%pt_3,green
And after that he song the Kynges Noote.,And after that he song the kinges note;°,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3217,,10,10,And after that he song the Kynges Noote,And after that he song the kinges note,u Su S u S u Su Sx,u Su S u S u Su Sx,and@conj after@prep that@pron he@pron1%nom singen@v%pt_3 the@def_art king@n%gen note@n3,and@conj after@prep that@pron he@pron1%nom singen@v%pt_3 the@def_art king@n%gen note@n3,green
Ful often blessed was his myrie throte.,Ful often blessed° was his mury throte.,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3218,,10,10,Ful often blessed was his myrie throte,Ful often blessed was his mury throte,u Su Su S u Su Sx,u Su Su S u Su Sx,ful@adv often@adv blessen@v%ppl ben@v%pt_3 his@pron1%gen mirie@adj throte@n,ful@adv often@adv blessen@v%ppl ben@v%pt_3 his@pron1%gen mirie@adj throte@n,green
And thus this sweete clerk his tyme spente,And thus this swete° clerk his time spente,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3219,,10,10,And thus this sweete clerk his tyme spente,And thus this swete clerk his time spente,u S u Su S u Su Sx,u S u Su S u Su Sx,and@conj thus@adv this@gram_adj swete@adj clerk@n his@pron1%gen time@n spenden@v%pt_3,and@conj thus@adv this@gram_adj swete@adj clerk@n his@pron1%gen time@n spenden@v%pt_3,green
After his freendes fyndyng and his rente.,After° his freendes finding° and his rente.°,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3220,,10,10,After his freendes fyndyng and his rente,After his freendes finding and his rente,uS u Su Su S u Sx,uS u Su Su S u Sx,after@prep his@pron1%gen frend@n%gen finding@ger and@conj his@pron1%gen rente@n,after@prep his@pron1%gen frend@n%gen finding@ger and@conj his@pron1%gen rente@n,green
This carpenter hadde wedded newe a wyf,¶This carpenter had wedded newe a wif,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3221,,10,10,This carpenter hadde wedded newe a wyf,This carpenter had wedded newe a wif,u SuS ux Su Sx u S,u SuS u Su Sx u S,this@gram_adj carpenter@n haven@v%pt_3 wedden@v%ppl neue@adv a@indef_art wif@n,this@gram_adj carpenter@n haven@v%pt_3 wedden@v%ppl neue@adv a@indef_art wif@n,green
Which that he lovede moore than his lyf;,Which that he loved more than his lif;,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3222,,10,10,Which that he lovede moore than his lyf,Which that he loved more than his lif,u S u Sux Su S u S,u S u Su Su S u S,which@pron that@pron he@pron1%nom loven@v1%pt_3 more@adv%comp than@conj his@pron1%gen lif@n,which@pron that@pron he@pron1%nom loven@v1%pt_3 more@adv%comp than@conj his@pron1%gen lif@n,green
Of eighteteene yeer she was of age.,Of eightetene yeer she was of age.,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3223,,10,10,Of eighteteene yeer she was of age,Of eightetene yeer she was of age,u SuSu S u S u Sx,u SuSu S u S u Sx,of@prep eighte-tene@num_adj yer@n she@pron%nom ben@v%pt_3 of@prep age@n,of@prep eighte-tene@num_adj yer@n she@pron%nom ben@v%pt_3 of@prep age@n,green
"Jalous he was, and heeld hire narwe in cage","Jalous he was, and heeld hir narwe in cage,°",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3224,,10,10,Jalous he was and heeld hire narwe in cage,Jalous he was and heeld hir narwe in cage,uS u S u S ux Sx u Sx,uS u S u S u Sx u Sx,jelous@adj he@pron1%nom ben@v%pt_3 and@conj holden@v1%pt_3 hire@pron2%fem_obj narwe@adv in@prep cage@n,jelous@adj he@pron1%nom ben@v%pt_3 and@conj holden@v1%pt_3 hire@pron2%fem_obj narwe@adv in@prep cage@n,green
"For she was wylde and yong, and he was old","For she was wilde and yong, and he was old",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3225,,10,10,For she was wylde and yong and he was old,For she was wilde and yong and he was old,u S u Sx u S u S u S,u S u Sx u S u S u S,for@conj she@pron%nom ben@v%pt_3 wilde@adj and@conj yong@adj and@conj he@pron1%nom ben@v%pt_3 olde@adj,for@conj she@pron%nom ben@v%pt_3 wilde@adj and@conj yong@adj and@conj he@pron1%nom ben@v%pt_3 olde@adj,green
And demed hymself been lik a cokewold.,And demed° himself ben lik° a cokewold.°,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3226,,10,10,And demed hymself been lik a cokewold,And demed himself ben lik a cokewold,u Sx uS u S u SuS,u Sx uS u S u SuS,and@conj demen@v%pt_3 him-self@pron ben@v%inf like@prep a@indef_art cokewold@n,and@conj demen@v%pt_3 him-self@pron ben@v%inf like@prep a@indef_art cokewold@n,green
"He knew nat Catoun, for his wit was rude","He knew nat Catoun, for his wit was rude,°",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3227,,10,10,He knew nat Catoun for his wit was rude,He knew nat Catoun for his wit was rude,u S u Su S u S u Sx,u S u Su S u S u Sx,he@pron1%nom knouen@v%pt_3 not@adv catoun@n1#propn for@conj his@pron1%gen wit@n ben@v%pt_3 rude@adj,he@pron1%nom knouen@v%pt_3 not@adv catoun@n1#propn for@conj his@pron1%gen wit@n ben@v%pt_3 rude@adj,green
That bad man sholde wedde his simylitude.,That bad° man shold wedde his similitude.°,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3228,,10,10,That bad man sholde wedde his simylitude,That bad man shold wedde his similitude,u S u Sx ux S uSuSx,u S u S ux S uSuSx,that@pron bidden@v%pt_3 man@n shulen@v1%pt_3 wedden@v%inf his@pron1%gen similitude@n,that@pron bidden@v%pt_3 man@n shulen@v1%pt_3 wedden@v%inf his@pron1%gen similitude@n,green
Men sholde wedden after hire estaat,"Men sholde wedden after° hir estaat,°",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3229,,10,10,Men sholde wedden after hire estaat,Men sholde wedden after hir estaat,u Su Su Su Sx uS,u Su Su Su S uS,man@n%pl shulen@v1%pt_pl wedden@v%inf after@prep here@pron%pl_gen estat@n,man@n%pl shulen@v1%pt_pl wedden@v%inf after@prep here@pron%pl_gen estat@n,green
For youthe and elde is often at debaat.,For youthe and elde° is often at debaat.,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3230,,10,10,For youthe and elde is often at debaat,For youthe and elde is often at debaat,u Sx u Sx u Su S uS,u Sx u Sx u Su S uS,for@conj youth@n and@conj elde@n ben@v%pr_3 often@adv at@prep debat@n,for@conj youth@n and@conj elde@n ben@v%pr_3 often@adv at@prep debat@n,green
But sith that he was fallen in the snare,But sith° that he was fallen in the snare,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3231,,10,10,But sith that he was fallen in the snare,But sith that he was fallen in the snare,u S u S u Su S u Sx,u S u S u Su S u Sx,but@conj sitthe@conj that@part he@pron1%nom ben@v%pt_3 fallen@v%ppl in@prep the@def_art snare@n,but@conj sitthe@conj that@part he@pron1%nom ben@v%pt_3 fallen@v%ppl in@prep the@def_art snare@n,green
"He moste endure, as oother folk, his care.","He moste endure, as other folk, his care.°",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3232,,10,10,He moste endure as oother folk his care,He moste endure as other folk his care,u Sx uSx u Su S u Sx,u Sx uSx u Su S u Sx,he@pron1%nom moten@v2%pt_3 enduren@v%inf as@conj other@gram_adj folk@n his@pron1%gen care@n1,he@pron1%nom moten@v2%pt_3 enduren@v%inf as@conj other@gram_adj folk@n his@pron1%gen care@n1,green
"Fair was this yonge wyf, and therwithal","¶Fair was this yonge wif, and therwithal",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3233,,10,10,Fair was this yonge wyf and therwithal,Fair was this yonge wif and therwithal,u S u Su S u SuS,u S u Su S u SuS,fair@adj ben@v%pt_3 this@gram_adj yong@adj wif@n and@conj ther-withal@adv,fair@adj ben@v%pt_3 this@gram_adj yong@adj wif@n and@conj ther-withal@adv,green
As any wezele hir body gent and smal.,As any wesele° hir body gent° and smal.°,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3234,,0,10,As any wezele hir body gent and smal,As any wesele hir body gent and smal,       ,u Su xSx u Su S u S,as@conj ani@gram_adj wesel@n hire@pron1%fem_gen bodi@n gent@adj and@conj smal@adj,as@conj ani@gram_adj wesel@n hire@pron1%fem_gen bodi@n gent@adj and@conj smal@adj,green
"A ceynt she werede, barred al of silk",A ceint° she wered barred° al of silk,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3235,,10,10,A ceynt she werede barred al of silk,A ceint she wered barred al of silk,u S x uSu Su S u S,u S u Su Su S u S,a@indef_art ceint@n she@pron%nom weren@v2%pt_3 barren@v%ppl_abs al@adv of@prep silke@n,a@indef_art ceint@n she@pron%nom weren@v2%pt_3 barren@v%ppl_abs al@adv of@prep silke@n,green
A barmclooth as whit as morne milk,A barmclooth° eek as whit as morne milk,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3236,DIFF,9,10,A barmclooth as whit as morne milk,A barmclooth eek as whit as morne milk,S uS u S u Su S,u Su S u S u Su S,a@indef_art barmcloth@n ek@adv as@conj whit@adj as@conj morn@n#adj milk@n,a@indef_art barmcloth@n ek@adv as@conj whit@adj as@conj morn@n#adj milk@n,green
"Upon hir lendes, ful of many a goore.","Upon hir lendes,° ful of many a gore.°",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3237,,10,10,Upon hir lendes ful of many a goore,Upon hir lendes ful of many a gore,uS u Su S u Sx u Sx,uS u Su S u Sx u Sx,upon@prep hire@pron1%fem_gen lende@n%pl ful@adj of@prep mani@gram_adj a@indef_art gore@n2,upon@prep hire@pron1%fem_gen lende@n%pl ful@adj of@prep mani@gram_adj a@indef_art gore@n2,green
"Whit was hir smok, and broyden al bifoore","Whit was hir smok,° and broiden° al bifore",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3238,,10,10,Whit was hir smok and broyden al bifoore,Whit was hir smok and broiden al bifore,u S u S u Su S uSx,u S u S u Su S uSx,whit@adj ben@v%pt_3 hire@pron1%fem_gen smok@n and@conj breiden@v1%ppl_abs al@adv biforen@adv,whit@adj ben@v%pt_3 hire@pron1%fem_gen smok@n and@conj breiden@v1%ppl_abs al@adv biforen@adv,green
"And eek bihynde, on hir coler aboute","And eek bihinde, on hir coler° aboute",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3239,,10,10,And eek bihynde on hir coler aboute,And eek bihinde on hir coler aboute,u S uSx u S uS uSx,u S uSx u S uS uSx,and@conj ek@adv bihinden@adv&adj on@prep hire@pron1%fem_gen coler@n abouten@adv,and@conj ek@adv bihinden@adv&adj on@prep hire@pron1%fem_gen coler@n abouten@adv,green
"Of col-blak silk, withinne and eek withoute.","Of col-blak silk, withinne and eek withoute.°",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3240,,10,10,Of colblak silk withinne and eek withoute,Of colblak silk withinne and eek withoute,u Su S uSx u S uSx,u Su S uSx u S uSx,of@prep col-blak@adj silke@n with-inne@adv and@conj ek@adv withouten@adv,of@prep col-blak@adj silke@n with-inne@adv and@conj ek@adv withouten@adv,green
