OG_RIV_TEXT,OG_OXFORD_TEXT,RIVERSIDE_FILENAME,OXFORD_FILENAME,OUTPUT_FILENAME,LINE_NUMBER,MATCH,RIVERSIDE_SYLLABLES,OXFORD_SYLLABLES,RIVERSIDE_TEXT,OXFORD_TEXT,RIVERSIDE_SCANSION,OXFORD_SCANSION,RIVERSIDE_TAGGING,OXFORD_TAGGING,FLAG_COLOR
And him to honouren dide al her entente.,And him to honouren dide al hir entente;,data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 28,,10,10,And him to honouren dide al her entente,And him to honouren dide al hir entente,u S u Sux Sx u S uSx,u S u Sux Sx u S uSx,and@conj him@pron%obj to@part honouren@v%inf don@v1%pt_pl al@gram_adj hire@pron1%fem_gen entente@n,and@conj him@pron%obj to@part honouren@v%inf don@v1%pt_pl al@gram_adj hire@pron1%fem_gen entente@n,
"Beforn this duk, in signe of victorie","Beforn this duk, in signe of victorie",data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 29,,10,10,Beforn this duk in signe of victorie,Beforn this duk in signe of victorie,uS u S u Sx u SuS,uS u S u Sx u SuS,biforen@prep this@gram_adj duk@n in@prep signe@n of@prep victorie@n,biforen@prep this@gram_adj duk@n in@prep signe@n of@prep victorie@n,
"The trompes come, and in his baner large","The trompes come, and in° his baner large",data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 30,,10,10,The trompes come and in his baner large,The trompes come and in his baner large,u Su Su S u S ux Sx,u Su Su S u S ux Sx,the@def_art trompe@n%pl comen@v%pr_pl and@conj in@prep his@pron1%gen banere@n large@adj,the@def_art trompe@n%pl comen@v%pr_pl and@conj in@prep his@pron1%gen banere@n large@adj,
"The ymage of Mars, and in tokenyng of glorie","The image of Mars; and, in token of glorie",data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 31,DIFF,0,0,The ymage of Mars and in tokenyng of glorie,The image of Mars and in token of glorie,        ,        ,the@def_art image@n of@prep mars@n#propn and@conj in@prep tokninge@ger of@prep glorie@n,the@def_art image@n of@prep mars@n#propn and@conj in@prep tokene@n of@prep glorie@n,green
Men myghte sen of tresour many a charge,"Men mighten seen of tresor many a charge,°",data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 32,DIFF,9,10,Men myghte sen of tresour many a charge,Men mighten seen of tresor many a charge,S u S u Su S u Sx,u Su S u Su S u Sx,man@n%pl mouen@v3%pt_pl sen@v1%inf of@prep tresour@n mani@gram_adj a@indef_art charge@n,man@n%pl mouen@v3%pt_pl sen@v1%inf of@prep tresour@n mani@gram_adj a@indef_art charge@n,green
"Many a bright helm, and many a spere and targe","Many a bright helm, and many a spere and targe,°",data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 33,,10,10,Many a bright helm and many a spere and targe,Many a bright helm and many a spere and targe,u S u S u S u Sx u Sx,u S u S u S u Sx u Sx,mani@gram_adj a@indef_art bright@adj helm@n and@conj mani@gram_adj a@indef_art spere@n1 and@conj targe@n1,mani@gram_adj a@indef_art bright@adj helm@n and@conj mani@gram_adj a@indef_art spere@n1 and@conj targe@n1,
"Many a fresh knyght, and many a blysful route","Many a fresshe knight, and blisful° route,°",data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 34,DIFF,0,9,Many a fresh knyght and many a blysful route,Many a fresshe knight and blisful route,        ,S u Su S u Su Sx,mani@gram_adj a@indef_art fresh@adj knight@n and@conj mani@gram_adj a@indef_art blisful@adj route@n1,mani@gram_adj a@indef_art fresh@adj knight@n and@conj blisful@adj route@n1,green
"On hors, on fote, in al the feld aboute.","On hors, on fote, in al the felde aboute.",data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 35,,10,10,On hors on fote in al the feld aboute,On hors on fote in al the felde aboute,u S u Sx u S u S uSx,u S u Sx u S u Sx uSx,on@prep hors@n on@prep fot@n in@prep al@gram_adj the@def_art feld@n abouten@advas_adj,on@prep hors@n on@prep fot@n in@prep al@gram_adj the@def_art feld@n abouten@advas_adj,
"Ipolita his wif, the hardy quene","Ipolita° his wif, the hardy° quene",data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 36,,9,9,Ipolita his wif the hardy quene,Ipolita his wif the hardy quene,SuSu S u S u Sx,SuSu S u S u Sx,ipolita@n#propn his@pron1%gen wif@n the@def_art hardi@adj quene@n2,ipolita@n#propn his@pron1%gen wif@n the@def_art hardi@adj quene@n2,
"Of Cithia, that he conquered hadde","Of Cithia, that he conquered hadde",data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 37,,10,10,Of Cithia that he conquered hadde,Of Cithia that he conquered hadde,u SuS u S uSu Sx,u SuS u S uSu Sx,of@prep scithia@n#propn that@pron he@pron1%nom conqueren@v%ppl haven@v%pt_3,of@prep scithia@n#propn that@pron he@pron1%nom conqueren@v%ppl haven@v%pt_3,
With Emelye her yonge suster shene,"With Emelie, hir yonge suster shene,°",data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 38,,9,10,With Emelye her yonge suster shene,With Emelie hir yonge suster shene,S uSu S ux Su Sx,u SuS u Su Su Sx,with@prep emelie@n#propn hire@pron1%fem_gen yong@adj suster@n shene@adj,with@prep emelie@n#propn hire@pron1%fem_gen yong@adj suster@n shene@adj,
Faire in a char of gold he with him ladde,Faire in a char° of golde he with him ladde,data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 39,,10,10,Faire in a char of gold he with him ladde,Faire in a char of golde he with him ladde,ux S u S u S u S u Sx,ux S u S u Sx u S u Sx,faire@adv in@prep a@indef_art char@n2 of@prep gold@n he@pron1%nom with@prep him@pron%obj leden@v1%pt_3,faire@adv in@prep a@indef_art char@n2 of@prep gold@n he@pron1%nom with@prep him@pron%obj leden@v1%pt_3,
That al the ground about her char she spradde,That al the ground aboute hir char she spradde,data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 40,,10,10,That al the ground about her char she spradde,That al the ground aboute hir char she spradde,u S u S uS u S u Sx,u S u S uSu S u x Sx,that@conj al@gram_adj the@def_art ground@n abouten@prep hire@pron1%fem_gen char@n2 she@pron%nom spreden@v%pt_3,that@conj al@gram_adj the@def_art ground@n abouten@prep hire@pron1%fem_gen char@n2 she@pron%nom spreden@v%pt_3,
With brightnesse of the beaute in her face,With brightnesse of the beautee in hir face,data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 41,,10,10,With brightnesse of the beaute in her face,With brightnesse of the beautee in hir face,u Sux S u Su S u Sx,u Sux S u Su S u Sx,with@prep brightnesse@n of@prep the@def_art beaute@n in@prep hire@pron1%fem_gen face@n,with@prep brightnesse@n of@prep the@def_art beaute@n in@prep hire@pron1%fem_gen face@n,
Fulfilled of largesse and of alle grace.,Fulfild of largesse° and of alle grace.,data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 42,,10,10,Fulfilled of largesse and of alle grace,Fulfild of largesse and of alle grace,uSu S uSx u S ux Sx,uS u Sux S u Su Sx,ful-fillen@v%ppl_abs of@prep largesse@n and@conj of@prep al@gram_adj grace@n,ful-fillen@v%ppl_abs of@prep largesse@n and@conj of@prep al@gram_adj grace@n,
With his tryumphe and laurer-corouned thus,With his triumphe and laurer-crouned thus,data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 43,,10,10,With his tryumphe and laurercorouned thus,With his triumphe and laurercrouned thus,u S ux S uSuSu S,u S uSu S uSux S,with@prep his@pron1%gen triumph@n and@conj laurer-crowned@adj thus@adv,with@prep his@pron1%gen triumph@n and@conj laurer-crowned@adj thus@adv,
In al the flour of Fortunes yevynge,"In al the floure of fortunes yevinge,°",data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 44,,9,10,In al the flour of Fortunes yevynge,In al the floure of fortunes yevinge,S u S u S uSu Sx,u S u Su S uSu xSx,in@prep al@gram_adj the@def_art flour@n1 of@prep fortune@n#propn%gen yevinge@ger,in@prep al@gram_adj the@def_art flour@n1 of@prep fortune@n#propn%gen yevinge@ger,
Let I this noble prince Theseus,Lete I° this noble prince Theseus,data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 45,,10,10,Let I this noble prince Theseus,Lete I this noble prince Theseus,u S u Su Su SuS,ux S u Su Su SuS,leten@v%pr_1 ich@pron%nom this@gram_adj noble@adj prince@n theseus@n2#propn,leten@v%pr_1 ich@pron%nom this@gram_adj noble@adj prince@n theseus@n2#propn,
Toward Athenes in his wey rydinge,Toward Athenes in his wey ridinge,data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 46,,9,10,Toward Athenes in his wey rydinge,Toward Athenes in his wey ridinge,Su SuS u S u Sx,uS uSu S u S uSx,towarde@prep athenes@n#propn in@prep his@pron1%gen wei@n riden@v%prp_abs,towarde@prep athenes@n#propn in@prep his@pron1%gen wei@n riden@v%prp_abs,
And founde I wol in shortly for to bringe,And founde I° wol in shortly for to bringe,data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 47,,10,10,And founde I wol in shortly for to bringe,And founde I wol in shortly for to bringe,u Su S u S u S u Sx,u Su S u S u S u Sx,and@conj founden@v1%inf ich@pron%nom willen@v%pr_1 in@adv shortli@adv for@prep#adv to@part bringen@v%inf,and@conj founden@v1%inf ich@pron%nom willen@v%pr_1 in@adv shortli@adv for@prep#adv to@part bringen@v%inf,
The slye wey of that I gan to write,The slye wey° of that° I gan to write,data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 48,,9,9,The slye wey of that I gan to write,The slye wey of that I gan to write,S u S u S u S u Sx,S u S u S u S u Sx,the@def_art sleigh@adj wei@n of@prep that@pron ich@pron%nom ginnen@v%pt_1 to@part writen@v%inf,the@def_art sleigh@adj wei@n of@prep that@pron ich@pron%nom ginnen@v%pt_1 to@part writen@v%inf,
Of quene Anelida and fals Arcite.,Of quene Anelida and fals Arcite.,data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 49,,10,10,Of quene Anelida and fals Arcite,Of quene Anelida and fals Arcite,u Su SuSx u S uSx,u Su SuSx u S uSx,of@prep quene@n2 anelida@n#propn and@conj fals@adj arcite@n2#propn,of@prep quene@n2 anelida@n#propn and@conj fals@adj arcite@n2#propn,
"Mars, which that through his furious cours of ire","Mars, which through his furious course of ire,°",data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 50,DIFF,0,10,Mars which that through his furious cours of ire,Mars which through his furious course of ire,        ,u S u S uSu Sx u Sx,mars@n#propn which@pron that@pron thurgh@prep his@pron1%gen furious@adj cours@n of@prep ire@n,mars@n#propn which@pron thurgh@prep his@pron1%gen furious@adj cours@n of@prep ire@n,green
The olde wrathe of Juno to fulfille,"The olde wrath of Juno to fulfille,°",data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 51,,10,10,The olde wrathe of Juno to fulfille,The olde wrath of Juno to fulfille,u Su Sx u Su S uSx,u Su S u Su S uSx,the@def_art olde@adj wrath@n of@prep juno@n#propn to@part ful-fillen@v%inf,the@def_art olde@adj wrath@n of@prep juno@n#propn to@part ful-fillen@v%inf,
Hath set the peples hertes bothe on fire,Hath set the peples hertes bothe on fire,data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 52,,10,10,Hath set the peples hertes bothe on fire,Hath set the peples hertes bothe on fire,u S u Su Su Sx u Sx,u S u Su Su Sx u Sx,haven@v%pr_3 setten@v%ppl the@def_art peple@n%gen herte@n%pl bothe@num_conj on@prep fir@n,haven@v%pr_3 setten@v%ppl the@def_art peple@n%gen herte@n%pl bothe@num_conj on@prep fir@n,
"Of Thebes and Grece, everich other to kille","Of Thebes and Grece, everich° other to kille",data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 53,,10,10,Of Thebes and Grece everich other to kille,Of Thebes and Grece everich other to kille,u Su S ux Sxu S u Sx,u Su S ux Sxu S u Sx,of@prep thebes@n#propn and@conj grece@n#propn everi@pron_gram_adj other@pron to@part killen@v%inf,of@prep thebes@n#propn and@conj grece@n#propn everi@pron_gram_adj other@pron to@part killen@v%inf,
"With blody speres, ne rested never stille","With blody speres, ne rested never stille",data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 54,,10,10,With blody speres ne rested never stille,With blody speres ne rested never stille,u S uS u Su Su Sx,u S uS u Su Su Sx,with@prep blodi@adj spere@n1%pl ne@conj1 resten@v1%pt_3 never@adv stille@adv,with@prep blodi@adj spere@n1%pl ne@conj1 resten@v1%pt_3 never@adv stille@adv,
