source_file,exception_count,rule,headword,word,tag,line_number,filename,context,text_type
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,ek,eek,adv,The Shipman's Tale 86,data/riverside_cats/ShipT_riv.cat,And eek he nolde that no man sholde hym lette,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,thus,thus,adv,The Shipman's Tale 88,data/riverside_cats/ShipT_riv.cat,And thus he sit til it was passed pryme,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,also,also,adv,The Shipman's Tale 89,data/riverside_cats/ShipT_riv.cat,Daun John was rysen in the morwe also,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,from,fro,adv,The Shipman's Tale 90,data/riverside_cats/ShipT_riv.cat,And in the gardyn walketh to and fro,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,so,so,adv,The Shipman's Tale 99,data/riverside_cats/ShipT_riv.cat,What eyleth yow so rathe for to ryse,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,inough,ynough,adv,The Shipman's Tale 100,data/riverside_cats/ShipT_riv.cat,Nece quod he it oghte ynough suffise,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,al,al,adv,The Shipman's Tale 105,data/riverside_cats/ShipT_riv.cat,Were al forstraught with houndes grete and smale,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,whi,why,adv,The Shipman's Tale 106,data/riverside_cats/ShipT_riv.cat,But deere nece why be ye so pale,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,so,so,adv,The Shipman's Tale 106,data/riverside_cats/ShipT_riv.cat,But deere nece why be ye so pale,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,certes,certes,adv,The Shipman's Tale 107,data/riverside_cats/ShipT_riv.cat,I trowe certes that oure goode man,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,al,al,adv,The Shipman's Tale 111,data/riverside_cats/ShipT_riv.cat,And of his owene thought he wax al reed,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,thus,thus,adv,The Shipman's Tale 113,data/riverside_cats/ShipT_riv.cat,And seyde thus Ye God woot al quod she,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,not,nat,adv,The Shipman's Tale 114,data/riverside_cats/ShipT_riv.cat,Nay cosyn myn it stant nat so with me,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,so,so,adv,The Shipman's Tale 114,data/riverside_cats/ShipT_riv.cat,Nay cosyn myn it stant nat so with me,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,ther,ther,adv,The Shipman's Tale 116,data/riverside_cats/ShipT_riv.cat,In al the reawme of France is ther no wyf,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,not,nat,adv,The Shipman's Tale 120,data/riverside_cats/ShipT_riv.cat,Dar I nat telle how that it stant with me,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,hou,how,adv&conj,The Shipman's Tale 120,data/riverside_cats/ShipT_riv.cat,Dar I nat telle how that it stant with me,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,so,so,adv,The Shipman's Tale 123,data/riverside_cats/ShipT_riv.cat,So ful am I of drede and eek of care,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,ayen,agayn,adv,The Shipman's Tale 134,data/riverside_cats/ShipT_riv.cat,The same agayn to yow quod she I seye,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,not,nat,adv,The Shipman's Tale 139,data/riverside_cats/ShipT_riv.cat,Nat for no cosynage ne alliance,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,thus,thus,adv,The Shipman's Tale 141,data/riverside_cats/ShipT_riv.cat,Thus been they sworn and heerupon they kiste,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,her-upon,heerupon,adv,The Shipman's Tale 141,data/riverside_cats/ShipT_riv.cat,Thus been they sworn and heerupon they kiste,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,so,so,adv,The Shipman's Tale 151,data/riverside_cats/ShipT_riv.cat,I clepe hym so by Seint Denys of Fraunce,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,adoun,adoun,adv,The Shipman's Tale 156,data/riverside_cats/ShipT_riv.cat,Telleth youre grief lest that he come adoun,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,an-on,anon,adv,The Shipman's Tale 157,data/riverside_cats/ShipT_riv.cat,And hasteth yow and gooth youre wey anon,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,not,nat,adv,The Shipman's Tale 163,data/riverside_cats/ShipT_riv.cat,But sith I am a wyf it sit nat me,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,not,nat,adv,The Shipman's Tale 167,data/riverside_cats/ShipT_riv.cat,A wyf ne shal nat seyn of hir housbonde,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,thus,thus,adv,The Shipman's Tale 169,data/riverside_cats/ShipT_riv.cat,Save unto yow thus muche I tellen shal,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,yet,yet,adv,The Shipman's Tale 172,data/riverside_cats/ShipT_riv.cat,But yet me greveth moost his nygardye,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,ther-to,therto,adv,The Shipman's Tale 176,data/riverside_cats/ShipT_riv.cat,Hardy and wise and riche and therto free,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,nedes,nedes,adv,The Shipman's Tale 180,data/riverside_cats/ShipT_riv.cat,A Sonday next I moste nedes paye,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,yet,yet,adv,The Shipman's Tale 182,data/riverside_cats/ShipT_riv.cat,Yet were me levere that I were unborn,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,elles,ellis,adv,The Shipman's Tale 186,data/riverside_cats/ShipT_riv.cat,Lene me this somme or ellis moot I deye,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,not,nat,adv,The Shipman's Tale 188,data/riverside_cats/ShipT_riv.cat,Pardee I wol nat faille yow my thankes,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,nou,now,adv,The Shipman's Tale 196,data/riverside_cats/ShipT_riv.cat,Now trewely myn owene lady deere,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,so,so,adv,The Shipman's Tale 197,data/riverside_cats/ShipT_riv.cat,I have quod he on yow so greet a routhe,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,whan,whan,adv&conj,The Shipman's Tale 199,data/riverside_cats/ShipT_riv.cat,That whan youre housbonde is to Flaundres fare,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,nou,now,adv,The Shipman's Tale 204,data/riverside_cats/ShipT_riv.cat,Gooth now youre wey quod he al stille and softe,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,al,al,adv,The Shipman's Tale 204,data/riverside_cats/ShipT_riv.cat,Gooth now youre wey quod he al stille and softe,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,elles,elles,adv,The Shipman's Tale 208,data/riverside_cats/ShipT_riv.cat,Now elles God forbede sire quod she,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,forth,forth,adv,The Shipman's Tale 209,data/riverside_cats/ShipT_riv.cat,And forth she gooth as jolif as a pye,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,so,so,adv,The Shipman's Tale 211,data/riverside_cats/ShipT_riv.cat,So that men myghte dyne and that anon,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,an-on,anon,adv,The Shipman's Tale 211,data/riverside_cats/ShipT_riv.cat,So that men myghte dyne and that anon,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,up,up,adv,The Shipman's Tale 212,data/riverside_cats/ShipT_riv.cat,Up to hir housbonde is this wyf ygon,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,hou,how,adv&conj,The Shipman's Tale 215,data/riverside_cats/ShipT_riv.cat,Quod she What sire how longe wol ye faste,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,hou,how,adv&conj,The Shipman's Tale 216,data/riverside_cats/ShipT_riv.cat,How longe tyme wol ye rekene and caste,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,doun,doun,adv,The Shipman's Tale 220,data/riverside_cats/ShipT_riv.cat,Com doun today and lat youre bagges stonde,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,litel,litel,adv,The Shipman's Tale 224,data/riverside_cats/ShipT_riv.cat,Wyf quod this man litel kanstow devyne,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,forth,forth,adv,The Shipman's Tale 231,data/riverside_cats/ShipT_riv.cat,And dryve forth the world as it may be,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,elles,elles,adv,The Shipman's Tale 233,data/riverside_cats/ShipT_riv.cat,Til we be deed or elles that we pleye,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,not,nat,adv,The Shipman's Tale 248,data/riverside_cats/ShipT_riv.cat,Of silver in thy purs shaltow nat faille,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,doun,doun,adv,The Shipman's Tale 250,data/riverside_cats/ShipT_riv.cat,And doun he gooth no lenger wolde he lette,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,no,no,adv,The Shipman's Tale 250,data/riverside_cats/ShipT_riv.cat,And doun he gooth no lenger wolde he lette,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,lengere,lenger,adv%comp,The Shipman's Tale 250,data/riverside_cats/ShipT_riv.cat,And doun he gooth no lenger wolde he lette,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,ther,ther,adv,The Shipman's Tale 251,data/riverside_cats/ShipT_riv.cat,But hastily a messe was ther seyd,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,thus,thus,adv,The Shipman's Tale 257,data/riverside_cats/ShipT_riv.cat,He seyde hym thus Cosyn it standeth so,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,so,so,adv,The Shipman's Tale 257,data/riverside_cats/ShipT_riv.cat,He seyde hym thus Cosyn it standeth so,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,not,nat,adv,The Shipman's Tale 275,data/riverside_cats/ShipT_riv.cat,I shal nat faille surely of my day,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,not,nat,adv,The Shipman's Tale 276,data/riverside_cats/ShipT_riv.cat,Nat for a thousand frankes a mile way,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,yet,yet,adv,The Shipman's Tale 278,data/riverside_cats/ShipT_riv.cat,For yet tonyght thise beestes moot I beye,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,to-night,tonyght,adv,The Shipman's Tale 278,data/riverside_cats/ShipT_riv.cat,For yet tonyght thise beestes moot I beye,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,nou,now,adv,The Shipman's Tale 279,data/riverside_cats/ShipT_riv.cat,And fare now wel myn owene cosyn deere,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,an-on,anon,adv,The Shipman's Tale 281,data/riverside_cats/ShipT_riv.cat,This noble marchant gentilly anon,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,nou,now,adv,The Shipman's Tale 283,data/riverside_cats/ShipT_riv.cat,Now sikerly this is a smal requeste,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,whan,whan,adv&conj,The Shipman's Tale 284,data/riverside_cats/ShipT_riv.cat,My gold is youres whan that it yow leste,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,inough,ynogh,adv,The Shipman's Tale 287,data/riverside_cats/ShipT_riv.cat,But o thyng is ye knowe it wel ynogh,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,ayen,agayn,adv,The Shipman's Tale 291,data/riverside_cats/ShipT_riv.cat,Paye it agayn whan it lith in youre ese,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,fain,fayn,adv,The Shipman's Tale 292,data/riverside_cats/ShipT_riv.cat,After my myght ful fayn wolde I yow plese,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,an-on,anon,adv,The Shipman's Tale 293,data/riverside_cats/ShipT_riv.cat,Thise hundred frankes he fette forth anon,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,forth,forth,adv,The Shipman's Tale 299,data/riverside_cats/ShipT_riv.cat,The morwe cam and forth this marchant rideth,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,nou,now,adv,The Shipman's Tale 302,data/riverside_cats/ShipT_riv.cat,Now gooth this marchant faste and bisily,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,al,al,adv,The Shipman's Tale 309,data/riverside_cats/ShipT_riv.cat,With crowne and berd al fressh and newe yshave,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,ther,ther,adv,The Shipman's Tale 310,data/riverside_cats/ShipT_riv.cat,In al the hous ther nas so litel a knave,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,so,so,adv,The Shipman's Tale 310,data/riverside_cats/ShipT_riv.cat,In al the hous ther nas so litel a knave,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,ayen,agayn,adv,The Shipman's Tale 312,data/riverside_cats/ShipT_riv.cat,That my lord daun John was come agayn,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,righte,right,adv,The Shipman's Tale 313,data/riverside_cats/ShipT_riv.cat,And shortly to the point right for to gon,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,uprighte,upright,adv,The Shipman's Tale 316,data/riverside_cats/ShipT_riv.cat,Have hire in his armes bolt upright,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,righte,right,adv,The Shipman's Tale 322,data/riverside_cats/ShipT_riv.cat,Hath of daun John right no suspecioun,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,forth,forth,adv,The Shipman's Tale 323,data/riverside_cats/ShipT_riv.cat,And forth he rydeth hoom to his abbeye,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,hom,hoom,adv,The Shipman's Tale 323,data/riverside_cats/ShipT_riv.cat,And forth he rydeth hoom to his abbeye,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_15_WHERE_POLYSYLLABIC,wher,where,adv&conj,The Shipman's Tale 324,data/riverside_cats/ShipT_riv.cat,Or where hym list namoore of hym I seye,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,whan,whan,adv&conj,The Shipman's Tale 325,data/riverside_cats/ShipT_riv.cat,This marchant whan that ended was the faire,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,so,so,adv,The Shipman's Tale 328,data/riverside_cats/ShipT_riv.cat,And telleth hire that chaffare is so deere,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,nedes,nedes,adv,The Shipman's Tale 329,data/riverside_cats/ShipT_riv.cat,That nedes moste he make a chevyssaunce,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,an-on,anon,adv,The Shipman's Tale 331,data/riverside_cats/ShipT_riv.cat,To paye twenty thousand sheeld anon,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,whan,whan,adv&conj,The Shipman's Tale 335,data/riverside_cats/ShipT_riv.cat,And whan that he was come into the toun,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,first,first,adv,The Shipman's Tale 337,data/riverside_cats/ShipT_riv.cat,Unto daun John he first gooth hym to pleye,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,not,nat,adv,The Shipman's Tale 338,data/riverside_cats/ShipT_riv.cat,Nat for to axe or borwe of hym moneye,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,whan,whan,adv&conj,The Shipman's Tale 341,data/riverside_cats/ShipT_riv.cat,As freendes doon whan they been met yfeere,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,ayen,agayn,adv,The Shipman's Tale 343,data/riverside_cats/ShipT_riv.cat,And he hym tolde agayn ful specially,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,hou,how,adv&conj,The Shipman's Tale 344,data/riverside_cats/ShipT_riv.cat,How he hadde wel yboght and graciously,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,al,al,adv,The Shipman's Tale 345,data/riverside_cats/ShipT_riv.cat,Thanked be God al hool his marchandise,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,ayen,agayn,adv,The Shipman's Tale 350,data/riverside_cats/ShipT_riv.cat,That ye in heele ar comen hom agayn,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,not,nat,adv,The Shipman's Tale 352,data/riverside_cats/ShipT_riv.cat,Of twenty thousand sheeld sholde ye nat mysse,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,so,so,adv,The Shipman's Tale 353,data/riverside_cats/ShipT_riv.cat,For ye so kyndely this oother day,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,ayen,ageyn,adv,The Shipman's Tale 357,data/riverside_cats/ShipT_riv.cat,Youre wyf at hom the same gold ageyn,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,certain,certeyn,adv,The Shipman's Tale 358,data/riverside_cats/ShipT_riv.cat,Upon youre bench she woot it wel certeyn,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,nou,now,adv,The Shipman's Tale 360,data/riverside_cats/ShipT_riv.cat,Now by youre leve I may no lenger dwelle,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,no,no,adv,The Shipman's Tale 360,data/riverside_cats/ShipT_riv.cat,Now by youre leve I may no lenger dwelle,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,lengere,lenger,adv%comp,The Shipman's Tale 360,data/riverside_cats/ShipT_riv.cat,Now by youre leve I may no lenger dwelle,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,an-on,anon,adv,The Shipman's Tale 361,data/riverside_cats/ShipT_riv.cat,Oure abbot wole out of this toun anon,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,hom,hoom,adv,The Shipman's Tale 369,data/riverside_cats/ShipT_riv.cat,And hoom he gooth murie as a papejay,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,nedes,nedes,adv,The Shipman's Tale 371,data/riverside_cats/ShipT_riv.cat,That nedes moste he wynne in that viage,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,al,al,adv,The Shipman's Tale 378,data/riverside_cats/ShipT_riv.cat,His wyf al newe and kiste hire on hir face,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,up,up,adv,The Shipman's Tale 379,data/riverside_cats/ShipT_riv.cat,And up he gooth and maketh it ful tough,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,ayen,agayn,adv,The Shipman's Tale 381,data/riverside_cats/ShipT_riv.cat,And wantownly agayn with hym she pleyde,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,thus,thus,adv,The Shipman's Tale 382,data/riverside_cats/ShipT_riv.cat,Til atte laste thus this marchant seyde,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,litel,litel,adv,The Shipman's Tale 383,data/riverside_cats/ShipT_riv.cat,By God quod he I am a litel wrooth,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,no-the-lesse,nathelees,adv,The Shipman's Tale 393,data/riverside_cats/ShipT_riv.cat,But nathelees by God oure hevene kyng,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,not,nat,adv,The Shipman's Tale 394,data/riverside_cats/ShipT_riv.cat,I thoughte nat to axen hym no thyng,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,so,so,adv,The Shipman's Tale 395,data/riverside_cats/ShipT_riv.cat,I prey thee wyf ne do namoore so,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,an-on,anon,adv,The Shipman's Tale 401,data/riverside_cats/ShipT_riv.cat,But boldely she seyde and that anon,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,wel,weel,adv,The Shipman's Tale 404,data/riverside_cats/ShipT_riv.cat,He took me certeyn gold that woot I weel,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,ther-with,therwith,adv,The Shipman's Tale 408,data/riverside_cats/ShipT_riv.cat,To doon therwith myn honour and my prow,RIVERSIDE
ShipT_gui_complete.csv,153,RULE_13_ADV_NO_E,ek,eek,adv,The Shipman's Tale 409,data/riverside_cats/ShipT_riv.cat,For cosynage and eek for beele cheere,RIVERSIDE
