OG_RIV_TEXT,OG_OXFORD_TEXT,RIVERSIDE_FILENAME,OXFORD_FILENAME,OUTPUT_FILENAME,LINE_NUMBER,MATCH,RIVERSIDE_SYLLABLES,OXFORD_SYLLABLES,RIVERSIDE_TEXT,OXFORD_TEXT,RIVERSIDE_SCANSION,OXFORD_SCANSION,RIVERSIDE_TAGGING,OXFORD_TAGGING,FLAG_COLOR
"Were alle his liges, bothe lasse and moore.","Were alle his liges,° bothe lasse and more.",data/riverside_cats/ClT_riv.cat,data/oxford_txts/ClT_oxford.txt,data/csvs/ClT,The Clerk's Tale 67,,10,10,Were alle his liges bothe lasse and moore,Were alle his liges bothe lasse and more,ux Sx u Su Su Sx u Sx,ux Sx u Su Su Sx u Sx,ben@v%pt_pl al@gram_adj his@pron1%gen lege@n2%pl bothe@num_conj lesse@n2 and@conj more@n3,ben@v%pt_pl al@gram_adj his@pron1%gen lege@n2%pl bothe@num_conj lesse@n2 and@conj more@n3,
"Thus in delit he lyveth, and hath doon yoore","Thus in delit he liveth, and hath don yore,°",data/riverside_cats/ClT_riv.cat,data/oxford_txts/ClT_oxford.txt,data/csvs/ClT,The Clerk's Tale 68,,10,10,Thus in delit he lyveth and hath doon yoore,Thus in delit he liveth and hath don yore,u S uS u Sx u S u Sx,u S uS u Sx u S u Sx,thus@adv in@prep delite@n1 he@pron1%nom liven@v1%pr_3 and@conj haven@v%pr_3 don@v1%ppl yor@adv,thus@adv in@prep delite@n1 he@pron1%nom liven@v1%pr_3 and@conj haven@v%pr_3 don@v1%ppl yor@adv,
"Biloved and drad, thurgh favour of Fortune","Biloved and drad,° thurgh favour of fortune",data/riverside_cats/ClT_riv.cat,data/oxford_txts/ClT_oxford.txt,data/csvs/ClT,The Clerk's Tale 69,,10,10,Biloved and drad thurgh favour of Fortune,Biloved and drad thurgh favour of fortune,uSx u S u Su S uSx,uSx u S u Su S uSx,biloved@ppl_abs and@conj dreden@v%ppl_abs thurgh@prep favour@n of@prep fortune@n#propn,biloved@ppl_abs and@conj dreden@v%ppl_abs thurgh@prep favour@n of@prep fortune@n#propn,
Bothe of his lordes and of his commune.,Bothe of his lordes and of his commune.°,data/riverside_cats/ClT_riv.cat,data/oxford_txts/ClT_oxford.txt,data/csvs/ClT,The Clerk's Tale 70,,10,10,Bothe of his lordes and of his commune,Bothe of his lordes and of his commune,ux S u Su S u S uSx,ux S u Su S u S uSx,bothe@num_conj of@prep his@pron1%gen lord@n%gen and@conj of@prep his@pron1%gen commune@n,bothe@num_conj of@prep his@pron1%gen lord@n%gen and@conj of@prep his@pron1%gen commune@n,
"Therwith he was, to speke as of lynage","Therwith he was, to speke as of linage,°",data/riverside_cats/ClT_riv.cat,data/oxford_txts/ClT_oxford.txt,data/csvs/ClT,The Clerk's Tale 71,,10,10,Therwith he was to speke as of lynage,Therwith he was to speke as of linage,uS u S u Sx u S uSx,uS u S u Sx u S uSx,ther-with@adv he@pron1%nom ben@v%pt_3 to@part speken@v%inf as@conj of@prep linage@n,ther-with@adv he@pron1%nom ben@v%pt_3 to@part speken@v%inf as@conj of@prep linage@n,
The gentilleste yborn of Lumbardye,The gentilleste° yborn of Lumbardie,data/riverside_cats/ClT_riv.cat,data/oxford_txts/ClT_oxford.txt,data/csvs/ClT,The Clerk's Tale 72,,0,10,The gentilleste yborn of Lumbardye,The gentilleste yborn of Lumbardie,    ,u SuSx uS u SuS,the@def_art gentil@adj%sup iberen@v1%ppl_abs of@prep lombardie@n#propn,the@def_art gentil@adj%sup iberen@v1%ppl_abs of@prep lombardie@n#propn,
"A fair persone, and strong, and yong of age","A fair persone, and strong, and yong of age",data/riverside_cats/ClT_riv.cat,data/oxford_txts/ClT_oxford.txt,data/csvs/ClT,The Clerk's Tale 73,,10,10,A fair persone and strong and yong of age,A fair persone and strong and yong of age,u S uSx u S u S u Sx,u S uSx u S u S u Sx,a@indef_art fair@adj persoune@n1 and@conj strong@adj and@conj yong@adj of@prep age@n,a@indef_art fair@adj persoune@n1 and@conj strong@adj and@conj yong@adj of@prep age@n,
And ful of honour and of curteisye;,And ful of honour and of curteisie;,data/riverside_cats/ClT_riv.cat,data/oxford_txts/ClT_oxford.txt,data/csvs/ClT,The Clerk's Tale 74,,0,10,And ful of honour and of curteisye,And ful of honour and of curteisie,      ,u S u Su S u SuS,and@conj ful@adj of@prep honour@n and@conj of@prep courteisie@n,and@conj ful@adj of@prep honour@n and@conj of@prep courteisie@n,
Discreet ynogh his contree for to gye,Discreet° ynogh his contree for to gie,data/riverside_cats/ClT_riv.cat,data/oxford_txts/ClT_oxford.txt,data/csvs/ClT,The Clerk's Tale 75,,10,10,Discreet ynogh his contree for to gye,Discreet ynogh his contree for to gie,uS uS u Su S u S,uS uS u Su S u S,discrete@adj inough@adv his@pron1%gen contree@n for@prep#adv to@part gien@v%inf,discrete@adj inough@adv his@pron1%gen contree@n for@prep#adv to@part gien@v%inf,
Save in somme thynges that he was to blame;,Save in somme thinges that he was to blame,data/riverside_cats/ClT_riv.cat,data/oxford_txts/ClT_oxford.txt,data/csvs/ClT,The Clerk's Tale 76,,10,10,Save in somme thynges that he was to blame,Save in somme thinges that he was to blame,ux S ux Su S u S u Sx,ux S ux Su S u S u Sx,sauf@prep#conj in@prep som@gram_adj thing@n%pl that@pron he@pron1%nom ben@v%pt_3 to@part blamen@v%inf,sauf@prep#conj in@prep som@gram_adj thing@n%pl that@pron he@pron1%nom ben@v%pt_3 to@part blamen@v%inf,
And Walter was this yonge lordes name.,And Walter was this yonge lordes name.,data/riverside_cats/ClT_riv.cat,data/oxford_txts/ClT_oxford.txt,data/csvs/ClT,The Clerk's Tale 77,,10,10,And Walter was this yonge lordes name,And Walter was this yonge lordes name,u Su S u Su Su Sx,u Su S u Su Su Sx,and@conj walter@n#propn ben@v%pt_3 this@gram_adj yong@adj lord@n%gen name@n,and@conj walter@n#propn ben@v%pt_3 this@gram_adj yong@adj lord@n%gen name@n,
I blame hym thus: that he considered noght,"I blame him thus, that he considereth noght",data/riverside_cats/ClT_riv.cat,data/oxford_txts/ClT_oxford.txt,data/csvs/ClT,The Clerk's Tale 78,DIFF,10,10,I blame hym thus that he considered noght,I blame him thus that he considereth noght,u Sx u S u S uSux S,u Sx u S u S uSux S,ich@pron%nom blamen@v%pr_1 him@pron%obj thus@adv that@conj he@pron1%nom consideren@v%pt_3 nought@adv,ich@pron%nom blamen@v%pr_1 him@pron%obj thus@adv that@conj he@pron1%nom  nought@adv,
In tyme comynge what myghte hym bityde,"In time cominge what mighte him bitide,°",data/riverside_cats/ClT_riv.cat,data/oxford_txts/ClT_oxford.txt,data/csvs/ClT,The Clerk's Tale 79,,10,10,In tyme comynge what myghte hym bityde,In time cominge what mighte him bitide,u Sx uSx u Su S uSx,u Sx uSx u Su S uSx,in@prep time@n comen@v#adj%prp what@pron mouen@v3%pt_3 him@pron%obj bitiden@v%inf,in@prep time@n comen@v#adj%prp what@pron mouen@v3%pt_3 him@pron%obj bitiden@v%inf,
But on his lust present was al his thoght,But on his lust present° was al his thoght,data/riverside_cats/ClT_riv.cat,data/oxford_txts/ClT_oxford.txt,data/csvs/ClT,The Clerk's Tale 80,,10,10,But on his lust present was al his thoght,But on his lust present was al his thoght,u S u S uS u S u S,u S u S uS u S u S,but@conj on@prep his@pron1%gen lust@n presente@adj ben@v%pt_3 al@gram_adj his@pron1%gen thought@n,but@conj on@prep his@pron1%gen lust@n presente@adj ben@v%pt_3 al@gram_adj his@pron1%gen thought@n,
As for to hauke and hunte on every syde.,As for to hauke° and hunte on every side;,data/riverside_cats/ClT_riv.cat,data/oxford_txts/ClT_oxford.txt,data/csvs/ClT,The Clerk's Tale 81,,10,10,As for to hauke and hunte on every syde,As for to hauke and hunte on every side,u S u Sx u Sx u Sxu Sx,u S u Sx u Sx u Sxu Sx,as@conj for@prep#adv to@part hauken@v1%inf and@conj hunten@v%inf on@prep everi@pron_gram_adj side@n,as@conj for@prep#adv to@part hauken@v1%inf and@conj hunten@v%inf on@prep everi@pron_gram_adj side@n,
Wel ny alle othere cures leet he slyde,"Wel ny alle othere cures° leet he slide,°",data/riverside_cats/ClT_riv.cat,data/oxford_txts/ClT_oxford.txt,data/csvs/ClT,The Clerk's Tale 82,,10,10,Wel ny alle othere cures leet he slyde,Wel ny alle othere cures leet he slide,u S ux Sux Su S u Sx,u S ux Sux Su S u Sx,wel@adv neigh@adv al@gram_adj other@gram_adj cure@n1%pl leten@v%pt_3 he@pron1%nom sliden@v%inf,wel@adv neigh@adv al@gram_adj other@gram_adj cure@n1%pl leten@v%pt_3 he@pron1%nom sliden@v%inf,
And eek he nolde -- and that was worst of alle --,"And eek he nolde,° and that was worst of alle",data/riverside_cats/ClT_riv.cat,data/oxford_txts/ClT_oxford.txt,data/csvs/ClT,The Clerk's Tale 83,,10,10,And eek he nolde and that was worst of alle,And eek he nolde and that was worst of alle,u S u Sx u S u S u Sx,u S u Sx u S u S u Sx,and@conj ek@adv he@pron1%nom willen@v%pt_3_neg --@dash and@conj that@pron ben@v%pt_3 werste@adj%sup of@prep al@gram_adjas_n --@dash,and@conj ek@adv he@pron1%nom willen@v%pt_3_neg --@dash and@conj that@pron ben@v%pt_3 werste@adj%sup of@prep al@gram_adjas_n --@dash,
"Wedde no wyf, for noght that may bifalle.","Wedde no wif, for noght that may bifalle.",data/riverside_cats/ClT_riv.cat,data/oxford_txts/ClT_oxford.txt,data/csvs/ClT,The Clerk's Tale 84,,9,9,Wedde no wyf for noght that may bifalle,Wedde no wif for noght that may bifalle,Sx u S u S u S uSx,Sx u S u S u S uSx,wedden@v%inf no@gram_adj wif@n for@prep nought@pron that@pron mouen@v3%pr_3 bifallen@v%inf,wedden@v%inf no@gram_adj wif@n for@prep nought@pron that@pron mouen@v3%pr_3 bifallen@v%inf,
Oonly that point his peple bar so soore,Only that point his peple bar so sore,data/riverside_cats/ClT_riv.cat,data/oxford_txts/ClT_oxford.txt,data/csvs/ClT,The Clerk's Tale 85,,10,10,Oonly that point his peple bar so soore,Only that point his peple bar so sore,uS u S u Su S u Sx,uS u S u Su S u Sx,onli@adj that@art&gram_adj pointe@n1 his@pron1%gen peple@n beren@v1%pt_3 so@adv sore@adv,onli@adj that@art&gram_adj pointe@n1 his@pron1%gen peple@n beren@v1%pt_3 so@adv sore@adv,
That flokmeele on a day they to hym wente,That flokmele° on a day they to him wente,data/riverside_cats/ClT_riv.cat,data/oxford_txts/ClT_oxford.txt,data/csvs/ClT,The Clerk's Tale 86,,10,10,That flokmeele on a day they to hym wente,That flokmele on a day they to him wente,u Sux S u S u S u Sx,u Sux S u S u S u Sx,that@conj flok-mele@adv on@prep a@indef_art dai@n thei@pron%pl_nom to@prep him@pron%obj wenden@v%pt_pl,that@conj flok-mele@adv on@prep a@indef_art dai@n thei@pron%pl_nom to@prep him@pron%obj wenden@v%pt_pl,
"And oon of hem, that wisest was of loore --","And oon of hem, that wisest was of lore",data/riverside_cats/ClT_riv.cat,data/oxford_txts/ClT_oxford.txt,data/csvs/ClT,The Clerk's Tale 87,,10,10,And oon of hem that wisest was of loore,And oon of hem that wisest was of lore,u S u S u Su S u Sx,u S u S u Su S u Sx,and@conj on@pron of@prep hem@pron%pl_obj that@pron wise@adj%sup ben@v%pt_3 of@prep lore@n2 --@dash,and@conj on@pron of@prep hem@pron%pl_obj that@pron wise@adj%sup ben@v%pt_3 of@prep lore@n2 --@dash,
Or elles that the lord best wolde assente,Or elles that the lord best wolde assente,data/riverside_cats/ClT_riv.cat,data/oxford_txts/ClT_oxford.txt,data/csvs/ClT,The Clerk's Tale 88,,10,10,Or elles that the lord best wolde assente,Or elles that the lord best wolde assente,u Su S u S u Sx uSx,u Su S u S u Sx uSx,or@conj elles@adv that@conj the@def_art lord@n best@adv%sup willen@v%pt_3 assenten@v%inf,or@conj elles@adv that@conj the@def_art lord@n best@adv%sup willen@v%pt_3 assenten@v%inf,
That he sholde telle hym what his peple mente,That he sholde telle him what his peple mente,data/riverside_cats/ClT_riv.cat,data/oxford_txts/ClT_oxford.txt,data/csvs/ClT,The Clerk's Tale 89,,10,10,That he sholde telle hym what his peple mente,That he sholde telle him what his peple mente,u S ux Sx u S u Su Sx,u S ux Sx u S u Su Sx,that@conj he@pron1%nom shulen@v1%pt_3 tellen@v%inf him@pron%obj what@pron his@pron1%gen peple@n menen@v1%pt_3,that@conj he@pron1%nom shulen@v1%pt_3 tellen@v%inf him@pron%obj what@pron his@pron1%gen peple@n menen@v1%pt_3,
Or elles koude he shewe wel swich mateere --,Or elles coude he shew wel swich° matere,data/riverside_cats/ClT_riv.cat,data/oxford_txts/ClT_oxford.txt,data/csvs/ClT,The Clerk's Tale 90,,10,10,Or elles koude he shewe wel swich mateere,Or elles coude he shew wel swich matere,u Su Sx u Sx u S uSx,u Su Sx u S u S uSx,or@conj elles@adv connen@v%pt_3 he@pron1%nom sheuen@v1%inf wel@adv swich@gram_adj matere@n --@dash,or@conj elles@adv connen@v%pt_3 he@pron1%nom sheuen@v1%inf wel@adv swich@gram_adj matere@n --@dash,
He to the markys seyde as ye shul heere:,He to the markis seide as ye shul here.,data/riverside_cats/ClT_riv.cat,data/oxford_txts/ClT_oxford.txt,data/csvs/ClT,The Clerk's Tale 91,,10,10,He to the markys seyde as ye shul heere,He to the markis seide as ye shul here,u S u Su Sx u S u Sx,u S u Su Sx u S u Sx,he@pron1%nom to@prep the@def_art markis@n seien@v1%pt_3 as@conj ye@pron%pl_nom shulen@v1%pr_pl heren@v%inf,he@pron1%nom to@prep the@def_art markis@n seien@v1%pt_3 as@conj ye@pron%pl_nom shulen@v1%pr_pl heren@v%inf,
"O noble markys, youre humanitee","“O noble markis, your humanitee°",data/riverside_cats/ClT_riv.cat,data/oxford_txts/ClT_oxford.txt,data/csvs/ClT,The Clerk's Tale 92,,10,10,O noble markys youre humanitee,O noble markis your humanitee,u Su Su Sx uSuS,u Su Su S uSuS,o@interj noble@adj markis@n your@pron%pl_gen humanite@n,o@interj noble@adj markis@n your@pron%pl_gen humanite@n,
Asseureth us and yeveth us hardinesse,"Assureth us and yeveth° us hardinesse,°",data/riverside_cats/ClT_riv.cat,data/oxford_txts/ClT_oxford.txt,data/csvs/ClT,The Clerk's Tale 93,,10,10,Asseureth us and yeveth us hardinesse,Assureth us and yeveth us hardinesse,uSu S u Sx u SuSx,uSu S u Sx u SuSx,assuren@v%pr_3 us@pron%pl_obj and@conj yeven@v%pr_3 us@pron%pl_obj hardinesse@n,assuren@v%pr_3 us@pron%pl_obj and@conj yeven@v%pr_3 us@pron%pl_obj hardinesse@n,
As ofte as tyme is of necessitee,As ofte as time is of necessitee,data/riverside_cats/ClT_riv.cat,data/oxford_txts/ClT_oxford.txt,data/csvs/ClT,The Clerk's Tale 94,,10,10,As ofte as tyme is of necessitee,As ofte as time is of necessitee,u Sx u Sx u S uSuS,u Sx u Sx u S uSuS,as@conj ofte@adv as@conj time@n ben@v%pr_3 of@prep necessite@n,as@conj ofte@adv as@conj time@n ben@v%pr_3 of@prep necessite@n,
That we to yow mowe telle oure hevynesse.,That we to yow mowe° telle our hevinesse;°,data/riverside_cats/ClT_riv.cat,data/oxford_txts/ClT_oxford.txt,data/csvs/ClT,The Clerk's Tale 95,,10,10,That we to yow mowe telle oure hevynesse,That we to yow mowe telle our hevinesse,u S u S ux Sx ux SuSx,u S u S ux Sx u SuSx,that@conj we@pron%pl_nom to@prep you@pron%pl_obj mouen@v3%pr_pl tellen@v%inf oure@pron%pl_gen hevinesse@n,that@conj we@pron%pl_nom to@prep you@pron%pl_obj mouen@v3%pr_pl tellen@v%inf oure@pron%pl_gen hevinesse@n,
"Accepteth, lord, now of youre gentillesse","Accepteth, lord, now for your gentillesse",data/riverside_cats/ClT_riv.cat,data/oxford_txts/ClT_oxford.txt,data/csvs/ClT,The Clerk's Tale 96,DIFF,10,10,Accepteth lord now of youre gentillesse,Accepteth lord now for your gentillesse,uSu S u S ux SuSx,uSu S u S u SuSx,accepten@v%imp lord@n nou@adv of@prep your@pron%pl_gen gentilesse@n,accepten@v%imp lord@n nou@adv  your@pron%pl_gen gentilesse@n,
That we with pitous herte unto yow pleyne,"That we with pitous herte unto yow pleine,°",data/riverside_cats/ClT_riv.cat,data/oxford_txts/ClT_oxford.txt,data/csvs/ClT,The Clerk's Tale 97,,10,10,That we with pitous herte unto yow pleyne,That we with pitous herte unto yow pleine,u S u Su Sx uS u Sx,u S u Su Sx uS u Sx,that@pron we@pron%pl_nom with@prep pitous@adj herte@n unto@prep you@pron%pl_obj pleinen@v%pr_pl,that@pron we@pron%pl_nom with@prep pitous@adj herte@n unto@prep you@pron%pl_obj pleinen@v%pr_pl,
And lat youre eres nat my voys desdeyne.,And lat your eres nat my vois disdeine.,data/riverside_cats/ClT_riv.cat,data/oxford_txts/ClT_oxford.txt,data/csvs/ClT,The Clerk's Tale 98,,10,10,And lat youre eres nat my voys desdeyne,And lat your eres nat my vois disdeine,u S ux Su S u S uSx,u S u Su S u S uSx,and@conj leten@v%imp your@pron%pl_gen ere@n1%pl not@adv min@pron%gen voice@n disdeinen@v%inf,and@conj leten@v%imp your@pron%pl_gen ere@n1%pl not@adv min@pron%gen voice@n disdeinen@v%inf,
Al have I noght to doone in this mateere,Al have I noght to done° in this matere,data/riverside_cats/ClT_riv.cat,data/oxford_txts/ClT_oxford.txt,data/csvs/ClT,The Clerk's Tale 99,,10,10,Al have I noght to doone in this mateere,Al have I noght to done in this matere,u Sx u S u Sx u S uSx,u Sx u S u Sx u S uSx,al@conj haven@v%pr_1 ich@pron%nom nought@pron to@part don@v1%inf in@prep this@gram_adj matere@n,al@conj haven@v%pr_1 ich@pron%nom nought@pron to@part don@v1%inf in@prep this@gram_adj matere@n,
Moore than another man hath in this place,More than another man hath in this place,data/riverside_cats/ClT_riv.cat,data/oxford_txts/ClT_oxford.txt,data/csvs/ClT,The Clerk's Tale 100,,10,10,Moore than another man hath in this place,More than another man hath in this place,ux S uSu S u S u Sx,ux S uSu S u S u Sx,more@adj%comp than@conj another@gram_adj man@n haven@v%pr_3 in@prep this@gram_adj place@n,more@adj%comp than@conj another@gram_adj man@n haven@v%pr_3 in@prep this@gram_adj place@n,
"Yet for as muche as ye, my lord so deere","Yet for as muche as ye, my lord so dere",data/riverside_cats/ClT_riv.cat,data/oxford_txts/ClT_oxford.txt,data/csvs/ClT,The Clerk's Tale 101,,10,10,Yet for as muche as ye my lord so deere,Yet for as muche as ye my lord so dere,u S u Sx u S u S u Sx,u S u Sx u S u S u Sx,yet@adv for@conj as@conj muche@n as@conj ye@pron%pl_nom min@pron%gen lord@n so@adv dere@adj1,yet@adv for@conj as@conj muche@n as@conj ye@pron%pl_nom min@pron%gen lord@n so@adv dere@adj1,
Han alwey shewed me favour and grace,Han alwey shewed me favour and grace,data/riverside_cats/ClT_riv.cat,data/oxford_txts/ClT_oxford.txt,data/csvs/ClT,The Clerk's Tale 102,,10,10,Han alwey shewed me favour and grace,Han alwey shewed me favour and grace,u Su Su S uS u Sx,u Su Su S uS u Sx,haven@v%pr_pl al-wei@adv sheuen@v1%ppl me@pron2%obj favour@n and@conj grace@n,haven@v%pr_pl al-wei@adv sheuen@v1%ppl me@pron2%obj favour@n and@conj grace@n,
I dar the bettre aske of yow a space,I dar the better aske of yow a space,data/riverside_cats/ClT_riv.cat,data/oxford_txts/ClT_oxford.txt,data/csvs/ClT,The Clerk's Tale 103,,10,10,I dar the bettre aske of yow a space,I dar the better aske of yow a space,u S u Su Sx u S u Sx,u S u Su Sx u S u Sx,ich@pron%nom durren@v%pr_1 the@adv bettre@adv%comp asken@v%inf of@prep you@pron%pl_obj a@indef_art space@n,ich@pron%nom durren@v%pr_1 the@adv bettre@adv%comp asken@v%inf of@prep you@pron%pl_obj a@indef_art space@n,
Of audience to shewen oure requeste,"Of audience, to shewen our requeste",data/riverside_cats/ClT_riv.cat,data/oxford_txts/ClT_oxford.txt,data/csvs/ClT,The Clerk's Tale 104,,10,10,Of audience to shewen oure requeste,Of audience to shewen our requeste,u SuSx u Su Sx uSx,u SuSx u Su S uSx,of@prep audience@n to@part sheuen@v1%inf oure@pron%pl_gen requeste@n,of@prep audience@n to@part sheuen@v1%inf oure@pron%pl_gen requeste@n,
"And ye, my lord, to doon right as yow leste.","And ye, my lord, to doon right as yow leste.°",data/riverside_cats/ClT_riv.cat,data/oxford_txts/ClT_oxford.txt,data/csvs/ClT,The Clerk's Tale 105,,10,10,And ye my lord to doon right as yow leste,And ye my lord to doon right as yow leste,u S u S u S u S u Sx,u S u S u S u S u Sx,and@conj ye@pron%pl_nom min@pron%gen lord@n to@part don@v1%inf righte@adv as@conj you@pron%pl_obj listen@v1%pr_3,and@conj ye@pron%pl_nom min@pron%gen lord@n to@part don@v1%inf righte@adv as@conj you@pron%pl_obj listen@v1%pr_3,
"For certes, lord, so wel us liketh yow","For certes, lord, so wel us liketh yow",data/riverside_cats/ClT_riv.cat,data/oxford_txts/ClT_oxford.txt,data/csvs/ClT,The Clerk's Tale 106,,10,10,For certes lord so wel us liketh yow,For certes lord so wel us liketh yow,u Su S u S u Su S,u Su S u S u Su S,for@conj certes@adv lord@n so@adv wel@adv us@pron%pl_obj liken@v1%pr_3 you@pron%pl_obj,for@conj certes@adv lord@n so@adv wel@adv us@pron%pl_obj liken@v1%pr_3 you@pron%pl_obj,
"And al youre werk, and evere han doon, that we","And al your werk and ever han doon, that we",data/riverside_cats/ClT_riv.cat,data/oxford_txts/ClT_oxford.txt,data/csvs/ClT,The Clerk's Tale 107,,10,10,And al youre werk and evere han doon that we,And al your werk and ever han doon that we,u S ux S u Sxx u S u S,u S u S u S u S u S,and@conj al@gram_adj your@pron%pl_gen werk@n and@conj ever@adv haven@v%pr_pl don@v1%ppl that@conj we@pron%pl_nom,and@conj al@gram_adj your@pron%pl_gen werk@n and@conj ever@adv haven@v%pr_pl don@v1%ppl that@conj we@pron%pl_nom,
Ne koude nat us self devysen how,Ne coude nat us self devisen how,data/riverside_cats/ClT_riv.cat,data/oxford_txts/ClT_oxford.txt,data/csvs/ClT,The Clerk's Tale 108,,10,10,Ne koude nat us self devysen how,Ne coude nat us self devisen how,u Su S u S uSu S,u Su S u S uSu S,ne@adv connen@v%pt_pl not@adv us@pron%pl_obj self@adj devisen@v%inf hou@adv&conj,ne@adv connen@v%pt_pl not@adv us@pron%pl_obj self@adj devisen@v%inf hou@adv&conj,
