headword,word,line_number,filename,context,is_elided,is_final,text_type
ouen,owene,The Clerk's Tale 652,data/riverside_cats/ClT_riv.cat,Ye been oure lord dooth with youre owene thyng,False,False,RIVERSIDE
neue,newe,The Clerk's Tale 841,data/riverside_cats/ClT_riv.cat,And of youre newe wyf God of his grace,False,False,RIVERSIDE
neue,newe,The Clerk's Tale 942,data/riverside_cats/ClT_riv.cat,Was kouth eek that a newe markysesse,False,False,RIVERSIDE
sad,sadde,The Clerk's Tale 1002,data/riverside_cats/ClT_riv.cat,Thus seyden sadde folk in that citee,False,False,RIVERSIDE
neue,newe,The Clerk's Tale 1005,data/riverside_cats/ClT_riv.cat,To han a newe lady of hir toun,False,False,RIVERSIDE
olde,olde,The Canon's Yeoman's Tale 1067,data/riverside_cats/CYT_riv.cat,Stynketh as witnessen thise olde wyse,False,False,RIVERSIDE
god,goode,The Canon's Yeoman's Tale 1295,data/riverside_cats/CYT_riv.cat,Now goode sire go forth thy wey and hy the,False,False,RIVERSIDE
yong,yonge,The Franklin's Tale 956,data/riverside_cats/FranT_riv.cat,Ther yonge folk kepen hir observaunces,False,False,RIVERSIDE
derk,dirke,The Franklin's Tale 1074,data/riverside_cats/FranT_riv.cat,Into hir owene dirke regioun,False,False,RIVERSIDE
long,longe,The Franklin's Tale 1081,data/riverside_cats/FranT_riv.cat,And longe tyme he lay forth in a traunce,False,False,RIVERSIDE
ded,dede,The Franklin's Tale 1181,data/riverside_cats/FranT_riv.cat,And he answerde hym that they dede were,False,False,RIVERSIDE
lef,leeve,The Franklin's Tale 1607,data/riverside_cats/FranT_riv.cat,This philosophre answerde Leeve brother,False,False,RIVERSIDE
glad,glade,The Friar's Tale 1348,data/riverside_cats/FriT_riv.cat,And they were glade for to fille his purs,False,False,RIVERSIDE
lef,leeve,The Friar's Tale 1444,data/riverside_cats/FriT_riv.cat,But leeve brother tel me thanne thy name,False,False,RIVERSIDE
lef,leeve,The Friar's Tale 1474,data/riverside_cats/FriT_riv.cat,Ful many a cause leeve sire somonour,False,False,RIVERSIDE
muche,muche,The Friar's Tale 1546,data/riverside_cats/FriT_riv.cat,So muche wo as I have with yow tholed,False,False,RIVERSIDE
olde,olde,The Friar's Tale 1582,data/riverside_cats/FriT_riv.cat,Com out quod he thou olde virytrate,False,False,RIVERSIDE
god,goode,The General Prologue 74,data/riverside_cats/GP_riv.cat,His hors were goode but he was nat gay,False,False,RIVERSIDE
ouen,owene,The General Prologue 336,data/riverside_cats/GP_riv.cat,For he was Epicurus owene sone,False,False,RIVERSIDE
neue,newe,The General Prologue 428,data/riverside_cats/GP_riv.cat,Hir frendshipe nas nat newe to bigynne,False,False,RIVERSIDE
long,longe,The General Prologue 591,data/riverside_cats/GP_riv.cat,Ful longe were his legges and ful lene,False,False,RIVERSIDE
long,longe,The General Prologue 784,data/riverside_cats/GP_riv.cat,Oure conseil was nat longe for to seche,False,False,RIVERSIDE
queinte,queynte,House of Fame 126,data/riverside_cats/HF_riv.cat,And queynte maner of figures,False,False,RIVERSIDE
olde,olde,House of Fame 127,data/riverside_cats/HF_riv.cat,Of olde werk then I saugh ever,False,False,RIVERSIDE
muche,moche,House of Fame 147,data/riverside_cats/HF_riv.cat,In Itayle with ful moche pyne,False,False,RIVERSIDE
long,longe,House of Fame 446,data/riverside_cats/HF_riv.cat,Saugh he which is longe to telle,False,False,RIVERSIDE
fair,faire,House of Fame 518,data/riverside_cats/HF_riv.cat,Now faire blisfull O Cipris,False,False,RIVERSIDE
olde,olde,House of Fame 694,data/riverside_cats/HF_riv.cat,Of olde forleten aqueyntaunces,False,False,RIVERSIDE
muche,moche,House of Fame 971,data/riverside_cats/HF_riv.cat,Moche ys thy myght and thy noblesse,False,False,RIVERSIDE
olde,olde,House of Fame 1155,data/riverside_cats/HF_riv.cat,Of olde tyme and yet they were,False,False,RIVERSIDE
long,longe,House of Fame 1287,data/riverside_cats/HF_riv.cat,And eft imused longe while,False,False,RIVERSIDE
ouen,oune,House of Fame 1311,data/riverside_cats/HF_riv.cat,Our oune gentil lady Fame,False,False,RIVERSIDE
muche,moche,House of Fame 1358,data/riverside_cats/HF_riv.cat,Ful moche prees of folk ther nas,False,False,RIVERSIDE
long,longe,House of Fame 1484,data/riverside_cats/HF_riv.cat,That bore hath up a longe while,False,False,RIVERSIDE
hard,harde,House of Fame 1586,data/riverside_cats/HF_riv.cat,This Eolus with harde grace,False,False,RIVERSIDE
god,goode,House of Fame 1608,data/riverside_cats/HF_riv.cat,Of goode folk and gunne crie,False,False,RIVERSIDE
muche,moche,House of Fame 1748,data/riverside_cats/HF_riv.cat,Hyt shal doon us as moche good,False,False,RIVERSIDE
god,goode,House of Fame 1832,data/riverside_cats/HF_riv.cat,As goode folk han in godnesse,False,False,RIVERSIDE
god,goode,House of Fame 1854,data/riverside_cats/HF_riv.cat,As goode folk han for godnesse,False,False,RIVERSIDE
neue,newe,House of Fame 2045,data/riverside_cats/HF_riv.cat,A newe tydynge prively,False,False,RIVERSIDE
whit,white,House of Fame 2116,data/riverside_cats/HF_riv.cat,As doth the faire white mone,False,False,RIVERSIDE
long,longe,The Knight's Tale 994,data/riverside_cats/KnT_riv.cat,But it were al to longe for to devyse,False,False,RIVERSIDE
quik,quyke,The Knight's Tale 1015,data/riverside_cats/KnT_riv.cat,Nat fully quyke ne fully dede they were,False,False,RIVERSIDE
ded,dede,The Knight's Tale 1015,data/riverside_cats/KnT_riv.cat,Nat fully quyke ne fully dede they were,False,False,RIVERSIDE
lef,leeve,The Knight's Tale 1184,data/riverside_cats/KnT_riv.cat,And soothly leeve brother this is al,False,False,RIVERSIDE
muche,muche,The Knight's Tale 1359,data/riverside_cats/KnT_riv.cat,So muche sorwe hadde nevere creature,False,False,RIVERSIDE
fair,faire,The Knight's Tale 1511,data/riverside_cats/KnT_riv.cat,Welcome be thou faire fresshe May,False,False,RIVERSIDE
fresh,fresshe,The Knight's Tale 1511,data/riverside_cats/KnT_riv.cat,Welcome be thou faire fresshe May,False,False,RIVERSIDE
long,longe,The Knight's Tale 1573,data/riverside_cats/KnT_riv.cat,A longe tyme and after he up sterte,False,False,RIVERSIDE
fals,false,The Knight's Tale 1580,data/riverside_cats/KnT_riv.cat,And seide Arcite false traytour wikke,False,False,RIVERSIDE
ouen,owene,The Knight's Tale 1744,data/riverside_cats/KnT_riv.cat,Youre owene mouth by youre confessioun,False,False,RIVERSIDE
muche,muche,The Knight's Tale 1808,data/riverside_cats/KnT_riv.cat,Kan hem therfore as muche thank as me,False,False,RIVERSIDE
vein,veyne,The Knight's Tale 2240,data/riverside_cats/KnT_riv.cat,Ne renoun in this cas ne veyne glorie,False,False,RIVERSIDE
chaste,chaste,The Knight's Tale 2304,data/riverside_cats/KnT_riv.cat,Chaste goddesse wel wostow that I,False,False,RIVERSIDE
hot,hoote,The Knight's Tale 2319,data/riverside_cats/KnT_riv.cat,That al hire hoote love and hir desir,False,False,RIVERSIDE
fair,faire,The Knight's Tale 2386,data/riverside_cats/KnT_riv.cat,Of faire yonge fresshe Venus free,False,False,RIVERSIDE
yong,yonge,The Knight's Tale 2386,data/riverside_cats/KnT_riv.cat,Of faire yonge fresshe Venus free,False,False,RIVERSIDE
heigh,heighe,The Knight's Tale 2661,data/riverside_cats/KnT_riv.cat,For joye of this so loude and heighe withalle,False,False,RIVERSIDE
olde,olde,The Knight's Tale 2828,data/riverside_cats/KnT_riv.cat,Of olde folk and folk of tendre yeeres,False,False,RIVERSIDE
ouen,owene,The Knight's Tale 3077,data/riverside_cats/KnT_riv.cat,That gentil Palamon youre owene knyght,False,False,RIVERSIDE
fals,false,The Manciple's Tale 295,data/riverside_cats/MancT_riv.cat,Now shaltow false theef thy song forgon,False,False,RIVERSIDE
muche,muche,The Manciple's Tale 325,data/riverside_cats/MancT_riv.cat,My sone ful ofte for to muche speche,False,False,RIVERSIDE
heigh,heighe,The Merchant's Tale 1482,data/riverside_cats/MerT_riv.cat,That yow ne liketh for youre heighe prudence,False,False,RIVERSIDE
ouen,owene,The Merchant's Tale 1490,data/riverside_cats/MerT_riv.cat,I holde youre owene conseil is the beste,False,False,RIVERSIDE
long,longe,The Merchant's Tale 1696,data/riverside_cats/MerT_riv.cat,I trowe it were to longe yow to tarie,False,False,RIVERSIDE
fals,false,The Merchant's Tale 1785,data/riverside_cats/MerT_riv.cat,O servant traytour false hoomly hewe,False,False,RIVERSIDE
fresh,fresshe,The Merchant's Tale 1882,data/riverside_cats/MerT_riv.cat,Unto his faire fresshe lady May,False,False,RIVERSIDE
fair,faire,The Merchant's Tale 1955,data/riverside_cats/MerT_riv.cat,Who studieth now but faire fresshe May,False,False,RIVERSIDE
olde,olde,The Merchant's Tale 2149,data/riverside_cats/MerT_riv.cat,Swiche olde lewed wordes used he,False,False,RIVERSIDE
blind,blynde,The Merchant's Tale 2259,data/riverside_cats/MerT_riv.cat,Unto this olde blynde worthy knyght,False,False,RIVERSIDE
god,goode,The Merchant's Tale 2387,data/riverside_cats/MerT_riv.cat,Ye maze maze goode sire quod she,False,False,RIVERSIDE
ouen,owene,The Miller's Tale 3588,data/riverside_cats/MilT_riv.cat,For it is Goddes owene heeste deere,False,False,RIVERSIDE
ouen,owene,The Monk's Tale 2008,data/riverside_cats/MkT_riv.cat,With Goddes owene fynger wroght was he,False,False,RIVERSIDE
fair,faire,The Nun's Priest's Tale 2870,data/riverside_cats/NPT_riv.cat,Was cleped faire damoysele Pertelote,False,False,RIVERSIDE
red,rede,The Nun's Priest's Tale 2928,data/riverside_cats/NPT_riv.cat,Of youre rede colera pardee,False,False,RIVERSIDE
long,longe,The Nun's Priest's Tale 3149,data/riverside_cats/NPT_riv.cat,But thilke tale is al to longe to telle,False,False,RIVERSIDE
fals,false,The Nun's Priest's Tale 3228,data/riverside_cats/NPT_riv.cat,False dissymulour o Greek Synon,False,False,RIVERSIDE
yong,yonge,The Pardoner's Tale 464,data/riverside_cats/PardT_riv.cat,Of yonge folk that haunteden folye,False,False,RIVERSIDE
heigh,heighe,The Pardoner's Tale 640,data/riverside_cats/PardT_riv.cat,Of heighe Goddes heestes honurable,False,False,RIVERSIDE
prive,privee,The Pardoner's Tale 675,data/riverside_cats/PardT_riv.cat,Ther cam a privee theef men clepeth Deeth,False,False,RIVERSIDE
long,longe,The Pardoner's Tale 726,data/riverside_cats/PardT_riv.cat,As longe tyme as it is Goddes wille,False,False,RIVERSIDE
lef,leeve,The Pardoner's Tale 731,data/riverside_cats/PardT_riv.cat,And seye Leeve mooder leet me in,False,False,RIVERSIDE
long,longe,The Pardoner's Tale 735,data/riverside_cats/PardT_riv.cat,That in my chambre longe tyme hath be,False,False,RIVERSIDE
yong,yonge,The Pardoner's Tale 759,data/riverside_cats/PardT_riv.cat,To sleen us yonge folk thou false theef,False,False,RIVERSIDE
fals,false,The Pardoner's Tale 759,data/riverside_cats/PardT_riv.cat,To sleen us yonge folk thou false theef,False,False,RIVERSIDE
ouen,owene,The Pardoner's Tale 790,data/riverside_cats/PardT_riv.cat,And for oure owene tresor doon us honge,False,False,RIVERSIDE
ouen,owene,The Pardoner's Tale 834,data/riverside_cats/PardT_riv.cat,And pleye at dees right at oure owene wille,False,False,RIVERSIDE
neue,newe,Parliament of Fowls 250,data/riverside_cats/PF_riv.cat,Of newe flaume and wel espyed I thenne,False,False,RIVERSIDE
prive,prive,Parliament of Fowls 260,data/riverside_cats/PF_riv.cat,And in a prive corner in disport,False,False,RIVERSIDE
red,rede,Parliament of Fowls 442,data/riverside_cats/PF_riv.cat,Ryght as the freshe rede rose newe,False,False,RIVERSIDE
long,longe,Parliament of Fowls 661,data/riverside_cats/PF_riv.cat,A yer is nat so longe to endure,False,False,RIVERSIDE
olde,olde,The Physician's Tale 72,data/riverside_cats/PhyT_riv.cat,And ye maistresses in youre olde lyf,False,False,RIVERSIDE
god,goode,The Physician's Tale 235,data/riverside_cats/PhyT_riv.cat,And seyde Goode fader shal I dye,False,False,RIVERSIDE
prive,pryvee,The Physician's Tale 281,data/riverside_cats/PhyT_riv.cat,Of wikked lyf though it so pryvee be,False,False,RIVERSIDE
prive,privee,The Prioress' Tale 568,data/riverside_cats/PrT_riv.cat,That in an aleye hadde a privee place,False,False,RIVERSIDE
yong,yonge,The Reeve's Tale 4002,data/riverside_cats/RvT_riv.cat,Thanne were ther yonge povre scolers two,False,False,RIVERSIDE
god,goode,The Reeve's Tale 4247,data/riverside_cats/RvT_riv.cat,And goode lemman God thee save and kepe,False,False,RIVERSIDE
fals,false,The Reeve's Tale 4268,data/riverside_cats/RvT_riv.cat,Ye false harlot quod the millere hast,False,False,RIVERSIDE
fals,false,The Reeve's Tale 4269,data/riverside_cats/RvT_riv.cat,A false traitour False clerk quod he,False,False,RIVERSIDE
god,goode,The Shipman's Tale 107,data/riverside_cats/ShipT_riv.cat,I trowe certes that oure goode man,False,False,RIVERSIDE
long,longe,The Shipman's Tale 216,data/riverside_cats/ShipT_riv.cat,How longe tyme wol ye rekene and caste,False,False,RIVERSIDE
lef,leeve,The Second Nun's Tale 257,data/riverside_cats/SNT_riv.cat,So shaltow seen hem leeve brother deere,False,False,RIVERSIDE
fair,faire,The Second Nun's Tale 293,data/riverside_cats/SNT_riv.cat,Seyde this blisful faire mayde deere,False,False,RIVERSIDE
fair,faire,The Second Nun's Tale 461,data/riverside_cats/SNT_riv.cat,At which the hooly blisful faire mayde,False,False,RIVERSIDE
hot,hoote,The Squire's Tale 51,data/riverside_cats/SqT_riv.cat,In Aries the colerik hoote signe,False,False,RIVERSIDE
long,longe,The Squire's Tale 444,data/riverside_cats/SqT_riv.cat,A longe whil to wayten hire she stood,False,False,RIVERSIDE
muche,muche,The Squire's Tale 586,data/riverside_cats/SqT_riv.cat,That he had felt as muche harm as I,False,False,RIVERSIDE
lef,leeve,The Summoner's Tale 1751,data/riverside_cats/SumT_riv.cat,A dagon of youre blanket leeve dame,False,False,RIVERSIDE
gret,grete,The Summoner's Tale 1813,data/riverside_cats/SumT_riv.cat,But of youre grete goodnesse by youre leve,False,False,RIVERSIDE
chaste,chaste,The Summoner's Tale 1940,data/riverside_cats/SumT_riv.cat,Of charitable and chaste bisy freres,False,False,RIVERSIDE
ouen,owene,The Summoner's Tale 1977,data/riverside_cats/SumT_riv.cat,And for to buylden Cristes owene chirche,False,False,RIVERSIDE
muche,muche,The Summoner's Tale 2011,data/riverside_cats/SumT_riv.cat,I koude of ire seye so muche sorwe,False,False,RIVERSIDE
lef,leeve,The Summoner's Tale 2089,data/riverside_cats/SumT_riv.cat,Now Thomas leeve brother lef thyn ire,False,False,RIVERSIDE
proud,proude,The Summoner's Tale 2227,data/riverside_cats/SumT_riv.cat,O nyce proude cherl I shrewe his face,False,False,RIVERSIDE
hard,harde,The Summoner's Tale 2228,data/riverside_cats/SumT_riv.cat,Lo sires quod the lord with harde grace,False,False,RIVERSIDE
neue,newe,The Summoner's Tale 2293,data/riverside_cats/SumT_riv.cat,And Jankyn hath ywonne a newe gowne,False,False,RIVERSIDE
ouen,owne,Troilus and Criseyde; Book I 51,data/riverside_cats/TC1_riv.cat,As though I were hire owne brother dere,False,False,RIVERSIDE
neue,newe,Troilus and Criseyde; Book I 157,data/riverside_cats/TC1_riv.cat,With newe grene of lusty Veer the pryme,False,False,RIVERSIDE
blind,blynde,Troilus and Criseyde; Book I 202,data/riverside_cats/TC1_riv.cat,O veray fooles nyce and blynde be ye,False,False,RIVERSIDE
proud,proude,Troilus and Criseyde; Book I 225,data/riverside_cats/TC1_riv.cat,So ferde it by this fierse and proude knyght,False,False,RIVERSIDE
wise,wise,Troilus and Criseyde; Book I 233,data/riverside_cats/TC1_riv.cat,Ye wise proude and worthi folkes alle,False,False,RIVERSIDE
bitter,bittre,Troilus and Criseyde; Book I 385,data/riverside_cats/TC1_riv.cat,Yelt bittre fruyt though swete seed be sowe,False,False,RIVERSIDE
long,longe,Troilus and Criseyde; Book I 718,data/riverside_cats/TC1_riv.cat,As I best kan gon sithen longe while,False,False,RIVERSIDE
wise,wyse,Troilus and Criseyde; Book I 976,data/riverside_cats/TC1_riv.cat,For this have I herd seyd of wyse lered,False,False,RIVERSIDE
ded,dede,Troilus and Criseyde; Book I 1083,data/riverside_cats/TC1_riv.cat,Dede were his japes and his cruelte,False,False,RIVERSIDE
ded,dede,Troilus and Criseyde; Book II 52,data/riverside_cats/TC2_riv.cat,Ben quike agayn that wynter dede made,False,False,RIVERSIDE
lef,leve,Troilus and Criseyde; Book II 251,data/riverside_cats/TC2_riv.cat,And seyde Gladly leve nece dere,False,False,RIVERSIDE
wise,wise,Troilus and Criseyde; Book II 317,data/riverside_cats/TC2_riv.cat,The goode wise worthi fresshe and free,False,False,RIVERSIDE
long,longe,Troilus and Criseyde; Book II 507,data/riverside_cats/TC2_riv.cat,This other day naught gon ful longe while,False,False,RIVERSIDE
juste,juste,Troilus and Criseyde; Book II 527,data/riverside_cats/TC2_riv.cat,Ledest the fyn by juste purveiaunce,False,False,RIVERSIDE
long,longe,Troilus and Criseyde; Book II 722,data/riverside_cats/TC2_riv.cat,And ek I knowe of longe tyme agon,False,False,RIVERSIDE
juste,juste,Troilus and Criseyde; Book II 727,data/riverside_cats/TC2_riv.cat,That he may make avaunt by juste cause,False,False,RIVERSIDE
god,goode,Troilus and Criseyde; Book II 1203,data/riverside_cats/TC2_riv.cat,Now goode nece be it nevere so lite,False,False,RIVERSIDE
gret,grete,Troilus and Criseyde; Book II 1403,data/riverside_cats/TC2_riv.cat,Which hadde his lord and grete frend ben ay,False,False,RIVERSIDE
fair,faire,Troilus and Criseyde; Book II 1670,data/riverside_cats/TC2_riv.cat,Now faire brother beth al hool I preye,False,False,RIVERSIDE
salt,salte,Troilus and Criseyde; Book III 8,data/riverside_cats/TC3_riv.cat,In hevene and helle in erthe and salte see,False,False,RIVERSIDE
fresh,fresshe,Troilus and Criseyde; Book III 128,data/riverside_cats/TC3_riv.cat,Quod Troilus O goodly fresshe free,False,False,RIVERSIDE
god,goode,Troilus and Criseyde; Book III 264,data/riverside_cats/TC3_riv.cat,But goode brother do now as the oughte,False,False,RIVERSIDE
wise,wise,Troilus and Criseyde; Book III 327,data/riverside_cats/TC3_riv.cat,For wel woot I in wise folk that vice,False,False,RIVERSIDE
lef,leve,Troilus and Criseyde; Book III 330,data/riverside_cats/TC3_riv.cat,But now to purpos leve brother deere,False,False,RIVERSIDE
ded,dede,Troilus and Criseyde; Book III 352,data/riverside_cats/TC3_riv.cat,That han in wynter dede ben and dreye,False,False,RIVERSIDE
god,goode,Troilus and Criseyde; Book III 631,data/riverside_cats/TC3_riv.cat,But goode nece if I myghte evere plese,False,False,RIVERSIDE
muche,muche,Troilus and Criseyde; Book III 638,data/riverside_cats/TC3_riv.cat,Criseyde which that koude as muche good,False,False,RIVERSIDE
prive,pryve,Troilus and Criseyde; Book III 787,data/riverside_cats/TC3_riv.cat,Is thorugh a goter by a pryve wente,False,False,RIVERSIDE
god,goode,Troilus and Criseyde; Book III 975,data/riverside_cats/TC3_riv.cat,Now doth hym sitte goode nece deere,False,False,RIVERSIDE
gret,grete,Troilus and Criseyde; Book III 992,data/riverside_cats/TC3_riv.cat,Youre grete trouthe and servise every day,False,False,RIVERSIDE
bitter,bittre,Troilus and Criseyde; Book III 1215,data/riverside_cats/TC3_riv.cat,Ful bittre drynke and for to han gladnesse,False,False,RIVERSIDE
juste,juste,Troilus and Criseyde; Book III 1227,data/riverside_cats/TC3_riv.cat,As she that juste cause hadde hym to triste,False,False,RIVERSIDE
fresh,fresshe,Troilus and Criseyde; Book III 1296,data/riverside_cats/TC3_riv.cat,For certes fresshe wommanliche wif,False,False,RIVERSIDE
foul,foule,Troilus and Criseyde; Book III 1321,data/riverside_cats/TC3_riv.cat,Awey thow foule daunger and thow feere,False,False,RIVERSIDE
neue,newe,Troilus and Criseyde; Book III 1404,data/riverside_cats/TC3_riv.cat,And fallen in a newe joye anoon,False,False,RIVERSIDE
neue,newe,Troilus and Criseyde; Book III 1654,data/riverside_cats/TC3_riv.cat,But now I feele a newe qualitee,False,False,RIVERSIDE
neue,newe,Troilus and Criseyde; Book IV 416,data/riverside_cats/TC4_riv.cat,And upon newe cas lith newe avys,False,False,RIVERSIDE
lef,leeve,Troilus and Criseyde; Book IV 458,data/riverside_cats/TC4_riv.cat,It lith nat in my power leeve brother,False,False,RIVERSIDE
blak,blake,Troilus and Criseyde; Book IV 779,data/riverside_cats/TC4_riv.cat,Shul blake ben in tokenyng herte swete,False,False,RIVERSIDE
lef,leeve,Troilus and Criseyde; Book IV 926,data/riverside_cats/TC4_riv.cat,And nought encresse leeve nece swete,False,False,RIVERSIDE
bitter,bittre,Troilus and Criseyde; Book IV 1136,data/riverside_cats/TC4_riv.cat,As bittre weren out of teris kynde,False,False,RIVERSIDE
fresh,fresshe,Troilus and Criseyde; Book V 244,data/riverside_cats/TC5_riv.cat,Shal ben youre fresshe wommanliche face,False,False,RIVERSIDE
lef,leve,Troilus and Criseyde; Book V 307,data/riverside_cats/TC5_riv.cat,My swerd myn helm and leve brother deere,False,False,RIVERSIDE
fin,fyne,Troilus and Criseyde; Book V 421,data/riverside_cats/TC5_riv.cat,But syn of fyne force I mot arise,False,False,RIVERSIDE
olde,olde,Troilus and Criseyde; Book V 470,data/riverside_cats/TC5_riv.cat,The lettres ek that she of olde tyme,False,False,RIVERSIDE
lef,leve,Troilus and Criseyde; Book V 477,data/riverside_cats/TC5_riv.cat,And seyde Leve brother Pandarus,False,False,RIVERSIDE
god,goode,Troilus and Criseyde; Book V 572,data/riverside_cats/TC5_riv.cat,Now goode swete love me wel I preye,False,False,RIVERSIDE
wise,wise,Troilus and Criseyde; Book V 790,data/riverside_cats/TC5_riv.cat,For wise folk in bookes it expresse,False,False,RIVERSIDE
long,longe,Troilus and Criseyde; Book V 851,data/riverside_cats/TC5_riv.cat,And after this withouten longe lette,False,False,RIVERSIDE
wise,wise,Troilus and Criseyde; Book V 904,data/riverside_cats/TC5_riv.cat,What Wene ye youre wise fader wolde,False,False,RIVERSIDE
bright,brighte,Troilus and Criseyde; Book V 1022,data/riverside_cats/TC5_riv.cat,Inwith hire fadres faire brighte tente,False,False,RIVERSIDE
bai,baye,Troilus and Criseyde; Book V 1038,data/riverside_cats/TC5_riv.cat,That she hym yaf the faire baye stede,False,False,RIVERSIDE
neue,newe,Troilus and Criseyde; Book V 1148,data/riverside_cats/TC5_riv.cat,Almoost ywys al newe was my care,False,False,RIVERSIDE
wod,woode,Troilus and Criseyde; Book V 1213,data/riverside_cats/TC5_riv.cat,Which that men clepeth woode jalousie,False,False,RIVERSIDE
gret,grete,Troilus and Criseyde; Book V 1250,data/riverside_cats/TC5_riv.cat,The blysful goddes thorugh here grete myght,False,False,RIVERSIDE
neue,newe,Troilus and Criseyde; Book V 1255,data/riverside_cats/TC5_riv.cat,What newe lust what beaute what science,False,False,RIVERSIDE
juste,juste,Troilus and Criseyde; Book V 1256,data/riverside_cats/TC5_riv.cat,What wratthe of juste cause have ye to me,False,False,RIVERSIDE
neue,newe,Troilus and Criseyde; Book V 1269,data/riverside_cats/TC5_riv.cat,I fele now so sharp a newe peyne,False,False,RIVERSIDE
long,longe,Troilus and Criseyde; Book V 1325,data/riverside_cats/TC5_riv.cat,As ye wel knowe how longe tyme agon,False,False,RIVERSIDE
fair,faire,Troilus and Criseyde; Book V 1412,data/riverside_cats/TC5_riv.cat,And fareth wel goodly faire fresshe may,False,False,RIVERSIDE
fresh,fresshe,Troilus and Criseyde; Book V 1412,data/riverside_cats/TC5_riv.cat,And fareth wel goodly faire fresshe may,False,False,RIVERSIDE
prive,pryve,Sir Thopas 801,data/riverside_cats/Thop_riv.cat,That he foond in a pryve woon,False,False,RIVERSIDE
ouen,owene,The Wife of Bath's Prologue 68,data/riverside_cats/WBPro_riv.cat,He putte it in oure owene juggement,False,False,RIVERSIDE
olde,olde,The Wife of Bath's Prologue 235,data/riverside_cats/WBPro_riv.cat,Sire olde kaynard is this thyn array,False,False,RIVERSIDE
olde,olde,The Wife of Bath's Prologue 242,data/riverside_cats/WBPro_riv.cat,Sire olde lecchour lat thy japes be,False,False,RIVERSIDE
olde,olde,The Wife of Bath's Prologue 291,data/riverside_cats/WBPro_riv.cat,Til they be wedded olde dotard shrewe,False,False,RIVERSIDE
fair,faire,The Wife of Bath's Prologue 296,data/riverside_cats/WBPro_riv.cat,And clepe me faire dame in every place,False,False,RIVERSIDE
olde,olde,The Wife of Bath's Prologue 331,data/riverside_cats/WBPro_riv.cat,For certeyn olde dotard by youre leve,False,False,RIVERSIDE
god,goode,The Wife of Bath's Prologue 431,data/riverside_cats/WBPro_riv.cat,Thanne wolde I seye Goode lief taak keep,False,False,RIVERSIDE
ouen,owene,The Wife of Bath's Prologue 449,data/riverside_cats/WBPro_riv.cat,But I wol kepe it for youre owene tooth,False,False,RIVERSIDE
queinte,queynte,The Wife of Bath's Prologue 516,data/riverside_cats/WBPro_riv.cat,In this matere a queynte fantasye,False,False,RIVERSIDE
prive,privee,The Wife of Bath's Prologue 620,data/riverside_cats/WBPro_riv.cat,And also in another privee place,False,False,RIVERSIDE
olde,olde,The Wife of Bath's Prologue 642,data/riverside_cats/WBPro_riv.cat,And me of olde Romayn geestes teche,False,False,RIVERSIDE
