headword,word,line_number,filename,context,is_elided,is_final,text_type
mo,mo,Parliament of Fowls 595,data/riverside_cats/PF_riv.cat,There been mo sterres God wot than a payre,False,False,RIVERSIDE
ful,ful,The Second Nun's Tale 403,data/riverside_cats/SNT_riv.cat,With aungels ful of cleernesse and of light,True,False,RIVERSIDE
mo,mo,The Squire's Tale 301,data/riverside_cats/SqT_riv.cat,And deyntees mo than been in my knowyng,False,False,RIVERSIDE
bleu,blew,Troilus and Criseyde; Book II 51,data/riverside_cats/TC2_riv.cat,That fresshe floures blew and white and rede,True,False,RIVERSIDE
tough,tough,Troilus and Criseyde; Book II 1025,data/riverside_cats/TC2_riv.cat,As make it with thise argumentes tough,False,True,RIVERSIDE
sori,sory,Troilus and Criseyde; Book II 1351,data/riverside_cats/TC2_riv.cat,So were his dayes sory outher gladde,True,False,RIVERSIDE
mo,mo,Troilus and Criseyde; Book II 1405,data/riverside_cats/TC2_riv.cat,To telle in short withouten wordes mo,False,True,RIVERSIDE
ful,ful,Troilus and Criseyde; Book III 1381,data/riverside_cats/TC3_riv.cat,Tho besy wrecches ful of wo and drede,True,False,RIVERSIDE
hot,hotter,Troilus and Criseyde; Book IV 337,data/riverside_cats/TC4_riv.cat,A thousand sikes hotter than the gleede,False,False,RIVERSIDE
neue,new,Troilus and Criseyde; Book IV 339,data/riverside_cats/TC4_riv.cat,Medled with pleyntes new his wo to feede,True,False,RIVERSIDE
mo,mo,Troilus and Criseyde; Book IV 500,data/riverside_cats/TC4_riv.cat,Withouten wordes mo I wol be ded,True,False,RIVERSIDE
salt,salt,Troilus and Criseyde; Book IV 1172,data/riverside_cats/TC4_riv.cat,And with his teeris salt hire brest byreyned,True,False,RIVERSIDE
ful,ful,Troilus and Criseyde; Book IV 1486,data/riverside_cats/TC4_riv.cat,Among the Grekis ful of worthynesse,True,False,RIVERSIDE
bright,bright,Troilus and Criseyde; Book V 643,data/riverside_cats/TC5_riv.cat,The gydyng of thi bemes bright an houre,True,False,RIVERSIDE
heigh,heigh,Troilus and Criseyde; Book V 730,data/riverside_cats/TC5_riv.cat,Biheld the toures heigh and ek the halles,True,False,RIVERSIDE
mo,mo,Troilus and Criseyde; Book V 764,data/riverside_cats/TC5_riv.cat,For which withouten any wordes mo,False,True,RIVERSIDE
prest,prest,Troilus and Criseyde; Book V 800,data/riverside_cats/TC5_riv.cat,Was in his nedes prest and corageous,True,False,RIVERSIDE
mo,mo,Troilus and Criseyde; Book V 1263,data/riverside_cats/TC5_riv.cat,Who shal now trowe on any othes mo,False,True,RIVERSIDE
broun,broun,Sir Thopas 733,data/riverside_cats/Thop_riv.cat,Of Brugges were his hosen broun,False,True,RIVERSIDE
mo,mo,The Wife of Bath's Prologue 36,data/riverside_cats/WBPro_riv.cat,I trowe he hadde wyves mo than oon,False,False,RIVERSIDE
mo,mo,The Wife of Bath's Prologue 57,data/riverside_cats/WBPro_riv.cat,And ech of hem hadde wyves mo than two,False,False,RIVERSIDE
mo,mo,The Wife of Bath's Prologue 179,data/riverside_cats/WBPro_riv.cat,For I shal telle ensamples mo than ten,False,False,RIVERSIDE
mo,mo,The Wife of Bath's Prologue 686,data/riverside_cats/WBPro_riv.cat,He knew of hem mo legendes and lyves,False,False,RIVERSIDE
worth,worth,The Wife of Bath's Prologue 708,data/riverside_cats/WBPro_riv.cat,Of Venus werkes worth his olde sho,True,False,RIVERSIDE
mo,mo,The Wife of Bath's Prologue 773,data/riverside_cats/WBPro_riv.cat,And therwithal he knew of mo proverbes,False,False,RIVERSIDE
mo,mo,The Wife of Bath's Tale 864,data/riverside_cats/WBT_riv.cat,But now kan no man se none elves mo,False,True,RIVERSIDE
