headword,word,line_number,filename,context,is_elided,is_final,text_type
heigh,heigh,The Monk's Tale 2114,data/riverside_cats/MkT_riv.cat,What for his strengthe and for his heigh bountee,False,False,RIVERSIDE
ouen,owen,Troilus and Criseyde; Book IV 405,data/riverside_cats/TC4_riv.cat,Forthi be glad myn owen deere brother,False,False,RIVERSIDE
ouen,owen,Troilus and Criseyde; Book IV 1089,data/riverside_cats/TC4_riv.cat,Hastow swich lust to ben thyn owen fo,False,False,RIVERSIDE
ouen,owen,Troilus and Criseyde; Book IV 1449,data/riverside_cats/TC4_riv.cat,Dwelle rather here myn owen swete herte,False,False,RIVERSIDE
half,half,The General Prologue 8,data/riverside_cats/GP_riv.cat,Hath in the Ram his half cours yronne,False,False,RIVERSIDE
heigh,heigh,The General Prologue 316,data/riverside_cats/GP_riv.cat,For his science and for his heigh renoun,False,False,RIVERSIDE
heigh,heigh,The Pardoner's Tale 913,data/riverside_cats/PardT_riv.cat,I yow assoille by myn heigh power,False,False,RIVERSIDE
wise,wys,The Franklin's Tale 871,data/riverside_cats/FranT_riv.cat,Of swich a parfit wys God and a stable,False,False,RIVERSIDE
foul,foul,The Franklin's Tale 1396,data/riverside_cats/FranT_riv.cat,To been defouled with mannes foul delit,False,False,RIVERSIDE
quik,quykkest,The Franklin's Tale 1502,data/riverside_cats/FranT_riv.cat,Amydde the toun right in the quykkest strete,False,False,RIVERSIDE
fair,fair,Sir Thopas 832,data/riverside_cats/Thop_riv.cat,And thurgh his fair berynge,False,False,RIVERSIDE
