headword,word,line_number,filename,context,is_elided,is_final,text_type
lef,leve,Troilus and Criseyde; Book II 251,data/riverside_cats/TC2_riv.cat,And seyde Gladly leve nece dere,False,False,RIVERSIDE
dere,dere,Troilus and Criseyde; Book II 251,data/riverside_cats/TC2_riv.cat,And seyde Gladly leve nece dere,False,True,RIVERSIDE
neue,newe,Troilus and Criseyde; Book II 305,data/riverside_cats/TC2_riv.cat,And though my tale as now be to yow newe,False,True,RIVERSIDE
treu,trewe,Troilus and Criseyde; Book II 306,data/riverside_cats/TC2_riv.cat,Yet trist alwey ye shal me fynde trewe,False,True,RIVERSIDE
wise,wise,Troilus and Criseyde; Book II 317,data/riverside_cats/TC2_riv.cat,The goode wise worthi fresshe and free,False,False,RIVERSIDE
fresh,fresshe,Troilus and Criseyde; Book II 317,data/riverside_cats/TC2_riv.cat,The goode wise worthi fresshe and free,True,False,RIVERSIDE
fre,free,Troilus and Criseyde; Book II 317,data/riverside_cats/TC2_riv.cat,The goode wise worthi fresshe and free,False,True,RIVERSIDE
dere,deere,Troilus and Criseyde; Book II 330,data/riverside_cats/TC2_riv.cat,Allas he which that is my lord so deere,False,True,RIVERSIDE
treu,trewe,Troilus and Criseyde; Book II 339,data/riverside_cats/TC2_riv.cat,That is so trewe and worthi as ye se,True,False,RIVERSIDE
wikke,wikke,Troilus and Criseyde; Book II 458,data/riverside_cats/TC2_riv.cat,As men ben cruel in hemself and wikke,False,True,RIVERSIDE
dere,dere,Troilus and Criseyde; Book II 474,data/riverside_cats/TC2_riv.cat,No wis quod he myn owen nece dere,False,True,RIVERSIDE
dere,deere,Troilus and Criseyde; Book II 494,data/riverside_cats/TC2_riv.cat,Ye doutelees quod she myn uncle deere,False,True,RIVERSIDE
long,longe,Troilus and Criseyde; Book II 507,data/riverside_cats/TC2_riv.cat,This other day naught gon ful longe while,False,False,RIVERSIDE
juste,juste,Troilus and Criseyde; Book II 527,data/riverside_cats/TC2_riv.cat,Ledest the fyn by juste purveiaunce,False,False,RIVERSIDE
ded,dede,Troilus and Criseyde; Book II 539,data/riverside_cats/TC2_riv.cat,That men hem wrien with asshen pale and dede,False,True,RIVERSIDE
pale,pale,Troilus and Criseyde; Book II 551,data/riverside_cats/TC2_riv.cat,But though that he for wo was pale and wan,True,False,RIVERSIDE
fresh,fresshe,Troilus and Criseyde; Book II 552,data/riverside_cats/TC2_riv.cat,Yet made he tho as fresshe a countenaunce,True,False,RIVERSIDE
dere,dere,Troilus and Criseyde; Book II 591,data/riverside_cats/TC2_riv.cat,O mercy dere nece anon quod he,False,False,RIVERSIDE
dere,dere,Troilus and Criseyde; Book II 594,data/riverside_cats/TC2_riv.cat,Now beth naught wroth my blood my nece dere,False,True,RIVERSIDE
noble,noble,Troilus and Criseyde; Book II 647,data/riverside_cats/TC2_riv.cat,That to byholde it was a noble game,False,False,RIVERSIDE
pure,pure,Troilus and Criseyde; Book II 656,data/riverside_cats/TC2_riv.cat,And with that thought for pure ashamed she,True,False,RIVERSIDE
long,longe,Troilus and Criseyde; Book II 722,data/riverside_cats/TC2_riv.cat,And ek I knowe of longe tyme agon,False,False,RIVERSIDE
nice,nyce,Troilus and Criseyde; Book II 723,data/riverside_cats/TC2_riv.cat,His thewes goode and that he is nat nyce,False,True,RIVERSIDE
juste,juste,Troilus and Criseyde; Book II 727,data/riverside_cats/TC2_riv.cat,That he may make avaunt by juste cause,False,False,RIVERSIDE
ofte,ofte,Troilus and Criseyde; Book II 765,data/riverside_cats/TC2_riv.cat,In March that chaungeth ofte tyme his face,False,False,RIVERSIDE
fre,free,Troilus and Criseyde; Book II 771,data/riverside_cats/TC2_riv.cat,That thought was this Allas Syn I am free,False,True,RIVERSIDE
nice,nice,Troilus and Criseyde; Book II 780,data/riverside_cats/TC2_riv.cat,For evere som mystrust or nice strif,False,False,RIVERSIDE
ofte,ofte,Troilus and Criseyde; Book II 792,data/riverside_cats/TC2_riv.cat,How ofte tyme hath it yknowen be,False,False,RIVERSIDE
dere,deere,Troilus and Criseyde; Book II 808,data/riverside_cats/TC2_riv.cat,Nothyng n acheveth be hym looth or deere,False,True,RIVERSIDE
large,large,Troilus and Criseyde; Book II 820,data/riverside_cats/TC2_riv.cat,This yerd was large and rayled alle th aleyes,True,False,RIVERSIDE
humble,humble,Troilus and Criseyde; Book II 828,data/riverside_cats/TC2_riv.cat,Ben humble subgit trewe in myn entente,False,False,RIVERSIDE
treu,trewe,Troilus and Criseyde; Book II 828,data/riverside_cats/TC2_riv.cat,Ben humble subgit trewe in myn entente,True,False,RIVERSIDE
nice,nyce,Troilus and Criseyde; Book II 857,data/riverside_cats/TC2_riv.cat,He outher is envyous or right nyce,False,True,RIVERSIDE
dim,dymme,Troilus and Criseyde; Book II 908,data/riverside_cats/TC2_riv.cat,And white thynges wexen dymme and donne,True,False,RIVERSIDE
don,donne,Troilus and Criseyde; Book II 908,data/riverside_cats/TC2_riv.cat,And white thynges wexen dymme and donne,False,True,RIVERSIDE
wise,wise,Troilus and Criseyde; Book II 917,data/riverside_cats/TC2_riv.cat,Reherce it nedeth nought for ye ben wise,False,True,RIVERSIDE
grene,grene,Troilus and Criseyde; Book II 918,data/riverside_cats/TC2_riv.cat,A nyghtyngale upon a cedre grene,False,True,RIVERSIDE
shene,shene,Troilus and Criseyde; Book II 920,data/riverside_cats/TC2_riv.cat,Ful loude song ayein the moone shene,False,True,RIVERSIDE
kinde,kynde,Troilus and Criseyde; Book II 970,data/riverside_cats/TC2_riv.cat,And spreden on hire kynde cours by rowe,False,False,RIVERSIDE
dere,deere,Troilus and Criseyde; Book II 972,data/riverside_cats/TC2_riv.cat,This Troilus and seyde O Venus deere,False,True,RIVERSIDE
softe,softe,Troilus and Criseyde; Book II 1028,data/riverside_cats/TC2_riv.cat,And if thow write a goodly word al softe,False,True,RIVERSIDE
sharp,sharpe,Troilus and Criseyde; Book II 1034,data/riverside_cats/TC2_riv.cat,Were his nayles poynted nevere so sharpe,False,True,RIVERSIDE
humble,humble,Troilus and Criseyde; Book II 1069,data/riverside_cats/TC2_riv.cat,And in ful humble wise as in his speche,False,False,RIVERSIDE
god,goode,Troilus and Criseyde; Book II 1203,data/riverside_cats/TC2_riv.cat,Now goode nece be it nevere so lite,False,False,RIVERSIDE
lite,lite,Troilus and Criseyde; Book II 1203,data/riverside_cats/TC2_riv.cat,Now goode nece be it nevere so lite,False,True,RIVERSIDE
dere,deere,Troilus and Criseyde; Book II 1210,data/riverside_cats/TC2_riv.cat,Now for the love of me my nece deere,False,True,RIVERSIDE
bonde,bonde,Troilus and Criseyde; Book II 1223,data/riverside_cats/TC2_riv.cat,She nolde nought ne make hireselven bonde,False,True,RIVERSIDE
nice,nyce,Troilus and Criseyde; Book II 1286,data/riverside_cats/TC2_riv.cat,Lat be youre nyce shame and youre folie,False,False,RIVERSIDE
glad,gladde,Troilus and Criseyde; Book II 1351,data/riverside_cats/TC2_riv.cat,So were his dayes sory outher gladde,False,True,RIVERSIDE
dere,dere,Troilus and Criseyde; Book II 1359,data/riverside_cats/TC2_riv.cat,And seyde Lord and frend and brother dere,False,True,RIVERSIDE
gret,grete,Troilus and Criseyde; Book II 1403,data/riverside_cats/TC2_riv.cat,Which hadde his lord and grete frend ben ay,False,False,RIVERSIDE
dere,dere,Troilus and Criseyde; Book II 1431,data/riverside_cats/TC2_riv.cat,Quod Pandarus if ye my lord so dere,False,True,RIVERSIDE
dere,deere,Troilus and Criseyde; Book II 1476,data/riverside_cats/TC2_riv.cat,But for the love of God myn uncle deere,False,True,RIVERSIDE
sobre,sobre,Troilus and Criseyde; Book II 1592,data/riverside_cats/TC2_riv.cat,For which with sobre cheere hire herte lough,False,False,RIVERSIDE
treu,trewe,Troilus and Criseyde; Book II 1610,data/riverside_cats/TC2_riv.cat,If that I may and alle folk be trewe,False,True,RIVERSIDE
lite,lite,Troilus and Criseyde; Book II 1646,data/riverside_cats/TC2_riv.cat,But wel ye woot the chaumbre is but lite,False,True,RIVERSIDE
straunge,straunge,Troilus and Criseyde; Book II 1660,data/riverside_cats/TC2_riv.cat,And ek for she is straunge he wol forbere,False,False,RIVERSIDE
softe,softe,Troilus and Criseyde; Book II 1667,data/riverside_cats/TC2_riv.cat,Eleyne in al hire goodly softe wyse,False,False,RIVERSIDE
fair,faire,Troilus and Criseyde; Book II 1670,data/riverside_cats/TC2_riv.cat,Now faire brother beth al hool I preye,False,False,RIVERSIDE
dere,deere,Troilus and Criseyde; Book II 1693,data/riverside_cats/TC2_riv.cat,Deiphebus and my suster lief and deere,False,True,RIVERSIDE
grene,greene,Troilus and Criseyde; Book II 1705,data/riverside_cats/TC2_riv.cat,Downward a steire into an herber greene,False,True,RIVERSIDE
dere,deere,Troilus and Criseyde; Book II 1724,data/riverside_cats/TC2_riv.cat,Quod tho Criseyde Go we uncle deere,False,True,RIVERSIDE
olde,olde,The Summoner's Tale 1725,data/riverside_cats/SumT_riv.cat,Hir freendes soules as wel olde as yonge,True,False,RIVERSIDE
yong,yonge,The Summoner's Tale 1725,data/riverside_cats/SumT_riv.cat,Hir freendes soules as wel olde as yonge,False,True,RIVERSIDE
lef,leeve,The Summoner's Tale 1751,data/riverside_cats/SumT_riv.cat,A dagon of youre blanket leeve dame,False,False,RIVERSIDE
dere,deere,The Summoner's Tale 1752,data/riverside_cats/SumT_riv.cat,Oure suster deere lo Heere I write youre name,False,False,RIVERSIDE
dere,deere,The Summoner's Tale 1762,data/riverside_cats/SumT_riv.cat,Pees quod oure Hoost for Cristes mooder deere,False,True,RIVERSIDE
gret,grete,The Summoner's Tale 1813,data/riverside_cats/SumT_riv.cat,But of youre grete goodnesse by youre leve,False,False,RIVERSIDE
slou,slowe,The Summoner's Tale 1816,data/riverside_cats/SumT_riv.cat,Thise curatz been ful necligent and slowe,False,True,RIVERSIDE
softe,softe,The Summoner's Tale 1840,data/riverside_cats/SumT_riv.cat,And of youre softe breed nat but a shyvere,False,False,RIVERSIDE
clene,clene,The Summoner's Tale 1879,data/riverside_cats/SumT_riv.cat,Whoso wol preye he moot faste and be clene,False,True,RIVERSIDE
lene,lene,The Summoner's Tale 1880,data/riverside_cats/SumT_riv.cat,And fatte his soule and make his body lene,False,True,RIVERSIDE
god,goode,The Summoner's Tale 1882,data/riverside_cats/SumT_riv.cat,Suffisen us though they be nat ful goode,False,True,RIVERSIDE
sobre,sobre,The Summoner's Tale 1902,data/riverside_cats/SumT_riv.cat,But they be sobre that for the peple preye,False,False,RIVERSIDE
povre,povere,The Summoner's Tale 1923,data/riverside_cats/SumT_riv.cat,Blessed be they that povere in spirit been,True,False,RIVERSIDE
humble,humble,The Summoner's Tale 1936,data/riverside_cats/SumT_riv.cat,But we that humble been and chaast and poore,False,False,RIVERSIDE
povre,poore,The Summoner's Tale 1936,data/riverside_cats/SumT_riv.cat,But we that humble been and chaast and poore,False,True,RIVERSIDE
chaste,chaste,The Summoner's Tale 1940,data/riverside_cats/SumT_riv.cat,Of charitable and chaste bisy freres,False,False,RIVERSIDE
lite,lyte,The Summoner's Tale 1962,data/riverside_cats/SumT_riv.cat,Youre maladye is for we han to lyte,False,True,RIVERSIDE
ouen,owene,The Summoner's Tale 1977,data/riverside_cats/SumT_riv.cat,And for to buylden Cristes owene chirche,False,False,RIVERSIDE
mek,meke,The Summoner's Tale 1984,data/riverside_cats/SumT_riv.cat,Youre wyf that is so meke and pacient,True,False,RIVERSIDE
muche,muche,The Summoner's Tale 2011,data/riverside_cats/SumT_riv.cat,I koude of ire seye so muche sorwe,False,False,RIVERSIDE
povre,povre,The Summoner's Tale 2076,data/riverside_cats/SumT_riv.cat,But if it be unto a povre man,False,False,RIVERSIDE
povre,povre,The Summoner's Tale 2077,data/riverside_cats/SumT_riv.cat,To a povre man men sholde his vices telle,False,False,RIVERSIDE
lef,leeve,The Summoner's Tale 2089,data/riverside_cats/SumT_riv.cat,Now Thomas leeve brother lef thyn ire,False,False,RIVERSIDE
wilde,wilde,The Summoner's Tale 2160,data/riverside_cats/SumT_riv.cat,He looked as it were a wilde boor,False,False,RIVERSIDE
povre,povre,The Summoner's Tale 2178,data/riverside_cats/SumT_riv.cat,That in this world is noon so povre a page,True,False,RIVERSIDE
proud,proude,The Summoner's Tale 2227,data/riverside_cats/SumT_riv.cat,O nyce proude cherl I shrewe his face,False,False,RIVERSIDE
hard,harde,The Summoner's Tale 2228,data/riverside_cats/SumT_riv.cat,Lo sires quod the lord with harde grace,False,False,RIVERSIDE
noble,noble,The Summoner's Tale 2265,data/riverside_cats/SumT_riv.cat,Youre noble confessour there God hym save,False,False,RIVERSIDE
neue,newe,The Summoner's Tale 2293,data/riverside_cats/SumT_riv.cat,And Jankyn hath ywonne a newe gowne,False,False,RIVERSIDE
dere,deere,The Clerk's Tale 101,data/riverside_cats/ClT_riv.cat,Yet for as muche as ye my lord so deere,False,True,RIVERSIDE
grene,grene,The Clerk's Tale 120,data/riverside_cats/ClT_riv.cat,And thogh youre grene youthe floure as yit,False,False,RIVERSIDE
heigh,hye,The Clerk's Tale 135,data/riverside_cats/ClT_riv.cat,And taak a wyf for hye Goddes sake,False,False,RIVERSIDE
straunge,straunge,The Clerk's Tale 138,data/riverside_cats/ClT_riv.cat,And that a straunge successour sholde take,False,False,RIVERSIDE
mek,meeke,The Clerk's Tale 141,data/riverside_cats/ClT_riv.cat,Hir meeke preyere and hir pitous cheere,False,False,RIVERSIDE
dere,deere,The Clerk's Tale 143,data/riverside_cats/ClT_riv.cat,Ye wol quod he myn owene peple deere,False,True,RIVERSIDE
selde,seelde,The Clerk's Tale 146,data/riverside_cats/ClT_riv.cat,That seelde tyme is founde in mariage,False,False,RIVERSIDE
fre,free,The Clerk's Tale 147,data/riverside_cats/ClT_riv.cat,Ther I was free I moot been in servage,True,False,RIVERSIDE
treu,trewe,The Clerk's Tale 148,data/riverside_cats/ClT_riv.cat,But nathelees I se youre trewe entente,True,False,RIVERSIDE
humble,humble,The Clerk's Tale 186,data/riverside_cats/ClT_riv.cat,And they with humble entente buxomly,True,False,RIVERSIDE
povre,povre,The Clerk's Tale 200,data/riverside_cats/ClT_riv.cat,In which that povre folk of that village,False,False,RIVERSIDE
povre,povre,The Clerk's Tale 204,data/riverside_cats/ClT_riv.cat,Amonges thise povre folk ther dwelte a man,False,False,RIVERSIDE
tender,tendre,The Clerk's Tale 218,data/riverside_cats/ClT_riv.cat,But thogh this mayde tendre were of age,False,False,RIVERSIDE
ripe,rype,The Clerk's Tale 220,data/riverside_cats/ClT_riv.cat,Ther was enclosed rype and sad corage,True,False,RIVERSIDE
povre,povre,The Clerk's Tale 222,data/riverside_cats/ClT_riv.cat,Hir olde povre fader fostred shee,False,False,RIVERSIDE
softe,softe,The Clerk's Tale 228,data/riverside_cats/ClT_riv.cat,And made hir bed ful hard and nothyng softe,False,True,RIVERSIDE
ofte,ofte,The Clerk's Tale 233,data/riverside_cats/ClT_riv.cat,Ful ofte sithe this markys sette his ye,False,False,RIVERSIDE
humble,humble,The Clerk's Tale 298,data/riverside_cats/ClT_riv.cat,And she with reverence in humble cheere,False,False,RIVERSIDE
lege,lige,The Clerk's Tale 310,data/riverside_cats/ClT_riv.cat,And art my feithful lige man ybore,False,False,RIVERSIDE
dere,deere,The Clerk's Tale 321,data/riverside_cats/ClT_riv.cat,I wol no thyng ye be my lord so deere,False,True,RIVERSIDE
dere,deere,The Clerk's Tale 334,data/riverside_cats/ClT_riv.cat,And tentifly she kepte hir fader deere,False,True,RIVERSIDE
pale,pale,The Clerk's Tale 340,data/riverside_cats/ClT_riv.cat,For which she looked with ful pale face,False,False,RIVERSIDE
sobre,sobre,The Clerk's Tale 366,data/riverside_cats/ClT_riv.cat,And forth he gooth with a ful sobre cheere,False,False,RIVERSIDE
smal,smale,The Clerk's Tale 382,data/riverside_cats/ClT_riv.cat,And sette hire ful of nowches grete and smale,False,True,RIVERSIDE
dere,deere,The Clerk's Tale 400,data/riverside_cats/ClT_riv.cat,To every wight she woxen is so deere,False,True,RIVERSIDE
digne,digne,The Clerk's Tale 411,data/riverside_cats/ClT_riv.cat,So benigne and so digne of reverence,True,False,RIVERSIDE
yong,yonge,The Clerk's Tale 419,data/riverside_cats/ClT_riv.cat,That men and wommen as wel yonge as olde,True,False,RIVERSIDE
olde,olde,The Clerk's Tale 419,data/riverside_cats/ClT_riv.cat,That men and wommen as wel yonge as olde,False,True,RIVERSIDE
wroth,wrothe,The Clerk's Tale 437,data/riverside_cats/ClT_riv.cat,Were wrothe she wolde bryngen hem aton,False,False,RIVERSIDE
wise,wise,The Clerk's Tale 438,data/riverside_cats/ClT_riv.cat,So wise and rype wordes hadde she,True,False,RIVERSIDE
long,longe,The Clerk's Tale 442,data/riverside_cats/ClT_riv.cat,Nat longe tyme after that this Grisild,False,False,RIVERSIDE
maide,mayde,The Clerk's Tale 446,data/riverside_cats/ClT_riv.cat,For though a mayde child coome al bifore,False,False,RIVERSIDE
sterne,stierne,The Clerk's Tale 465,data/riverside_cats/ClT_riv.cat,With stierne face and with ful trouble cheere,False,False,RIVERSIDE
trouble,trouble,The Clerk's Tale 465,data/riverside_cats/ClT_riv.cat,With stierne face and with ful trouble cheere,False,False,RIVERSIDE
povre,povere,The Clerk's Tale 467,data/riverside_cats/ClT_riv.cat,That I yow took out of youre povere array,True,False,RIVERSIDE
povre,povre,The Clerk's Tale 473,data/riverside_cats/ClT_riv.cat,That I yow took in povre estaat ful lowe,True,False,RIVERSIDE
dere,deere,The Clerk's Tale 479,data/riverside_cats/ClT_riv.cat,And though to me that ye be lief and deere,False,True,RIVERSIDE
ouen,owene,The Clerk's Tale 504,data/riverside_cats/ClT_riv.cat,Youre owene thyng werketh after youre wille,False,False,RIVERSIDE
mek,meke,The Clerk's Tale 538,data/riverside_cats/ClT_riv.cat,And as a lamb she sitteth meke and stille,True,False,RIVERSIDE
yong,yonge,The Clerk's Tale 567,data/riverside_cats/ClT_riv.cat,Have heer agayn youre litel yonge mayde,False,False,RIVERSIDE
dere,deere,The Clerk's Tale 578,data/riverside_cats/ClT_riv.cat,And hym presenteth with his doghter deere,False,True,RIVERSIDE
kinde,kynde,The Clerk's Tale 602,data/riverside_cats/ClT_riv.cat,But evere in oon ylike sad and kynde,False,True,RIVERSIDE
humble,humble,The Clerk's Tale 603,data/riverside_cats/ClT_riv.cat,As glad as humble as bisy in servyse,True,False,RIVERSIDE
ouen,owene,The Clerk's Tale 652,data/riverside_cats/ClT_riv.cat,Ye been oure lord dooth with youre owene thyng,False,False,RIVERSIDE
stable,stable,The Clerk's Tale 663,data/riverside_cats/ClT_riv.cat,Al youre plesance ferme and stable I holde,True,False,RIVERSIDE
treu,trewe,The Clerk's Tale 713,data/riverside_cats/ClT_riv.cat,The moore trewe if that it were possible,True,False,RIVERSIDE
povre,povre,The Clerk's Tale 724,data/riverside_cats/ClT_riv.cat,For he a povre womman wedded hadde,False,False,RIVERSIDE
riche,riche,The Clerk's Tale 776,data/riverside_cats/ClT_riv.cat,In riche array this mayden for to gyde,True,False,RIVERSIDE
digne,digne,The Clerk's Tale 818,data/riverside_cats/ClT_riv.cat,I ne heeld me nevere digne in no manere,True,False,RIVERSIDE
humble,humble,The Clerk's Tale 824,data/riverside_cats/ClT_riv.cat,But humble servant to youre worthynesse,False,False,RIVERSIDE
clene,clene,The Clerk's Tale 836,data/riverside_cats/ClT_riv.cat,A wydwe clene in body herte and al,True,False,RIVERSIDE
treu,trewe,The Clerk's Tale 838,data/riverside_cats/ClT_riv.cat,And am youre trewe wyf it is no drede,False,False,RIVERSIDE
neue,newe,The Clerk's Tale 841,data/riverside_cats/ClT_riv.cat,And of youre newe wyf God of his grace,False,False,RIVERSIDE
kinde,kynde,The Clerk's Tale 852,data/riverside_cats/ClT_riv.cat,O goode God How gentil and how kynde,False,True,RIVERSIDE
treu,trewe,The Clerk's Tale 855,data/riverside_cats/ClT_riv.cat,But sooth is seyd algate I fynde it trewe,False,True,RIVERSIDE
neue,newe,The Clerk's Tale 857,data/riverside_cats/ClT_riv.cat,Love is noght oold as whan that it is newe,False,True,RIVERSIDE
bar,bare,The Clerk's Tale 879,data/riverside_cats/ClT_riv.cat,Be seyn al bare wherfore I yow preye,False,False,RIVERSIDE
dere,deere,The Clerk's Tale 881,data/riverside_cats/ClT_riv.cat,Remembre yow myn owene lord so deere,False,True,RIVERSIDE
stille,stille,The Clerk's Tale 891,data/riverside_cats/ClT_riv.cat,Lat it be stille and bere it forth with thee,True,False,RIVERSIDE
bar,bare,The Clerk's Tale 895,data/riverside_cats/ClT_riv.cat,And in hir smok with heed and foot al bare,False,True,RIVERSIDE
povre,poure,The Clerk's Tale 904,data/riverside_cats/ClT_riv.cat,For out of doute this olde poure man,False,False,RIVERSIDE
rude,rude,The Clerk's Tale 916,data/riverside_cats/ClT_riv.cat,For rude was the clooth and moore of age,False,False,RIVERSIDE
tender,tendre,The Clerk's Tale 927,data/riverside_cats/ClT_riv.cat,No tendre mouth noon herte delicaat,False,False,RIVERSIDE
mek,meke,The Clerk's Tale 931,data/riverside_cats/ClT_riv.cat,And to hire housbonde evere meke and stable,True,False,RIVERSIDE
stable,stable,The Clerk's Tale 931,data/riverside_cats/ClT_riv.cat,And to hire housbonde evere meke and stable,False,True,RIVERSIDE
treu,trewe,The Clerk's Tale 937,data/riverside_cats/ClT_riv.cat,As womman kan ne kan been half so trewe,False,True,RIVERSIDE
neue,newe,The Clerk's Tale 942,data/riverside_cats/ClT_riv.cat,Was kouth eek that a newe markysesse,False,False,RIVERSIDE
noble,noble,The Clerk's Tale 945,data/riverside_cats/ClT_riv.cat,So noble array in al West Lumbardye,True,False,RIVERSIDE
humble,humble,The Clerk's Tale 949,data/riverside_cats/ClT_riv.cat,And she with humble herte and glad visage,False,False,RIVERSIDE
badde,badde,The Clerk's Tale 965,data/riverside_cats/ClT_riv.cat,Thogh thyn array be badde and yvel biseye,True,False,RIVERSIDE
tender,tendre,The Clerk's Tale 989,data/riverside_cats/ClT_riv.cat,Than is Grisilde and moore tendre of age,True,False,RIVERSIDE
neue,newe,The Clerk's Tale 997,data/riverside_cats/ClT_riv.cat,Delitynge evere in rumbul that is newe,False,True,RIVERSIDE
dere,deere,The Clerk's Tale 999,data/riverside_cats/ClT_riv.cat,Ay ful of clappyng deere ynogh a jane,False,False,RIVERSIDE
sad,sadde,The Clerk's Tale 1002,data/riverside_cats/ClT_riv.cat,Thus seyden sadde folk in that citee,False,False,RIVERSIDE
neue,newe,The Clerk's Tale 1005,data/riverside_cats/ClT_riv.cat,To han a newe lady of hir toun,False,False,RIVERSIDE
rude,rude,The Clerk's Tale 1012,data/riverside_cats/ClT_riv.cat,Thogh it were rude and somdeel eek torent,True,False,RIVERSIDE
povre,povre,The Clerk's Tale 1020,data/riverside_cats/ClT_riv.cat,That in so povre array was for to see,True,False,RIVERSIDE
povre,povre,The Clerk's Tale 1043,data/riverside_cats/ClT_riv.cat,As koude a povre fostred creature,False,False,RIVERSIDE
dere,dere,The Clerk's Tale 1056,data/riverside_cats/ClT_riv.cat,Now knowe I dere wyf thy stedfastnesse,False,False,RIVERSIDE
deinte,deyntee,The Clerk's Tale 1112,data/riverside_cats/ClT_riv.cat,That it was deyntee for to seen the cheere,False,False,RIVERSIDE
riche,riche,The Clerk's Tale 1118,data/riverside_cats/ClT_riv.cat,With a coroune of many a riche stoon,False,False,RIVERSIDE
grene,grene,The Clerk's Tale 1173,data/riverside_cats/ClT_riv.cat,I wol with lusty herte fressh and grene,False,True,RIVERSIDE
kinde,kynde,The Clerk's Tale 1187,data/riverside_cats/ClT_riv.cat,As of Grisildis pacient and kynde,False,True,RIVERSIDE
egre,egre,The Clerk's Tale 1199,data/riverside_cats/ClT_riv.cat,Beth egre as is a tygre yond in Ynde,True,False,RIVERSIDE
fre,fre,The Clerk's Tale 1209,data/riverside_cats/ClT_riv.cat,If thou be foul be fre of thy dispence,True,False,RIVERSIDE
