source_folder,file,line_number,target_syllables,oxford_text,green_scansion,generated_scansion,green_syllables,generated_syllables,BLANK_GENERATED,FEMININE
gold,GP_gold.csv,59,10,Whan they were wonne and in the Grete See,u S uS u S u S u S,u S ux Sx u S u Su S,10,10,0,0
gold,GP_gold.csv,60,10,At many a noble arive hadde he be,u Su S u Su S u S,u Sx u Su Sux Sx u S,10,10,0,0
gold,GP_gold.csv,61,10,At mortal batailles hadde he been fiftene,u Su SuS u S u Su,u Su SuS ux S u Sxx,11,10,0,1
gold,GP_gold.csv,63,10,In listes thries and ay had slain his foo,u Su S u S u S u S,u Sx uS u S u S u S,10,10,0,0
gold,GP_gold.csv,67,10,And evermore he hadde a soverein pris,u SuS u S u SuS u,u SuSx u Sx u Sxu S,11,10,0,1
gold,GP_gold.csv,74,10,His hors were goode but he was nat gay,u S uS u S u S u S,u S ux Su S u S u S,10,10,0,0
gold,GP_gold.csv,75,10,Of fustian he wered a gipoun,u Su S uS u Su,u SuS u Su S uS,9,10,0,0
gold,GP_gold.csv,76,10,And al bismotered with his habergeoun,u S uSuS u S uSu,u S uSxx u S uSuS,11,10,0,1
gold,GP_gold.csv,77,10,For he was late ycome from his viage,u S u Su Su S u S,u S u Sx uSx u S uSx,10,10,0,0
gold,GP_gold.csv,79,10,With him ther was his sone a yong Squyer,u S u S u Su S u S,u S u S u Sx u S uS,10,10,0,0
gold,GP_gold.csv,84,10,And wonderly delivere and greet of strengthe,u SuS uSu S u S u,u SuS uSxx u S u Sx,11,10,0,1
gold,GP_gold.csv,94,10,Wel coude he sitte on hors and faire ride,u Su S u S u S u S,u Sx u Sx u S u Su Sx,10,10,0,0
gold,GP_gold.csv,96,10,Juste and daunce and wel purtreye and write,uS u S u S uS u S,       ,10,0,1,0
gold,GP_gold.csv,102,10,At that time for him liste ride so,u S uS u S uS u S,u S ux S u Su Su S,10,10,0,0
gold,GP_gold.csv,104,10,A sheef of pecok arwes bright and kene,u S u SuSu S u S,u S u Su Su S u Sx,10,10,0,0
gold,GP_gold.csv,107,10,His arwes drouped noght with fetheres lowe,u Su Su S u SuS u,u Su Su S u Su Sx,11,10,0,1
gold,GP_gold.csv,109,10,A not heed hadde he with a broun visage,u Su S u S u S uS,u S u Sx u S u S uSx,10,10,0,0
gold,GP_gold.csv,118,10,Ther was also a nonne a Prioresse,u S uS u Su S uS,u S uS u Sx u SuSx,10,10,0,0
gold,GP_gold.csv,120,10,Hir gretteste ooth was but by Seinte Loy,u SuS u S u S u S,u Sux S u S u Su S,10,10,0,0
gold,GP_gold.csv,121,10,And she was cleped madame Eglentine,u S u Su Su SuS,u x S uS uSu SuSx,10,10,0,0
gold,GP_gold.csv,125,10,After the scole of Stratford atte Bowe,uS u Su S uS u S,uS u Sx u Su Su Sx,10,10,0,0
gold,GP_gold.csv,129,10,Ne wette hir fingres in hir sauce depe,u Su S uS u S u S,u Sx u Su S u Su Sx,10,10,0,0
gold,GP_gold.csv,130,10,Wel coud she carie a morsel and wel kepe,u S u Su S uS u S u,u S x uS u Su S u Sx,11,10,0,1
gold,GP_gold.csv,131,10,That no drope ne fille upon hir brest,u S uS u S uS u S,S u Sx u Sx uS u S,10,9,0,0
gold,GP_gold.csv,148,10,But sore weep she if oon of hem were deed,u S u S u S u S u S,u Sx u x S u S u Su S,10,10,0,0
gold,GP_gold.csv,152,10,Hir nose tretis hir eyen greye as glas,u Su Su S u S u S,u Sx uS u Su S u S,10,10,0,0
gold,GP_gold.csv,162,10,And after Amor vincit omnia,u Su Su Su Su,u Su Su Su SuS,9,10,0,0
gold,GP_gold.csv,163,10,Another Nonne with hire hadde she,uSu Su S uS u S,uSu Sx u Su Su S,10,10,0,0
gold,GP_gold.csv,168,10,Ful many a deintee hors hadde he in stable,u Su S uS u S u S u,u Sx u Su S ux S u Sx,11,10,0,1
gold,GP_gold.csv,170,10,Ginglen in a whistling wind as clere,uS u S uS u S uS,Su S u Su S u Sx,10,9,0,0
gold,GP_gold.csv,180,10,Is likned til a fish that is waterlees,u Su S u S u S uSu,u Sx u S u S u SuS,11,10,0,1
gold,GP_gold.csv,184,10,What sholde he studie and make himselven wood,u S u Su S u SuS u,u Sx u Su S ux Sux S,11,10,0,1
gold,GP_gold.csv,187,10,As Austin bit How shal the world be served,u Su S u S u S u Su,u Su S u S u S u Sx,11,10,0,1
gold,GP_gold.csv,188,10,Lat Austin have his swink to him reserved,u Su S u S u S uSu,u Su Sx u S u S uSx,11,10,0,1
gold,GP_gold.csv,190,10,Grehoundes he hadde as swift as fowl in flight,uSu S u S u S u S u,uSx u Sx u S u S u S,11,10,0,1
gold,GP_gold.csv,193,10,I seigh his sleves purfiled at the hond,u S u Su SuS u S u,u S u Su Sux S u S,11,10,0,1
gold,GP_gold.csv,196,10,He hadde of gold ywroght a curious pin,u S u S uS u Su S,       ,10,0,1,0
gold,GP_gold.csv,201,10,Hise eyen stepe and rollinge in his heed,uS u S u Su S u S,ux Su Sx u Sux S u S,10,10,0,0
gold,GP_gold.csv,206,10,A fat swan loved he best of any roost,u S u Su S u S uS u,u S u Sx u S u Su S,11,10,0,1
gold,GP_gold.csv,207,10,His palfrey was as broun as is a berie,u Su S u S u S u Su,u Su S u S u S u xS,11,10,0,1
gold,GP_gold.csv,208,10,A Frere ther was a wantowne and a merie,u S u S u Su S u Su,u Sx u S u Sux S u xS,11,10,0,1
gold,GP_gold.csv,211,10,So muche of daliaunce and fair langage,u Su S uS u S uS,u Sx u SuSx u S uSx,10,10,0,0
gold,GP_gold.csv,212,10,He hadde maad ful many a mariage,u Su S u Su S uS,u Sx u S uS u SuSx,10,10,0,0
gold,GP_gold.csv,214,10,Unto his ordre he was a noble post,uS u Su S u S u S,uS u Sx u S u Su S,10,10,0,0
gold,GP_gold.csv,215,10,Ful wel biloved and famulier was he,u S uSu S uSu S u,      ,11,0,1,1
gold,GP_gold.csv,220,10,For of his ordre he was licenciat,u S u Su S u SuS,u S u Sx u S uSuS,10,10,0,0
gold,GP_gold.csv,225,10,For unto a poure ordre for to yive,u Su S uS u S u S,u Su S ux Su S u Sx,10,10,0,0
gold,GP_gold.csv,229,10,For many a man so harde is of his herte,u Su S u S u S u S u,u Sx u S u Sx u S u Sx,11,10,0,1
gold,GP_gold.csv,230,10,He may nat wepe althogh him sore smerte,u S u Su Su S u S,u S u Sx uS u Su Sx,10,10,0,0
gold,GP_gold.csv,233,10,His tipet was ay farsed ful of knives,u Su S u Su S u Su,u Su S u Su S u Sx,11,10,0,1
gold,GP_gold.csv,236,10,Wel coude he singe and pleyen on a rote,u Su S u S u S u S,u Sx u Sx u Su S u Sx,10,10,0,0
gold,GP_gold.csv,237,10,Of yeddinges he bar outrely the pris,u SuS u S uSu S u,      ,11,0,1,1
gold,GP_gold.csv,240,10,He knew the tavernes wel in every toun,u S u SuS u S uS u,u S u Sux S u Sxu S,11,10,0,1
gold,GP_gold.csv,241,10,And every hostiler and tappestere,u Su SuS u SuS,u SuS uSu S uSxx,10,10,0,0
gold,GP_gold.csv,247,10,For to delen with no swich poraille,u S uS u S u SuS,S u Su S u S uSx,10,9,0,0
gold,GP_gold.csv,249,10,And overal ther as profit sholde arise,u SuS u S uS u Su,u Sxu S u Su Sx uSx,11,10,0,1
gold,GP_gold.csv,251,10,Ther was no man nowher so vertuous,u S u S uS u Su,u S u S uS u SuS,9,10,0,0
gold,GP_gold.csv,252,10,He was the beste beggere in his hous,u S u Su Su S u S,u S u Sx uSu S u S,10,10,0,0
gold,GP_gold.csv,254,10,Noon of his bretheren cam ther in his haunt,u S u SuS u S u S u,u S u Sux S u S u S,11,10,0,1
gold,GP_gold.csv,256,10,So plesaunt was his In principio,u Su S u S uSu,u Su S u S uSuS,9,10,0,0
gold,GP_gold.csv,269,10,His eyen twinkled in his heed aright,u S uS u S u Su,u Su Su S u S uS,9,10,0,0
gold,GP_gold.csv,271,10,This worthy limitour was cleped Huberd,u Su SuS u Su Su,u Su SuS u S uS,11,10,0,1
gold,GP_gold.csv,280,10,Wel coude he in eschaunge sheeldes selle,u Su S u Su Su S,u Sx u S uSu Su Sx,10,10,0,0
gold,GP_gold.csv,283,10,So estatly was he of his governaunce,u SuS u S u S uSu,u xSu S u S u SuSx,11,10,0,1
gold,GP_gold.csv,284,10,With his bargaines and with his chevisaunce,u S uSu S u S uSu,u S uSx u S u SuSx,11,10,0,1
gold,GP_gold.csv,292,10,Ful thredbar was his overest courtepy,u Su S u SuS uSu,u Su S u Sux SuS,11,10,0,1
gold,GP_gold.csv,293,10,For he had geten him yet no benefice,u S u Su S u S uSu,u S u Su S u S xuSx,11,10,0,1
gold,GP_gold.csv,295,10,For him was levere have at his beddes heed,u S u Su S u S uS u,u S u Sux Sx u S ux S,11,10,0,1
gold,GP_gold.csv,296,10,Twenty bokes clad in blak or reed,uS uS u S u S u,Su Su S u S u S,9,9,0,0
gold,GP_gold.csv,304,10,Of hem that yaf him wherwith to scoleye,u S u S u Su S uS,       ,10,0,1,0
gold,GP_gold.csv,315,10,He semed swich his wordes weren so wise,u Su S u Su Su S u,u Su S u Su Sx u Sx,11,10,0,1
gold,GP_gold.csv,323,10,Nowher so bisy a man as he ther nas,uS u Su S u S u S u,uS u Sx u S u S u S,11,10,0,1
gold,GP_gold.csv,324,10,And yet he semed bisier than he was,u S u Su Su S u S,u S u Sx uSu S u S,10,10,0,0
gold,GP_gold.csv,326,10,That from the time of king William were falle,u S u S u S uS u S,u S u Sx u S uSu xx Sx,10,10,0,0
gold,GP_gold.csv,334,10,Whit was his berd as is the dayesie,u S u S u S u Su,u S u S u S u SuS,9,10,0,0
gold,GP_gold.csv,337,10,To liven in delit was evere his wone,u Su S uS u Su S u,u Su S uS u Sxx u Sx,11,10,0,1
gold,GP_gold.csv,342,10,Seint Julian he was in his contree,u Su S u S u Su,u SuS u S u S uS,9,10,0,0
gold,GP_gold.csv,345,10,Withoute bake mete was nevere his hous,uSu S u S uS u S,uSx ux Su S uSx u S,10,10,0,0
gold,GP_gold.csv,346,10,Of fish and flesh and that so plenteous,u S u S u S u Su,u S u S u S u SuS,9,10,0,0
gold,GP_gold.csv,351,10,Ful many a fat partrich hadde he in muwe,u Su S u Su S u S u,u Sx u S uS ux S u Sx,11,10,0,1
gold,GP_gold.csv,352,10,And many a breem and many a luce in stuwe,u Su S u S uS u S u S,u Sx u S u Sx u Sx u Sx,12,10,0,0
gold,GP_gold.csv,357,10,At sessiouns ther was he lord and sire,u SuSu S u S u S u,u SuS u S u S u Sx,11,10,0,1
gold,GP_gold.csv,364,10,A Webbe a Dyere and a Tapicer,u Su S u S u SuS,u Sx u Sux S u SuS,10,10,0,0
gold,GP_gold.csv,365,10,Were with us eek clothed in o liveree,u S u S uS u S uSu,ux S u S uS u S uxS,11,10,0,1
gold,GP_gold.csv,379,10,And goon to vigilys al bifore,u S u SuS u SuS,S u S uSu S uSx,10,9,0,0
gold,GP_gold.csv,380,10,And have a mantel royalliche ybore,u Su S uS uS uS,u Sx u Su SuSx uSx,10,10,0,0
gold,GP_gold.csv,382,10,To boil the chiknes with the marybones,u S u Su S u SuSu,u S u Su S u SuSx,11,10,0,1
gold,GP_gold.csv,386,10,Maken mortreux and wel bake a pye,uS uS u S uS u S,Su Su S u Sx u S,10,9,0,0
gold,GP_gold.csv,388,10,That on his shine a mormal hadde he,u S u Su S uS u S,u S u Sx u Su Su S,10,10,0,0
gold,GP_gold.csv,393,10,In a gowne of falding to the knee,u S uS u Su S u S,S u Sx u Su S u S,10,9,0,0
gold,GP_gold.csv,398,10,Ful many a draughte of win had he ydrawe,u Su S u S u S u Su,u Sx u Sx u S u S uSx,11,10,0,1
gold,GP_gold.csv,401,10,If that he faught and had the hyer hond,u S u S u S u S u,u S u S u S u Su S,9,10,0,0
gold,GP_gold.csv,402,10,By water he sente hem hoom to every lond,u Su S u S u S uS u,u Su S ux S u x Sxu S,11,10,0,1
gold,GP_gold.csv,403,10,But of his craft to reken wel his tides,u S u S u Su S u Su,u S u S u Su S u Sx,11,10,0,1
gold,GP_gold.csv,404,10,His stremes and his daungers him bisides,u Su S u Su S uSu,u Su S u Su S uSx,11,10,0,1
gold,GP_gold.csv,408,10,With many a tempest hadde his berd been shake,u Su S uS u S u S u,u Su S ux Sx u S u Sx,11,10,0,1
gold,GP_gold.csv,409,10,He knew wel al the havenes as they were,u S u S u SuS u S u,u S u S u SuS u S xx,11,10,0,1
gold,GP_gold.csv,417,10,He kepte his pacient a ful greet del,u Su S uS u S u S,u Sx u SuS u S u S,10,10,0,0
gold,GP_gold.csv,420,10,Of hise images for his pacient,u Su SuS u S uS,u Sx uSu S u SuS,10,10,0,0
gold,GP_gold.csv,421,10,He knew the cause of everich maladie,u S u S u SuS uSu,u S u Sx u Sxu SuS,11,10,0,1
gold,GP_gold.csv,427,10,Ful redy hadde he hise apothecaries,u Su S u S uSuSu,u xx Sx u Sx uSuSuS,11,10,0,1
gold,GP_gold.csv,428,10,To sende him drogges and his letuaries,u S u Su S u SuS,      ,10,0,1,0
gold,GP_gold.csv,430,10,Hir frendshipe nas nat newe to biginne,u SuS u S u S uS,u Sux S u Su S uSx,10,10,0,0
gold,GP_gold.csv,431,10,Wel knew he the olde Esculapius,u S u S uS uSuS,u S u S ux SuSuS,10,10,0,0
gold,GP_gold.csv,432,10,And Deiscorides and eek Rufus,u SuSu S u Su,S uSuS u S uS,9,9,0,0
gold,GP_gold.csv,433,10,Olde Ypocras Haly and Galien,uS uSu Su S uS,ux SuS uS u SuS,10,10,0,0
gold,GP_gold.csv,434,10,Serapion Razis and Avicen,uSu Su S uSu,uSuS uS u SuS,9,10,0,0
gold,GP_gold.csv,435,10,Averrois Damascien and Constantin,uSu SuS u SuS,   ,10,0,1,0
gold,GP_gold.csv,437,10,Of his diet mesurable was he,u S u SuSu S u,     ,9,0,1,0
gold,GP_gold.csv,438,10,For it was of no superfluitee,u S u S u SuSu,S u S u S uSuS,9,9,0,0
gold,GP_gold.csv,445,10,For gold in phisik is a cordial,u S u Su S u Su,u S u Su S u SuS,9,10,0,0
gold,GP_gold.csv,446,10,Therfore he loved gold in special,uSu S uS u S uS,uSx u Su S u SuS,10,10,0,0
gold,GP_gold.csv,456,10,I dorste swere they weyeden ten pound,u Su Su S uS u S,u Su Sx u SuS u S,10,10,0,0
