folder,file,line_number,oxford_text,green_scansion,v2_scansion,ranked_scansion
in_progress,TC2_gui_in_progress.csv,Troilus and Criseyde; Book II 800,To plesen hem that jangle of love and demen,u Su S u Sx u Sx u Su,u Su S u Sx u Sx u Su,u Su S u Sx u Sx u Sx
in_progress,TC2_gui_in_progress.csv,Troilus and Criseyde; Book II 803,Al be for harm that folk hir freendes quemen,u S u S u S u Su Su,u S u S u S u Su Su,u S u S u S u Su Sx
in_progress,TC2_gui_in_progress.csv,Troilus and Criseyde; Book II 807,And seide He which that nothing undertaketh,u Sx u S u Su SuSu,u Sx u S u Su SuSu,u Sx u S u Su SuSx
in_progress,TC2_gui_in_progress.csv,Troilus and Criseyde; Book II 865,Or love the wers though wrecches on it cryen,u Sx u S u Su S u Su,u Sx u S u Su S u Su,u Sx u S u Sx u S uS
in_progress,TC3_gui_in_progress.csv,Troilus and Criseyde; Book III 27,And hie or lowe after a wight entendeth,u S u Sx uS u S uSu,u S u Sx uS u S uSu,u S u Sx uS u S uSx
in_progress,TC3_gui_in_progress.csv,Troilus and Criseyde; Book III 28,The joyes that he hath your might him sendeth,u Su S u S u S u Su,u Su S u S u S u Su,u Su S u S u S u Sx
in_progress,TC3_gui_in_progress.csv,Troilus and Criseyde; Book III 112,Now recche I never how sone that I deye,u Sx u Su S ux S u S,u Sx u Su S ux S u S,u Sx u S u Su S u S
in_progress,TC3_gui_in_progress.csv,Troilus and Criseyde; Book III 116,And poked ever his nece newe and newe,u Su Su S ux Sx u Sx,u Su Su S ux Sx u Sx,u Su S u Su Sx u Sx
gold,GP_gold.csv,11,So priketh hem nature in hir corages,u Su S uS u S uSu,u Su S uSx u S uSu,u Su S uSx u S uSx
gold,GP_gold.csv,12,Than longen folk to goon on pilgrimages,u Su S u S u SuSu,u Su S u S u SuSu,u Su S u S u SuSx
gold,GP_gold.csv,50,And ever honoured for his worthinesse,u Su SuS u S uSu,u Su SuS u S uSux,u Su Sux S u SuSx
gold,GP_gold.csv,57,Of Algezir and riden in Belmarie,u SuS u Su S uSu,u SuS u Su S uSu,u SuS u Sx u SuS
gold,GP_gold.csv,61,At mortal batailles hadde he been fiftene,u Su SuS u S u Su,u Su SuS ux S u Sux,u Su Sux Sx u S uSx
gold,GP_gold.csv,67,And evermore he hadde a soverein pris,u SuS u S u SuS u,u SuSx u Sx u SuS u,u SuSx u Sx u Sxu S
gold,GP_gold.csv,84,And wonderly delivere and greet of strengthe,u SuS uSu S u S u,u SuS uSux S u S ux,u SuS uSxx u S u Sx
gold,GP_gold.csv,107,His arwes drouped noght with fetheres lowe,u Su Su S u SuS u,u Su Su S u SuS ux,u Su Su S u Su Sx
gold,GP_gold.csv,168,Ful many a deintee hors hadde he in stable,u Su S uS u S u S u,u Su S uS u Sx u S ux,u Sx u Su S ux S u Sx
gold,GP_gold.csv,180,Is likned til a fish that is waterlees,u Su S u S u S uSu,u Su S u S u S uSu,u Sx u S u S u SuS
gold,GP_gold.csv,184,What sholde he studie and make himselven wood,u S u Su S u SuS u,u Sx u Su S ux SuS u,u Sx u Su S ux Sux S
gold,GP_gold.csv,187,As Austin bit How shal the world be served,u Su S u S u S u Su,u Su S u S u S u Su,u Su S u S u S u Sx
gold,GP_gold.csv,188,Lat Austin have his swink to him reserved,u Su S u S u S uSu,u Su Sx u S u S uSu,u Su Sx u S u S uSx
gold,GP_gold.csv,190,Grehoundes he hadde as swift as fowl in flight,uSu S u S u S u S u,uSu S ux S u S u S u,uSx u Sx u S u S u S
gold,GP_gold.csv,193,I seigh his sleves purfiled at the hond,u S u Su SuS u S u,u S u Su SuS u S u,u S u Su Sux S u S
gold,GP_gold.csv,206,A fat swan loved he best of any roost,u S u Su S u S uS u,u S u Su S u S uS u,u S u Sx u S u Su S
gold,GP_gold.csv,207,His palfrey was as broun as is a berie,u Su S u S u S u Su,u Su S u S u S u Su,u Su S u S u S u xS
gold,GP_gold.csv,208,A Frere ther was a wantowne and a merie,u S u S u Su S u Su,u Sx u S u Sux S u Su,u Sx u S u Sux S u xS
gold,GP_gold.csv,229,For many a man so harde is of his herte,u Su S u S u S u S u,u Su S u S ux S u S ux,u Sx u S u Sx u S u Sx
gold,GP_gold.csv,233,His tipet was ay farsed ful of knives,u Su S u Su S u Su,u Su S u Su S u Su,u Su S u Su S u Sx
gold,GP_gold.csv,237,Of yeddinges he bar outrely the pris,u SuS u S uSu S u,u SuS u S uSu S u,u Sux S u SuS u S
gold,GP_gold.csv,240,He knew the tavernes wel in every toun,u S u SuS u S uS u,u S u SuS u S uS u,u S u Sux S u Su S
gold,GP_gold.csv,249,And overal ther as profit sholde arise,u SuS u S uS u Su,u SuS u S uS ux Sux,u Sxu S u Su Sx uSx
gold,GP_gold.csv,254,Noon of his bretheren cam ther in his haunt,u S u SuS u S u S u,u S u SuS u S u S u,u S u Sux S u S u S
gold,GP_gold.csv,271,This worthy limitour was cleped Huberd,u Su SuS u Su Su,u Su SuS u Su Su,u Su SuS u S uS
gold,GP_gold.csv,283,So estatly was he of his governaunce,u SuS u S u S uSu,u SuS u S u S uSux,u xSu S u S u SuSx
gold,GP_gold.csv,284,With his bargaines and with his chevisaunce,u S uSu S u S uSu,u S uSu S u S uSux,u S uSx u S u SuSx
gold,GP_gold.csv,292,Ful thredbar was his overest courtepy,u Su S u SuS uSu,u Su S u SuS uSu,u Su S u Sux SuS
gold,GP_gold.csv,293,For he had geten him yet no benefice,u S u Su S u S uSu,u S u Su S u S uSux,u S u Sx u S u SuSx
gold,GP_gold.csv,295,For him was levere have at his beddes heed,u S u Su S u S uS u,u S u Sux Sx u S uS u,u S u Sux Sx u S ux S
gold,GP_gold.csv,315,He semed swich his wordes weren so wise,u Su S u Su Su S u,u Su S u Su Su S ux,u Su S u Su Sx u Sx
gold,GP_gold.csv,323,Nowher so bisy a man as he ther nas,uS u Su S u S u S u,uS u Su S u S u S u,uS u Sx u S u S u S
gold,GP_gold.csv,337,To liven in delit was evere his wone,u Su S uS u Su S u,u Su S uS u Sux S ux,u Su S uS u Sxx u Sx
gold,GP_gold.csv,351,Ful many a fat partrich hadde he in muwe,u Su S u Su S u S u,u Su S u Su Sx u S ux,u Sx u S uS ux S u Sx
gold,GP_gold.csv,356,Stood redy covered al the longe day,u Su SuS u S u S,u Su SuS u S ux S,u Su Sux S u Su S
gold,GP_gold.csv,365,Were with us eek clothed in o liveree,u S u S uS u S uSu,ux S u S uS u S uSu,ux S u S uS u S uxS
gold,GP_gold.csv,382,To boil the chiknes with the marybones,u S u Su S u SuSu,u S u Su S u SuSu,u S u Su S u SuSx
gold,GP_gold.csv,398,Ful many a draughte of win had he ydrawe,u Su S u S u S u Su,u Su S ux S u S u Sux,u Sx u Sx u S u S uSx
gold,GP_gold.csv,402,By water he sente hem hoom to every lond,u Su S u S u S uS u,u Su S ux S u S uS u,u Sx u Sx u S u Su S
gold,GP_gold.csv,403,But of his craft to reken wel his tides,u S u S u Su S u Su,u S u S u Su S u Su,u S u S u Su S u Sx
gold,GP_gold.csv,404,His stremes and his daungers him bisides,u Su S u Su S uSu,u Su S u Su S uSu,u Su S u Su S uSx
gold,GP_gold.csv,408,With many a tempest hadde his berd been shake,u Su S uS u S u S u,u Su S uS ux S u S ux,u Sx u Su Sx u S u Sx
gold,GP_gold.csv,409,He knew wel al the havenes as they were,u S u S u SuS u S u,u S u S u SuS u S ux,u S u S u Sux S u Sx
gold,GP_gold.csv,421,He knew the cause of everich maladie,u S u S u SuS uSu,u S u Sx u SuS uSu,u S u Sx u Sxu SuS
gold,GP_gold.csv,488,Ful looth were him to cursen for his tithes,u S u S u Su S u Su,u S ux S u Su S u Su,u S ux S u Su S u Sx
gold,GP_gold.csv,512,To seken him a chaunterie for soules,u Su S u SuS u Su,u Su S u SuS u Su,u Su S u SuS u Sx
gold,GP_gold.csv,516,He was a shepherde and no mercenarie,u S u Su S u SuSu,u S u Sux S u SuSu,u S u Sux S u SxuS
gold,GP_gold.csv,525,Him wolde he snibben sharply for the nones,u S u Su Su S u Su,u Sx u Su Su S u Su,u Sx u Su Su S u Sx
gold,GP_gold.csv,526,A bettre preest I trow that nowher noon is,u S u S u S uS u S,u Sx u S u S uS u S,u Su S u S u Sx u S
gold,GP_gold.csv,527,He waited after no pompe ne reverence,u Su Su S u S uSu,u Su Su S ux S uSux,u Su Sx u Sx u SuSx
gold,GP_gold.csv,531,With him ther was a Plowman was his brother,u S u S u Su S u Su,u S u S u Su S u Su,u S u S u Su S u Sx
gold,GP_gold.csv,547,The Miller was a stout carl for the nones,u Su S u S u S u Su,u Su S u S u S u Su,u Su S u S u S u Sx
gold,GP_gold.csv,548,Ful big he was of brawn and eek of bones,u S u S u S u S u Su,u S u S u S u S u Su,u S u S u S u S u Sx
gold,GP_gold.csv,549,That proved wel for overal ther he cam,u Su S u SuS u S u,u Su S u SuS u S u,u Su S u Sxu S u S
gold,GP_gold.csv,557,A werte and theron stood a tuft of heres,u S u Su S u S u Su,u Sx u Su S u S u Su,u Sx u Su S u S u Sx
gold,GP_gold.csv,558,Reed as the bristles of a sowes eres,u S u Su S u Su Su,u S u Su S u Su Su,u S u Su S u Su Sx
gold,GP_gold.csv,581,Worthy to been stiwardes of rente and lond,uS u S uSu S u S u,uS u S uSu S ux S u,uS u S uSx u Sx u S
gold,GP_gold.csv,590,His berd was shave as ny as ever he can,u S u S u S u Su S u,u S u Sx u S u Su S u,u S u Sx u S u S u S
gold,GP_gold.csv,624,And evere he rood the hindreste of our route,u Su S u S uS u S u,u Sux S u S uSx u S ux,u Sxx u S u Sux S u Sx
gold,GP_gold.csv,628,As hoot he was and lecherous as a sparwe,u S u S u SuS u S u,u S u S u SuS u S ux,u S u S u Sxu S u Sx
gold,GP_gold.csv,635,Nor of the knobbes sittinge on his chekes,u S u Su Su S u Su,u S u Su Sux S u Su,u S u Su Sux S u Sx
gold,GP_gold.csv,659,For in his purs he sholde ypunisshed be,u S u S u S uSuS u,u S u S u Sx uSuS u,u S u S u Sx uSux S
gold,GP_gold.csv,663,For curs wol slee right as assoilling saveth,u S u S u S uSu Su,u S u S u S uSu Su,u S u S u S uSu Sx
gold,GP_gold.csv,677,This Pardoner had heer as yelow as wex,u SuS u S u Su S u,u SuS u S u Su S u,u Sux S u S uS u S
gold,GP_gold.csv,682,But hood for jolitee ne wered he noon,u S u SuS u Su S u,u S u SuS u Su S u,u S u SuS u Sx u S
gold,GP_gold.csv,701,He hadde a crois of latoun ful of stones,u S u S u Su S u Su,u Sx u S u Su S u Su,u Sx u S u Su S u Sx
gold,GP_gold.csv,707,And thus with feined flaterie and japes,u S u Su SuS u Su,u S u Su SuS u Su,u S u Su SuS u Sx
gold,GP_gold.csv,708,He made the parson and the peple his apes,u S u Su S u S u Su,u Sx u Su S u Sx u Su,u Sx u Su S u Sx u Sx
gold,GP_gold.csv,711,Wel coude he rede a lessoun or a storie,u S u S u Su S u Su,u Sx u Sx u Su S u Su,u Sx u xx S uS u S uS
gold,GP_gold.csv,712,But alderbest he song an offertorie,u SuS u S u SuSu,u SuS u S u SuSu,u Sux S u S uSuS
gold,GP_gold.csv,716,Therefore he song the murierly and loude,uSu S u S uSu S u,uSux S u S uSux S ux,xuSx u S u SuSx u Sx
gold,GP_gold.csv,726,And al the remenaunt of our pilgrimage,u S u SuS u S uSu,u S u SuS u S uSux,u S u Sxu S u SuSx
gold,GP_gold.csv,734,He moot reherce as ny as evere he can,u S uS u S u Su S u,u S uSx u S u Sux S u,u S uSx u S u Sxx u S
gold,GP_gold.csv,735,Everich a word if it be in his charge,uSu S u S u S u S u,uSu S u S u S u S ux,uxS u S u S u S u Sx
gold,GP_gold.csv,736,Al speke he never so rudeliche and large,u S u Su S uSu S u,u Sx u Su S uSux S ux,u Sx u S u SuSx u Sx
gold,GP_gold.csv,739,He may nat spare althogh he were his brother,u S u S uS u S u Su,u S u Sx uS u Sx u Su,u S u Sx uS u Sx u Sx
gold,GP_gold.csv,740,He moot as wel seie o word as another,u S u S u S u S uSu,u S u S u S u S uSu,u S u S u S u S uSx
gold,GP_gold.csv,761,And spak of mirthe amonges othere thinges,u S u S uSu Su Su,u S u Sx uSu Sux Su,u S u Sx uSu Sux Sx
gold,GP_gold.csv,784,But ye be mery I wol yeve yow min heed,u S u Su S u S u S u,u S u Su S u Sx u S u,u S u Sx u S ux S u S
gold,GP_gold.csv,790,Lordinges quod he now herkneth for the beste,uSu S u S uS u S u,uSu S u S uS u S ux,uSx u S u Su S u Sx
gold,GP_gold.csv,797,Of aventures that whilom han bifalle,u SuSu S uS u Su,u SuSu S uS u Sux,u SuSx u Su S uSx
gold,GP_gold.csv,798,And which of yow that bereth him best of alle,u S u S u Su S u S u,u S u S u Su S u S ux,u S u S u Sx u S u Sx
gold,GP_gold.csv,827,And forth we riden a litel more than pas,u S u Su S uS u S u,u S u Su S uS ux S u,u S u Sx u Su Sx u S
